"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_3JqqRVf9PlKIL9k",6,7,7,5,100,"sam","non-diagnostic","ND2",6.25,6,7,6,7,88,"robin","diagnostic","NA",6.5,5,6,7,6,100,"francis","non-diagnostic","ND1",6,6,7,6,7,100,"alex","diagnostic","NA",6.5,30,1,"MTurk",7,2
"R_1mdOITp8i7oEd8q",7,5,5,6,84,"sam","non-diagnostic","ND2",5.75,6,6,6,6,91,"robin","diagnostic","NA",6,6,6,6,6,93,"francis","non-diagnostic","ND1",6,6,5,6,6,87,"alex","diagnostic","NA",5.75,32,1,"MTurk",1,3
"R_1F2PNQtCecKqYPM",5,4,5,4,66,"sam","non-diagnostic","ND2",4.5,5,4,5,4,68,"robin","diagnostic","NA",4.5,5,4,5,5,59,"francis","non-diagnostic","ND1",4.75,5,5,4,6,66,"alex","diagnostic","NA",5,28,1,"MTurk",7,5
"R_1luI5qCpoIap15k",4,5,6,7,100,"sam","non-diagnostic","ND2",5.5,4,5,6,7,84,"robin","diagnostic","NA",5.5,4,5,6,7,100,"francis","non-diagnostic","ND1",5.5,4,5,6,7,82,"alex","diagnostic","NA",5.5,28,2,"MTurk",1,1
"R_23frb4IOUUvLZrV",4,5,5,5,56,"sam","non-diagnostic","ND2",4.75,4,4,5,5,63,"robin","diagnostic","NA",4.5,4,4,5,5,55,"francis","non-diagnostic","ND1",4.5,4,5,5,5,53,"alex","diagnostic","NA",4.75,29,1,"MTurk",7,2
"R_11jR9xGxAKOwdpK",4,6,5,6,83,"sam","non-diagnostic","ND2",5.25,5,4,5,5,93,"robin","diagnostic","NA",4.75,4,3,6,4,69,"francis","non-diagnostic","ND1",4.25,4,5,6,6,82,"alex","diagnostic","NA",5.25,25,1,"MTurk",7,5
"R_1LTl2tXUHyzlh3o",6,7,7,6,53,"sam","diagnostic","NA",6.5,6,7,6,5,59,"robin","non-diagnostic","ND1",6,6,6,5,6,55,"francis","diagnostic","NA",5.75,3,4,5,6,53,"alex","non-diagnostic","ND2",4.5,32,1,"student",4,1
"R_2YnXxJkV0Z2MROO",7,7,7,7,79,"sam","diagnostic","NA",7,7,7,7,7,87,"robin","non-diagnostic","ND1",7,7,7,7,7,98,"francis","non-diagnostic","ND2",7,7,7,5,7,84,"alex","diagnostic","NA",6.5,20,2,"student",5,2
"R_55VAboO8jVUt3Sp",7,6,6,6,97,"sam","diagnostic","NA",6.25,6,6,7,6,100,"robin","diagnostic","NA",6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,95,"alex","non-diagnostic","ND1",5.75,21,2,"student",7,2
"R_23VpFbGUkrOCq2K",7,7,7,7,100,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,21,2,"student",7,5
"R_31mVQnqgoolXbrG",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,19,2,"student",2,2
"R_2bZqPrUCEmsWwkz",7,7,7,7,100,"sam","diagnostic","NA",7,6,6,4,4,73,"robin","non-diagnostic","ND1",5,7,7,7,5,90,"francis","diagnostic","NA",6.5,5,6,4,4,66,"alex","non-diagnostic","ND2",4.75,19,1,"student",7,2
"R_1C75Yd2qmqCnkyd",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,20,1,"student",7,2
"R_3h42FHalnKsanV4",7,7,1,7,100,"sam","diagnostic","NA",5.5,7,7,7,7,100,"robin","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,100,"alex","non-diagnostic","ND1",7,21,1,"student",7,2
"R_a2xpV0wtH00wyDT",7,7,7,7,90,"sam","diagnostic","NA",7,6,6,6,6,82,"robin","non-diagnostic","ND1",6,5,5,5,5,79,"francis","non-diagnostic","ND2",5,6,6,6,6,86,"alex","diagnostic","NA",6,24,2,"student",7,2
"R_7P9XoCGCan7Cul3",6,6,6,6,80,"sam","diagnostic","NA",6,7,7,7,7,90,"robin","diagnostic","NA",7,7,7,7,7,90,"francis","non-diagnostic","ND2",7,7,7,7,7,90,"alex","non-diagnostic","ND1",7,38,2,"student",7,2
"R_vq9AaGUCDq1PMvT",6,3,5,6,50,"sam","diagnostic","NA",5,7,5,7,7,70,"robin","non-diagnostic","ND1",6.5,5,5,6,5,51,"francis","non-diagnostic","ND2",5.25,7,6,5,7,80,"alex","diagnostic","NA",6.25,23,2,"student",7,2
"R_3IYoNayeT7IpBLL",5,5,5,5,57,"sam","diagnostic","NA",5,5,5,5,5,55,"robin","diagnostic","NA",5,5,5,5,6,67,"francis","non-diagnostic","ND2",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,"student",7,5
"R_273jgo0b1Lcveyz",5,5,5,5,86,"sam","diagnostic","NA",5,5,5,5,5,79,"robin","non-diagnostic","ND1",5,5,5,5,5,73,"francis","diagnostic","NA",5,5,5,5,5,85,"alex","non-diagnostic","ND2",5,27,2,"student",2,2
"R_5guAriNnBKIF2Nj",7,7,7,7,86,"sam","diagnostic","NA",7,7,7,7,6,91,"robin","non-diagnostic","ND1",6.75,6,6,6,6,60,"francis","diagnostic","NA",6,5,6,5,6,76,"alex","non-diagnostic","ND2",5.5,24,2,"student",1,3
"R_DOwUROQV1jm042B",6,7,6,6,90,"sam","diagnostic","NA",6.25,6,7,6,6,90,"robin","diagnostic","NA",6.25,5,6,6,5,80,"francis","non-diagnostic","ND2",5.5,6,7,6,6,90,"alex","non-diagnostic","ND1",6.25,24,2,"student",NA,5
"R_3nGC5l3ECPmr8rL",6,6,5,4,77,"sam","diagnostic","NA",5.25,7,7,5,6,97,"robin","non-diagnostic","ND1",6.25,5,5,5,6,80,"francis","non-diagnostic","ND2",5.25,6,6,6,7,82,"alex","diagnostic","NA",6.25,29,1,"student",1,5
"R_6thM6e8V15f7iyl",6,6,6,6,90,"sam","diagnostic","NA",6,6,6,6,6,90,"robin","non-diagnostic","ND1",6,6,6,6,6,90,"francis","non-diagnostic","ND2",6,6,7,7,7,90,"alex","diagnostic","NA",6.75,20,2,"student",7,2
"R_1DGdltBbrHLN7j7",5,5,6,5,75,"sam","diagnostic","NA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,54,"francis","non-diagnostic","ND2",4.25,4,5,3,5,75,"alex","non-diagnostic","ND1",4.25,23,1,"student",2,5
"R_3s0OSmS0GCR3vKH",6,6,3,6,73,"sam","diagnostic","NA",5.25,6,6,4,6,58,"robin","non-diagnostic","ND1",5.5,6,6,2,6,77,"francis","diagnostic","NA",5,6,5,4,5,60,"alex","non-diagnostic","ND2",5,22,2,"student",7,2
"R_2RPUqaTfAGSHVgz",7,7,7,7,96,"sam","diagnostic","NA",7,7,6,7,6,89,"robin","non-diagnostic","ND1",6.5,7,7,7,5,85,"francis","diagnostic","NA",6.5,7,7,7,7,90,"alex","non-diagnostic","ND2",7,21,2,"student",7,5
"R_2S6wRKdtr8S2AB0",6,5,7,6,76,"sam","diagnostic","NA",6,6,5,7,6,75,"robin","non-diagnostic","ND1",6,6,5,7,5,75,"francis","diagnostic","NA",5.75,7,7,7,7,81,"alex","non-diagnostic","ND2",7,18,1,"student",7,2
"R_29bIWNrGpCzkY39",7,6,6,6,90,"sam","diagnostic","NA",6.25,6,7,6,7,93,"robin","non-diagnostic","ND1",6.5,5,5,6,5,75,"francis","non-diagnostic","ND2",5.25,6,6,5,6,85,"alex","diagnostic","NA",5.75,27,2,"student",7,2
"R_3Et1HXAo0lxGPog",7,7,5,6,93,"sam","diagnostic","NA",6.25,7,6,7,7,92,"robin","non-diagnostic","ND1",6.75,5,7,6,3,92,"francis","non-diagnostic","ND2",5.25,6,6,5,7,91,"alex","diagnostic","NA",6,22,2,"student",7,5
"R_1PTvmdOR5TrVAcN",6,7,7,7,100,"sam","diagnostic","NA",6.75,7,7,4,1,47,"robin","non-diagnostic","ND1",4.75,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,21,2,"student",7,2
"R_OJs0Hhgdq2DXlAd",6,6,6,6,96,"sam","diagnostic","NA",6,6,6,6,6,95,"robin","non-diagnostic","ND1",6,5,6,5,5,92,"francis","diagnostic","NA",5.25,6,6,6,6,95,"alex","non-diagnostic","ND2",6,22,1,"student",7,5
"R_DN4a1X6RDeMZWsF",7,7,7,7,90,"sam","diagnostic","NA",7,7,7,7,7,90,"robin","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,90,"alex","non-diagnostic","ND1",7,25,2,"student",7,5
"R_1ILhwtfPJNXxU7a",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,6,7,100,"robin","diagnostic","NA",6.75,5,4,4,4,63,"francis","non-diagnostic","ND2",4.25,7,7,7,7,100,"alex","non-diagnostic","ND1",7,21,3,"student",2,NA
"R_3IWRzLV3GjN1OJQ",7,7,7,7,96,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,1,6,98,"francis","non-diagnostic","ND2",5.25,7,7,1,7,100,"alex","diagnostic","NA",5.5,19,1,"student",1,2
"R_AaFyO9VIoKpeT4Z",7,7,6,7,100,"sam","diagnostic","NA",6.75,7,7,6,7,100,"robin","diagnostic","NA",6.75,7,7,6,7,100,"francis","non-diagnostic","ND2",6.75,7,7,5,7,100,"alex","non-diagnostic","ND1",6.5,22,2,"student",7,5
"R_3CHkTitMqn7IgpN",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,44,2,"student",2,2
"R_1jCmuYDYFVV6i1o",5,5,4,4,65,"sam","diagnostic","NA",4.5,5,5,4,4,65,"robin","non-diagnostic","ND1",4.5,4,4,4,4,50,"francis","non-diagnostic","ND2",4,4,5,4,5,66,"alex","diagnostic","NA",4.5,28,1,"student",7,2
"R_3HuX63UnzRrZcRQ",6,6,5,5,67,"sam","diagnostic","NA",5.5,6,7,5,7,82,"robin","diagnostic","NA",6.25,5,6,5,5,61,"francis","non-diagnostic","ND2",5.25,6,6,5,6,71,"alex","non-diagnostic","ND1",5.75,21,2,"student",NA,2
"R_3HAcPCh81cAY12r",6,5,6,7,89,"sam","diagnostic","NA",6,6,5,7,6,79,"robin","non-diagnostic","ND1",6,5,5,5,4,68,"francis","diagnostic","NA",4.75,5,4,6,5,74,"alex","non-diagnostic","ND2",5,20,2,"student",2,5
"R_paSmQNCyfvZOBjz",6,6,6,6,80,"sam","diagnostic","NA",6,6,5,6,5,73,"robin","non-diagnostic","ND1",5.5,3,4,5,3,45,"francis","non-diagnostic","ND2",3.75,6,5,6,6,82,"alex","diagnostic","NA",5.75,19,2,"student",7,5
"R_2aFaviwJ8GrVzHG",5,4,4,7,60,"sam","diagnostic","NA",5,5,5,4,6,71,"robin","diagnostic","NA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,7,7,61,"alex","non-diagnostic","ND1",6,24,2,"student",7,5
"R_2e9czh8oTCwKID9",7,6,6,6,93,"sam","diagnostic","NA",6.25,7,6,7,7,91,"robin","non-diagnostic","ND1",6.75,6,6,7,6,89,"francis","diagnostic","NA",6.25,6,6,7,7,90,"alex","non-diagnostic","ND2",6.5,21,1,"student",7,2
"R_eqtYAi7a7b3Ve5X",7,7,7,7,95,"sam","diagnostic","NA",7,7,7,7,7,95,"robin","non-diagnostic","ND1",7,6,6,6,6,91,"francis","non-diagnostic","ND2",6,6,6,6,7,91,"alex","diagnostic","NA",6.25,45,2,"student",2,5
"R_yWxoGwfnPPArP5D",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,28,2,"student",7,5
"R_1DpBs2Cc4YEV4um",7,6,5,7,89,"sam","diagnostic","NA",6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,7,5,82,"francis","non-diagnostic","ND2",6,7,7,7,7,100,"alex","non-diagnostic","ND1",7,27,2,"student",7,2
"R_PIDhR0ohVpc7JLP",5,4,5,6,50,"sam","diagnostic","NA",5,6,4,5,6,50,"robin","non-diagnostic","ND1",5.25,5,5,6,4,70,"francis","diagnostic","NA",5,6,4,5,6,50,"alex","non-diagnostic","ND2",5.25,51,2,"student",7,2
"R_2ruPqAhGq054BBu",4,4,4,6,50,"sam","diagnostic","NA",4.5,5,5,4,6,60,"robin","non-diagnostic","ND1",5,4,4,4,4,50,"francis","diagnostic","NA",4,5,5,4,6,60,"alex","non-diagnostic","ND2",5,24,1,"student",7,2
"R_1pW3jD8XzefsEUc",6,6,5,6,80,"sam","diagnostic","NA",5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,80,"francis","non-diagnostic","ND2",5.75,6,6,5,6,80,"alex","non-diagnostic","ND1",5.75,18,1,"student",7,2
"R_1KfMnkqMSdySBKL",7,7,6,7,90,"sam","diagnostic","NA",6.75,7,7,6,7,90,"robin","non-diagnostic","ND1",6.75,7,7,6,7,90,"francis","non-diagnostic","ND2",6.75,7,7,6,7,90,"alex","diagnostic","NA",6.75,21,1,"student",7,5
"R_06tqXcmnF3LMSs1",7,7,6,7,95,"sam","diagnostic","NA",6.75,6,6,6,6,84,"robin","non-diagnostic","ND1",6,6,6,4,4,75,"francis","non-diagnostic","ND2",5,7,6,6,7,87,"alex","diagnostic","NA",6.5,19,4,"student",7,5
"R_2wN8PslToS6XEz7",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,20,2,"student",7,2
"R_z8RuGzSbXFxUy1X",7,6,7,5,80,"sam","diagnostic","NA",6.25,7,6,7,6,80,"robin","diagnostic","NA",6.5,6,6,7,5,80,"francis","non-diagnostic","ND2",6,6,6,7,7,80,"alex","non-diagnostic","ND1",6.5,19,2,"student",5,5
"R_2TucKdDoKsjWIh9",7,7,7,7,85,"sam","diagnostic","NA",7,7,7,7,7,90,"robin","diagnostic","NA",7,5,5,7,5,75,"francis","non-diagnostic","ND2",5.5,7,6,6,6,85,"alex","non-diagnostic","ND1",6.25,21,2,"student",5,NA
"R_27Bh4QESyH7K77f",7,7,6,7,95,"sam","diagnostic","NA",6.75,6,7,5,7,90,"robin","non-diagnostic","ND1",6.25,5,7,5,5,80,"francis","diagnostic","NA",5.5,6,6,6,7,90,"alex","non-diagnostic","ND2",6.25,22,2,"student",7,2
"R_1i4cK0wTALPvBuZ",7,6,7,6,100,"sam","diagnostic","NA",6.5,5,7,7,7,93,"robin","diagnostic","NA",6.5,6,7,5,7,90,"francis","non-diagnostic","ND2",6.25,5,7,6,7,95,"alex","non-diagnostic","ND1",6.25,22,1,"student",7,2
"R_2QuFkW7PUg9Ab9T",6,6,5,6,80,"sam","diagnostic","NA",5.75,5,4,4,5,74,"robin","non-diagnostic","ND1",4.5,5,5,4,4,68,"francis","non-diagnostic","ND2",4.5,6,5,4,4,77,"alex","diagnostic","NA",4.75,20,2,"student",7,2
"R_3Ib0NQJRKq0lSrV",5,5,5,5,63,"sam","diagnostic","NA",5,7,7,7,7,100,"robin","diagnostic","NA",7,4,4,4,4,55,"francis","non-diagnostic","ND2",4,5,4,4,5,56,"alex","non-diagnostic","ND1",4.5,62,1,"student",7,5
"R_wQPCsaQMv0O7gv7",5,5,6,6,74,"sam","diagnostic","NA",5.5,6,6,6,6,43,"robin","non-diagnostic","ND1",6,6,6,6,5,70,"francis","non-diagnostic","ND2",5.75,6,6,4,3,35,"alex","diagnostic","NA",4.75,19,2,"student",2,5
"R_24uSokM8f87EkrX",7,7,1,7,100,"sam","diagnostic","NA",5.5,7,7,1,7,100,"robin","non-diagnostic","ND1",5.5,7,1,1,7,100,"francis","diagnostic","NA",4,7,1,1,7,100,"alex","non-diagnostic","ND2",4,45,1,"student",7,2
"R_6fb67Qkh6TkVoqJ",7,7,7,7,99,"sam","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,98,"francis","non-diagnostic","ND2",6.75,7,7,6,7,99,"alex","non-diagnostic","ND1",6.75,19,2,"student",7,2
"R_1oaRhGi0S7n7vXB",6,6,6,6,95,"sam","diagnostic","NA",6,6,6,6,6,95,"robin","non-diagnostic","ND1",6,6,6,6,6,95,"francis","non-diagnostic","ND2",6,6,6,6,6,95,"alex","diagnostic","NA",6,30,2,"student",7,5
"R_3wqNwxSMH9Keg4F",7,7,7,7,91,"sam","diagnostic","NA",7,7,7,7,7,91,"robin","non-diagnostic","ND1",7,7,7,7,6,98,"francis","diagnostic","NA",6.75,7,7,7,7,92,"alex","non-diagnostic","ND2",7,43,2,"student",7,2
"R_1hVXH95V2LGmOXK",5,5,5,5,75,"sam","diagnostic","NA",5,6,5,5,5,74,"robin","non-diagnostic","ND1",5.25,6,5,5,5,74,"francis","non-diagnostic","ND2",5.25,6,5,5,6,77,"alex","diagnostic","NA",5.5,26,2,"student",7,2
"R_1OE2Uh6OMDkLpjf",6,6,6,6,80,"sam","diagnostic","NA",6,6,6,7,6,80,"robin","non-diagnostic","ND1",6.25,5,6,6,5,75,"francis","non-diagnostic","ND2",5.5,6,6,6,6,80,"alex","diagnostic","NA",6,21,2,"student",7,5
"R_3I3N98rtjEr1K3D",6,6,6,6,88,"sam","diagnostic","NA",6,6,6,6,6,88,"robin","non-diagnostic","ND1",6,6,6,6,4,88,"francis","diagnostic","NA",5.5,6,6,6,6,88,"alex","non-diagnostic","ND2",6,54,2,"student",7,2
"R_81Z5W6aDIbMssjD",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,6,6,6,6,86,"francis","diagnostic","NA",6,7,7,7,7,100,"alex","non-diagnostic","ND2",7,47,1,"student",7,2
"R_12RTl3of2y9ZVnf",6,5,5,4,80,"sam","diagnostic","NA",5,5,5,4,7,80,"robin","non-diagnostic","ND1",5.25,6,5,5,4,70,"francis","non-diagnostic","ND2",5,5,5,4,6,70,"alex","diagnostic","NA",5,38,2,"student",7,2
"R_WchkKE0oa6xzNwR",7,7,6,7,95,"sam","diagnostic","NA",6.75,6,7,6,7,95,"robin","non-diagnostic","ND1",6.5,7,6,6,7,95,"francis","non-diagnostic","ND2",6.5,6,6,7,6,90,"alex","diagnostic","NA",6.25,22,1,"student",7,2
"R_2rpBZ5z6A64s6je",6,6,6,6,82,"sam","diagnostic","NA",6,6,7,5,6,80,"robin","non-diagnostic","ND1",6,6,6,5,6,80,"francis","diagnostic","NA",5.75,6,6,5,7,82,"alex","non-diagnostic","ND2",6,23,2,"student",7,5
"R_1NmnmpN3sYcxZ52",7,6,4,6,92,"sam","diagnostic","NA",5.75,5,6,5,5,91,"robin","non-diagnostic","ND1",5.25,5,6,6,5,90,"francis","non-diagnostic","ND2",5.5,5,5,5,5,86,"alex","diagnostic","NA",5,19,2,"student",5,2
"R_3qdItExy2Brrud2",7,6,7,6,90,"sam","diagnostic","NA",6.5,6,6,7,7,90,"robin","diagnostic","NA",6.5,6,6,6,5,85,"francis","non-diagnostic","ND2",5.75,6,7,5,7,90,"alex","non-diagnostic","ND1",6.25,18,1,"student",7,NA
"R_24PmfL5Zsuirc9j",7,7,6,7,100,"sam","diagnostic","NA",6.75,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,91,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,20,1,"student",7,2
"R_3lxJwf2Dq4ZaXbJ",5,6,5,6,70,"sam","diagnostic","NA",5.5,5,6,6,6,76,"robin","non-diagnostic","ND1",5.75,4,5,4,6,80,"francis","diagnostic","NA",4.75,5,5,6,7,58,"alex","non-diagnostic","ND2",5.75,22,2,"student",7,2
"R_3fNagqn7m9Hh2v0",5,5,3,6,80,"sam","diagnostic","NA",4.75,7,7,4,7,100,"robin","non-diagnostic","ND1",6.25,5,6,7,5,85,"francis","non-diagnostic","ND2",5.75,3,5,2,4,60,"alex","diagnostic","NA",3.5,20,2,"student",7,2
"R_3Hn4UmS9TL7yKlB",5,5,5,5,75,"sam","diagnostic","NA",5,6,6,5,6,85,"robin","non-diagnostic","ND1",5.75,6,6,5,4,80,"francis","non-diagnostic","ND2",5.25,6,5,4,4,70,"alex","diagnostic","NA",4.75,24,2,"student",7,2
"R_12rR8HLpWw5Zl27",6,6,6,6,83,"sam","diagnostic","NA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,82,"francis","non-diagnostic","ND2",6,6,6,6,6,83,"alex","non-diagnostic","ND1",6,26,2,"student",7,5
"R_QcwZSyzq20nwt4l",6,6,6,6,80,"sam","diagnostic","NA",6,6,6,6,6,83,"robin","non-diagnostic","ND1",6,5,6,7,5,85,"francis","diagnostic","NA",5.75,7,6,7,6,90,"alex","non-diagnostic","ND2",6.5,20,2,"student",1,2
"R_2PjVGKhB9J8aZ5V",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,6,7,98,"robin","diagnostic","NA",6.75,7,6,7,7,99,"francis","non-diagnostic","ND2",6.75,7,7,7,7,100,"alex","non-diagnostic","ND1",7,19,2,"student",5,5
"R_1K3WFjTzSpnpUf4",7,7,7,7,88,"sam","diagnostic","NA",7,7,7,7,7,85,"robin","diagnostic","NA",7,7,7,7,7,88,"francis","non-diagnostic","ND2",7,7,7,7,7,92,"alex","non-diagnostic","ND1",7,19,2,"student",NA,2
"R_2tePSO69zscRpIO",7,7,7,7,96,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,6,7,6,6,91,"francis","diagnostic","NA",6.25,7,7,7,7,90,"alex","non-diagnostic","ND2",7,20,2,"student",7,2
"R_12xNN18bg7YgZ9A",6,7,6,5,76,"sam","diagnostic","NA",6,6,6,6,7,89,"robin","non-diagnostic","ND1",6.25,5,5,4,3,75,"francis","non-diagnostic","ND2",4.25,5,7,6,7,89,"alex","diagnostic","NA",6.25,20,2,"student",1,5
"R_2WSUZMC6rn9f6CR",6,5,5,5,70,"sam","diagnostic","NA",5.25,6,4,1,4,71,"robin","non-diagnostic","ND1",3.75,5,5,6,5,69,"francis","non-diagnostic","ND2",5.25,6,7,6,6,77,"alex","diagnostic","NA",6.25,21,2,"student",7,2
"R_2QuHvsYcZGLX8Gt",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,5,7,6,81,"francis","non-diagnostic","ND2",6.25,7,6,7,7,81,"alex","diagnostic","NA",6.75,22,1,"student",7,2
"R_3qrIl6Qop4pYS8V",7,7,7,7,92,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,5,4,7,4,41,"francis","diagnostic","NA",5,7,7,4,7,100,"alex","non-diagnostic","ND2",6.25,23,1,"student",7,2
"R_2TzbX84PiqLAHBK",7,7,7,7,80,"sam","diagnostic","NA",7,7,7,7,7,86,"robin","diagnostic","NA",7,6,7,7,7,86,"francis","non-diagnostic","ND2",6.75,7,7,7,7,81,"alex","non-diagnostic","ND1",7,21,2,"student",NA,2
"R_1Ov4XQaIj457BNX",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,6,7,100,"robin","non-diagnostic","ND1",6.75,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,21,2,"student",7,5
"R_1l3NkiEFjSvp4dD",6,6,7,6,81,"sam","diagnostic","NA",6.25,5,5,4,4,64,"robin","non-diagnostic","ND1",4.5,4,5,5,4,73,"francis","diagnostic","NA",4.5,5,6,6,7,91,"alex","non-diagnostic","ND2",6,20,2,"student",7,5
"R_ZCUWDYWLHuteugV",7,7,7,7,100,"sam","diagnostic","NA",7,4,4,4,4,50,"robin","diagnostic","NA",4,7,7,7,7,90,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,19,2,"student",NA,2
"R_C21BTy0GGDGqrU5",5,5,5,6,85,"sam","diagnostic","NA",5.25,7,5,5,5,93,"robin","non-diagnostic","ND1",5.5,6,6,7,4,92,"francis","diagnostic","NA",5.75,7,7,4,7,94,"alex","non-diagnostic","ND2",6.25,22,1,"student",1,5
"R_BLhsa1ItbTLz5pn",5,6,4,6,80,"sam","diagnostic","NA",5.25,6,6,6,7,90,"robin","non-diagnostic","ND1",6.25,5,5,6,5,79,"francis","non-diagnostic","ND2",5.25,6,6,6,7,85,"alex","diagnostic","NA",6.25,19,2,"student",7,2
"R_1N8IRpZxA9qcSFY",7,7,6,6,95,"sam","diagnostic","NA",6.5,7,7,7,7,95,"robin","non-diagnostic","ND1",7,7,7,7,6,94,"francis","non-diagnostic","ND2",6.75,7,7,7,7,91,"alex","diagnostic","NA",7,21,2,"student",4,5
"R_9NXT2Pp7D53552V",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","diagnostic","NA",7,6,7,5,5,94,"francis","non-diagnostic","ND2",5.75,7,7,7,7,100,"alex","non-diagnostic","ND1",7,19,2,"student",NA,2
"R_2upv7TMKBJeNh4k",7,6,7,7,80,"sam","diagnostic","NA",6.75,7,7,5,5,75,"robin","non-diagnostic","ND1",6,7,7,7,5,80,"francis","diagnostic","NA",6.5,7,7,6,7,90,"alex","non-diagnostic","ND2",6.75,22,2,"student",7,2
"R_2uJWPiB7bL2RWXs",7,6,7,7,100,"sam","diagnostic","NA",6.75,7,7,7,7,100,"robin","diagnostic","NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,100,"alex","non-diagnostic","ND1",7,21,2,"student",5,2
"R_1ojAIJNnRcvHPzp",6,6,6,6,50,"sam","diagnostic","NA",6,6,6,6,6,71,"robin","non-diagnostic","ND1",6,3,3,3,3,40,"francis","non-diagnostic","ND2",3,6,5,5,6,65,"alex","diagnostic","NA",5.5,35,2,"student",7,2
"R_1I3J2pbao8izuuo",6,6,4,6,75,"sam","diagnostic","NA",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,70,"francis","non-diagnostic","ND2",5.75,6,7,5,7,82,"alex","non-diagnostic","ND1",6.25,18,2,"student",7,2
"R_2wGdQbA3dxfTPMB",7,7,7,6,77,"sam","diagnostic","NA",6.75,7,7,7,7,86,"robin","non-diagnostic","ND1",7,7,7,7,5,95,"francis","non-diagnostic","ND2",6.5,7,7,6,7,92,"alex","diagnostic","NA",6.75,19,2,"student",6,2
"R_1Cd9WNrEde8gV9N",7,7,7,7,98,"sam","diagnostic","NA",7,7,7,7,7,99,"robin","non-diagnostic","ND1",7,7,6,7,7,93,"francis","diagnostic","NA",6.75,7,7,7,7,99,"alex","non-diagnostic","ND2",7,19,2,"student",7,2
