"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_agcvxTIjnERVV3b",2,2,2,2,19,"sam","non-diagnostic","ND1",2,2,2,2,2,23,"robin","diagnostic","NA",2,2,2,2,2,18,"francis","diagnostic","NA",2,2,2,2,2,15,"alex","non-diagnostic","ND2",2,22,2,7,5
"R_1dtOv4Dbs73RHbE",2,2,3,2,25,"sam","non-diagnostic","ND1",2.25,2,2,2,2,20,"robin","non-diagnostic","ND2",2,4,4,3,4,50,"francis","diagnostic","NA",3.75,2,3,4,3,38,"alex","diagnostic","NA",3,23,1,7,5
"R_2uyeK84Lm5TqjbR",3,3,4,2,40,"sam","non-diagnostic","ND1",3,2,3,1,2,30,"robin","non-diagnostic","ND2",2,3,3,4,3,45,"francis","diagnostic","NA",3.25,2,2,4,2,34,"alex","diagnostic","NA",2.5,21,2,7,5
"R_unb4EVLEkkAZzW1",2,2,2,2,9,"sam","non-diagnostic","ND1",2,3,2,2,2,8,"robin","diagnostic","NA",2.25,2,2,2,2,7,"francis","diagnostic","NA",2,3,2,2,2,10,"alex","non-diagnostic","ND2",2.25,19,2,7,5
"R_1E5Q3DN0AFcdz0k",3,3,2,2,35,"sam","non-diagnostic","ND1",2.5,1,2,1,1,20,"robin","diagnostic","NA",1.25,1,2,1,2,30,"francis","diagnostic","NA",1.5,1,1,1,1,10,"alex","non-diagnostic","ND2",1,23,2,4,5
"R_VQIBBx8Tjk8PKJH",4,4,4,4,50,"sam","non-diagnostic","ND1",4,4,4,3,4,50,"robin","non-diagnostic","ND2",3.75,4,4,4,4,50,"francis","diagnostic","NA",4,4,4,4,4,49,"alex","diagnostic","NA",4,55,2,7,5
"R_3s5PaI6xIa0A10v",4,4,5,4,48,"sam","non-diagnostic","ND1",4.25,2,3,3,4,70,"robin","diagnostic","NA",3,1,1,1,1,90,"francis","diagnostic","NA",1,4,5,5,5,39,"alex","non-diagnostic","ND2",4.75,45,2,7,5
"R_1GVXeVHLoAwQg7P",2,3,4,4,29,"sam","non-diagnostic","ND1",3.25,2,3,2,3,19,"robin","diagnostic","NA",2.5,4,3,6,6,45,"francis","diagnostic","NA",4.75,2,2,3,3,25,"alex","non-diagnostic","ND2",2.5,20,2,7,2
"R_xm6pNkSuwNUCrfP",3,3,3,3,28,"sam","non-diagnostic","ND1",3,3,2,1,2,14,"robin","non-diagnostic","ND2",2,3,2,3,2,12,"francis","diagnostic","NA",2.5,2,2,1,3,14,"alex","diagnostic","NA",2,26,2,7,2
"R_28I3dR7zEq8Ccjz",4,4,4,2,40,"sam","non-diagnostic","ND1",3.5,3,3,2,2,28,"robin","non-diagnostic","ND2",2.5,5,4,4,4,56,"francis","diagnostic","NA",4.25,4,4,3,3,41,"alex","diagnostic","NA",3.5,23,2,7,2
"R_1NTkTX9LC1m4ogh",1,1,4,4,40,"sam","non-diagnostic","ND1",2.5,3,5,6,4,70,"robin","diagnostic","NA",4.5,5,4,6,5,50,"francis","diagnostic","NA",5,3,4,7,4,81,"alex","non-diagnostic","ND2",4.5,18,2,7,5
"R_3QGaFgASjLkLt92",3,2,4,2,24,"sam","non-diagnostic","ND1",2.75,2,1,1,2,12,"robin","diagnostic","NA",1.5,3,3,1,3,19,"francis","diagnostic","NA",2.5,1,1,2,1,3,"alex","non-diagnostic","ND2",1.25,18,2,7,5
"R_3phgp0IhsWOsPWJ",3,4,3,3,60,"sam","non-diagnostic","ND1",3.25,1,1,1,2,80,"robin","diagnostic","NA",1.25,3,3,3,4,60,"francis","diagnostic","NA",3.25,1,1,5,3,70,"alex","non-diagnostic","ND2",2.5,21,2,7,5
"R_1pFpgHSrh0sPf4M",1,1,3,2,9,"sam","non-diagnostic","ND1",1.75,1,1,1,2,0,"robin","non-diagnostic","ND2",1.25,2,2,3,2,4,"francis","diagnostic","NA",2.25,1,1,1,1,0,"alex","diagnostic","NA",1,37,2,7,2
"R_0PaiikDJvJU9aed",3,3,3,2,29,"sam","non-diagnostic","ND1",2.75,2,2,1,2,40,"robin","non-diagnostic","ND2",1.75,4,5,4,4,60,"francis","diagnostic","NA",4.25,2,2,2,2,28,"alex","diagnostic","NA",2,28,2,5,5
"R_2qFaxwns872s6Wy",3,3,4,3,35,"sam","non-diagnostic","ND1",3.25,3,3,2,4,40,"robin","diagnostic","NA",3,3,3,4,4,30,"francis","diagnostic","NA",3.5,2,2,3,2,20,"alex","non-diagnostic","ND2",2.25,19,2,7,5
"R_3iJuRybZQj7szum",3,2,4,2,19,"sam","non-diagnostic","ND1",2.75,1,2,1,1,0,"robin","non-diagnostic","ND2",1.25,1,1,4,1,17,"francis","diagnostic","NA",1.75,1,1,2,1,0,"alex","diagnostic","NA",1.25,44,2,7,5
"R_Zs3e14QgLFEpAat",5,5,5,4,61,"sam","non-diagnostic","ND1",4.75,1,1,1,1,15,"robin","diagnostic","NA",1,1,1,3,2,24,"francis","diagnostic","NA",1.75,4,4,5,2,51,"alex","non-diagnostic","ND2",3.75,25,2,1,2
"R_3feltfMCpdds5RZ",4,3,4,3,32,"sam","non-diagnostic","ND1",3.5,3,3,2,3,27,"robin","diagnostic","NA",2.75,3,3,3,3,27,"francis","diagnostic","NA",3,4,4,3,3,40,"alex","non-diagnostic","ND2",3.5,62,2,3,5
"R_3GsajukJp2h9zGP",4,4,4,4,50,"sam","non-diagnostic","ND1",4,4,4,4,4,50,"robin","diagnostic","NA",4,4,4,4,4,50,"francis","diagnostic","NA",4,4,4,4,4,50,"alex","non-diagnostic","ND2",4,26,2,7,5
"R_2QXRRDS90dzSXsL",2,2,4,3,34,"sam","non-diagnostic","ND1",2.75,4,3,1,3,40,"robin","diagnostic","NA",2.75,4,4,7,4,45,"francis","diagnostic","NA",4.75,2,1,2,2,8,"alex","non-diagnostic","ND2",1.75,18,2,5,2
"R_1mrwbzlHrZfKYXa",1,1,1,1,3,"sam","non-diagnostic","ND1",1,1,1,1,1,6,"robin","non-diagnostic","ND2",1,1,1,5,1,9,"francis","diagnostic","NA",2,1,1,3,1,7,"alex","diagnostic","NA",1.5,47,1,5,2
"R_1F9zfnH6Bl76HdC",1,1,3,2,17,"sam","non-diagnostic","ND1",1.75,1,1,1,1,4,"robin","diagnostic","NA",1,2,2,3,2,17,"francis","diagnostic","NA",2.25,1,1,3,3,18,"alex","non-diagnostic","ND2",2,19,1,7,5
"R_pyYPZ3ysepzcDzH",2,2,3,2,25,"sam","non-diagnostic","ND1",2.25,1,1,1,1,0,"robin","diagnostic","NA",1,3,2,3,2,20,"francis","diagnostic","NA",2.5,2,2,2,2,20,"alex","non-diagnostic","ND2",2,19,2,7,5
"R_232BPjNDAWLWqQl",2,2,2,2,10,"sam","non-diagnostic","ND1",2,3,3,3,3,20,"robin","non-diagnostic","ND2",3,1,1,1,1,0,"francis","diagnostic","NA",1,2,2,2,2,10,"alex","diagnostic","NA",2,24,1,6,5
"R_3Hkoj5q2fKlrBPE",4,5,3,4,69,"sam","non-diagnostic","ND1",4,4,4,4,4,65,"robin","diagnostic","NA",4,4,5,4,4,67,"francis","diagnostic","NA",4.25,4,3,3,4,68,"alex","non-diagnostic","ND2",3.5,22,2,1,2
"R_1jU7ivSwZS9MMdw",2,2,4,4,30,"sam","non-diagnostic","ND1",3,2,2,2,3,20,"robin","non-diagnostic","ND2",2.25,2,2,4,4,30,"francis","diagnostic","NA",3,1,1,3,3,15,"alex","diagnostic","NA",2,23,3,7,5
"R_2n0QHkjepMc55ex",3,3,4,4,42,"sam","non-diagnostic","ND1",3.5,3,4,2,4,43,"robin","diagnostic","NA",3.25,3,4,3,3,24,"francis","diagnostic","NA",3.25,2,2,2,2,8,"alex","non-diagnostic","ND2",2,51,1,7,2
"R_2PomEkG8wKGNSXI",4,4,4,4,50,"sam","non-diagnostic","ND1",4,4,4,3,4,35,"robin","non-diagnostic","ND2",3.75,4,4,4,4,50,"francis","diagnostic","NA",4,4,4,4,4,49,"alex","diagnostic","NA",4,39,2,7,2
"R_2e2LpRolZz576iu",1,2,1,2,1,"sam","non-diagnostic","ND1",1.5,1,1,1,1,6,"robin","non-diagnostic","ND2",1,3,3,4,3,32,"francis","diagnostic","NA",3.25,2,1,1,2,0,"alex","diagnostic","NA",1.5,22,1,7,5
"R_1IW7qPysq8SoMPq",2,2,2,2,10,"sam","non-diagnostic","ND1",2,2,2,1,1,10,"robin","non-diagnostic","ND2",1.5,2,2,2,2,15,"francis","diagnostic","NA",2,2,2,1,1,8,"alex","diagnostic","NA",1.5,58,2,7,5
"R_UKiMwvZYJSYjI0p",1,1,1,1,0,"sam","non-diagnostic","ND1",1,1,1,1,1,0,"robin","non-diagnostic","ND2",1,1,1,1,1,0,"francis","diagnostic","NA",1,1,1,2,1,4,"alex","diagnostic","NA",1.25,21,1,5,5
"R_s6g9F6vjEgPgEUh",1,1,4,2,5,"sam","non-diagnostic","ND1",2,1,1,1,3,2,"robin","diagnostic","NA",1.5,3,4,3,4,15,"francis","diagnostic","NA",3.5,4,4,3,4,15,"alex","non-diagnostic","ND2",3.75,31,2,6,5
"R_ueTso9sM6HsCoCJ",2,3,2,2,26,"sam","non-diagnostic","ND1",2.25,2,2,1,2,25,"robin","diagnostic","NA",1.75,3,2,4,3,30,"francis","diagnostic","NA",3,2,2,3,1,30,"alex","non-diagnostic","ND2",2,19,1,2,5
"R_1OJsyDvfVCOEqsY",3,2,4,1,40,"sam","non-diagnostic","ND1",2.5,2,2,1,3,29,"robin","non-diagnostic","ND2",2,1,1,4,3,20,"francis","diagnostic","NA",2.25,1,1,4,2,30,"alex","diagnostic","NA",2,19,2,7,2
"R_6WGQ9WuidVlGwbD",3,3,4,3,50,"sam","non-diagnostic","ND1",3.25,4,4,7,3,40,"robin","non-diagnostic","ND2",4.5,3,4,4,4,45,"francis","diagnostic","NA",3.75,3,3,4,3,47,"alex","diagnostic","NA",3.25,19,2,2,5
"R_cH2GrUoojCaZxC1",3,3,4,3,40,"sam","non-diagnostic","ND1",3.25,2,2,1,2,15,"robin","non-diagnostic","ND2",1.75,4,4,3,3,50,"francis","diagnostic","NA",3.5,2,2,2,2,20,"alex","diagnostic","NA",2,20,2,2,5
"R_2ePdUBgjSMgAZGH",4,4,3,3,38,"sam","non-diagnostic","ND1",3.5,2,2,1,4,25,"robin","diagnostic","NA",2.25,4,4,6,6,50,"francis","diagnostic","NA",5,2,2,3,3,25,"alex","non-diagnostic","ND2",2.5,18,2,7,5
"R_1ov8PXGvufzkB3s",3,2,4,3,40,"sam","non-diagnostic","ND1",3,3,3,3,3,31,"robin","diagnostic","NA",3,3,3,3,3,29,"francis","diagnostic","NA",3,3,4,5,3,34,"alex","non-diagnostic","ND2",3.75,24,2,6,5
"R_1QnnxNb4W6Bwu4C",2,2,4,2,15,"sam","non-diagnostic","ND1",2.5,1,1,1,1,10,"robin","non-diagnostic","ND2",1,2,2,5,2,25,"francis","diagnostic","NA",2.75,1,1,2,1,15,"alex","diagnostic","NA",1.25,21,2,7,2
"R_1dvq2vRsbojOa6L",3,3,4,3,40,"sam","non-diagnostic","ND1",3.25,2,3,2,4,40,"robin","non-diagnostic","ND2",2.75,4,4,4,4,50,"francis","diagnostic","NA",4,3,3,4,2,40,"alex","diagnostic","NA",3,31,4,7,5
"R_32JW6uEp2MZRxCW",2,2,2,2,14,"sam","non-diagnostic","ND1",2,2,2,2,2,13,"robin","diagnostic","NA",2,1,1,3,1,14,"francis","diagnostic","NA",1.5,2,2,2,2,11,"alex","non-diagnostic","ND2",2,51,1,7,2
"R_3QLdlAJCZprSYxk",2,4,4,4,50,"sam","non-diagnostic","ND1",3.5,4,4,2,4,50,"robin","diagnostic","NA",3.5,2,4,4,3,50,"francis","diagnostic","NA",3.25,2,3,4,3,29,"alex","non-diagnostic","ND2",3,27,2,7,2
"R_3J7VoPPmuPnURrl",3,4,4,3,40,"sam","non-diagnostic","ND1",3.5,3,2,1,4,36,"robin","diagnostic","NA",2.5,3,2,4,4,40,"francis","diagnostic","NA",3.25,2,2,4,2,30,"alex","non-diagnostic","ND2",2.5,31,2,7,5
"R_T7UN5lUcdNfB7CV",3,3,5,5,43,"sam","non-diagnostic","ND1",4,2,2,2,2,50,"robin","non-diagnostic","ND2",2,2,3,3,3,48,"francis","diagnostic","NA",2.75,2,3,4,4,51,"alex","diagnostic","NA",3.25,24,2,1,5
"R_1K8SIy39A7rSR0G",4,3,4,2,40,"sam","non-diagnostic","ND1",3.25,2,2,1,2,19,"robin","diagnostic","NA",1.75,4,4,4,4,50,"francis","diagnostic","NA",4,3,2,3,2,30,"alex","non-diagnostic","ND2",2.5,41,2,7,5
"R_1IQ2ZvVY2aWwVDC",4,3,5,4,27,"sam","non-diagnostic","ND1",4,3,2,2,2,28,"robin","non-diagnostic","ND2",2.25,3,3,4,4,24,"francis","diagnostic","NA",3.5,4,3,3,3,26,"alex","diagnostic","NA",3.25,18,1,2,2
"R_1l67T7wleFweq2F",3,2,6,2,25,"sam","non-diagnostic","ND1",3.25,2,2,2,2,6,"robin","diagnostic","NA",2,3,4,4,3,30,"francis","diagnostic","NA",3.5,2,2,3,1,15,"alex","non-diagnostic","ND2",2,57,2,7,5
"R_3p0hvYfCs7PvyCL",4,4,4,4,50,"sam","non-diagnostic","ND1",4,4,4,4,4,50,"robin","non-diagnostic","ND2",4,4,4,4,4,50,"francis","diagnostic","NA",4,4,4,4,4,50,"alex","diagnostic","NA",4,19,1,7,2
"R_1hEAMySl5bovtbJ",3,3,3,2,34,"sam","non-diagnostic","ND1",2.75,3,3,2,3,40,"robin","diagnostic","NA",2.75,4,3,4,3,40,"francis","diagnostic","NA",3.5,3,2,4,3,39,"alex","non-diagnostic","ND2",3,19,1,7,2
"R_8qT51w95CkkQfxn",1,1,1,1,0,"sam","non-diagnostic","ND1",1,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,1,1,0,"francis","diagnostic","NA",1,2,2,4,1,3,"alex","non-diagnostic","ND2",2.25,46,2,7,5
"R_tRMpkm5sIIB8pPz",1,2,2,1,7,"sam","non-diagnostic","ND1",1.5,2,2,2,2,7,"robin","diagnostic","NA",2,1,1,2,2,3,"francis","diagnostic","NA",1.5,1,2,2,2,4,"alex","non-diagnostic","ND2",1.75,23,2,7,2
"R_sIqTsmzOiNJI3LP",3,2,6,3,36,"sam","non-diagnostic","ND1",3.5,2,3,2,4,40,"robin","non-diagnostic","ND2",2.75,4,4,6,3,46,"francis","diagnostic","NA",4.25,1,2,4,1,10,"alex","diagnostic","NA",2,18,1,2,5
"R_12yCWtpAo54ZUM3",2,2,2,2,14,"sam","non-diagnostic","ND1",2,2,2,2,3,17,"robin","diagnostic","NA",2.25,2,2,4,2,17,"francis","diagnostic","NA",2.5,2,2,5,3,22,"alex","non-diagnostic","ND2",3,23,2,7,5
"R_2RQX9NscTq6lwUJ",1,1,4,4,10,"sam","non-diagnostic","ND1",2.5,2,3,1,3,30,"robin","non-diagnostic","ND2",2.25,3,3,4,4,30,"francis","diagnostic","NA",3.5,1,1,2,2,0,"alex","diagnostic","NA",1.5,20,2,7,5
"R_2RQjVSd90Mh1rsk",3,4,6,3,21,"sam","non-diagnostic","ND1",4,2,2,2,3,14,"robin","diagnostic","NA",2.25,2,3,4,2,17,"francis","diagnostic","NA",2.75,3,1,4,1,17,"alex","non-diagnostic","ND2",2.25,21,1,7,2
"R_3qgGfooJwjYr26a",3,3,3,3,21,"sam","non-diagnostic","ND1",3,1,1,3,1,6,"robin","diagnostic","NA",1.5,2,3,4,4,39,"francis","diagnostic","NA",3.25,4,3,3,4,50,"alex","non-diagnostic","ND2",3.5,18,2,6,2
"R_22P72dSp8OrG5cr",7,7,3,4,30,"sam","non-diagnostic","ND2",5.25,3,1,4,4,37,"robin","diagnostic","NA",3,3,4,6,5,53,"francis","non-diagnostic","ND1",4.5,3,3,2,1,7,"alex","diagnostic","NA",2.25,19,2,7,5
"R_3P5FstjojdG9yUm",3,3,2,2,0,"sam","non-diagnostic","ND2",2.5,1,1,1,1,0,"robin","diagnostic","NA",1,3,3,3,4,33,"francis","non-diagnostic","ND1",3.25,7,5,5,6,74,"alex","diagnostic","NA",5.75,27,2,4,5
"R_QivP4jM7gjH6CKl",4,3,5,2,25,"sam","non-diagnostic","ND2",3.5,3,3,3,3,23,"robin","diagnostic","NA",3,3,2,2,2,9,"francis","non-diagnostic","ND1",2.25,2,2,2,2,12,"alex","diagnostic","NA",2,19,2,7,5
"R_2wT9YCpn7W4MhUz",4,4,4,4,50,"sam","non-diagnostic","ND2",4,3,3,1,2,28,"robin","diagnostic","NA",2.25,3,3,6,4,38,"francis","non-diagnostic","ND1",4,2,2,4,1,15,"alex","diagnostic","NA",2.25,30,1,2,5
"R_1jZDBBwhMHTOTM9",3,2,4,2,25,"sam","non-diagnostic","ND2",2.75,3,3,2,3,30,"robin","diagnostic","NA",2.75,3,3,4,3,31,"francis","non-diagnostic","ND1",3.25,3,3,4,2,30,"alex","diagnostic","NA",3,22,1,7,2
"R_1dnxejy7XtlHd5w",1,1,3,2,46,"sam","non-diagnostic","ND2",1.75,1,2,1,3,32,"robin","diagnostic","NA",1.75,1,4,6,3,23,"francis","non-diagnostic","ND1",3.5,1,1,5,1,0,"alex","diagnostic","NA",2,29,2,1,2
"R_s731Qo7xHENDYqt",3,2,2,2,24,"sam","non-diagnostic","ND2",2.25,3,3,2,3,20,"robin","diagnostic","NA",2.75,3,3,5,4,35,"francis","non-diagnostic","ND1",3.75,2,1,1,1,12,"alex","diagnostic","NA",1.25,42,2,1,2
"R_3Jypi2yZ6KiRlQA",2,3,4,3,30,"sam","non-diagnostic","ND2",3,2,2,1,3,20,"robin","diagnostic","NA",2,5,5,5,4,51,"francis","non-diagnostic","ND1",4.75,3,5,4,2,40,"alex","diagnostic","NA",3.5,21,2,7,5
"R_3qZKGoUos2irJTk",1,1,4,2,15,"sam","non-diagnostic","ND2",2,2,2,1,2,8,"robin","diagnostic","NA",1.75,2,1,4,2,10,"francis","non-diagnostic","ND1",2.25,1,1,2,1,1,"alex","diagnostic","NA",1.25,23,2,7,5
"R_1MVYEWygsjjYuUi",3,4,4,3,14,"sam","non-diagnostic","ND2",3.5,2,2,2,2,6,"robin","diagnostic","NA",2,2,3,3,2,10,"francis","non-diagnostic","ND1",2.5,3,3,3,2,13,"alex","diagnostic","NA",2.75,27,2,7,2
"R_3FXazjeb7Z2uGXe",2,2,4,1,20,"sam","non-diagnostic","ND2",2.25,3,2,1,1,10,"robin","diagnostic","NA",1.75,3,2,2,2,20,"francis","non-diagnostic","ND1",2.25,2,2,2,1,10,"alex","diagnostic","NA",1.75,21,1,7,2
"R_2QsSsjzBbGMCybw",1,1,4,1,0,"sam","non-diagnostic","ND2",1.75,1,1,1,1,0,"robin","diagnostic","NA",1,3,1,3,1,19,"francis","non-diagnostic","ND1",2,2,1,2,2,11,"alex","diagnostic","NA",1.75,20,2,7,2
"R_wX0JrOvaLhU7ldf",2,2,4,3,11,"sam","non-diagnostic","ND2",2.75,1,1,1,1,11,"robin","diagnostic","NA",1,1,1,1,1,10,"francis","non-diagnostic","ND1",1,1,1,4,1,5,"alex","diagnostic","NA",1.75,21,2,7,2
"R_1IY1CybCxSVfqkF",2,2,3,2,19,"sam","non-diagnostic","ND2",2.25,2,2,1,2,12,"robin","diagnostic","NA",1.75,3,3,4,3,30,"francis","non-diagnostic","ND1",3.25,1,1,3,1,10,"alex","diagnostic","NA",1.5,21,2,7,5
"R_3NUbNzcMUisg8ud",3,3,4,3,35,"sam","non-diagnostic","ND2",3.25,4,4,3,4,50,"robin","diagnostic","NA",3.75,3,3,5,3,40,"francis","non-diagnostic","ND1",3.5,4,4,5,4,43,"alex","diagnostic","NA",4.25,34,2,2,5
"R_2s59KUBbPHfbV9B",3,3,4,3,40,"sam","non-diagnostic","ND2",3.25,3,3,3,3,30,"robin","diagnostic","NA",3,3,3,4,4,40,"francis","non-diagnostic","ND1",3.5,3,3,4,3,30,"alex","diagnostic","NA",3.25,34,2,7,2
"R_2bPPh5DMwfvqqKc",1,1,4,1,0,"sam","non-diagnostic","ND2",1.75,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,4,1,0,"francis","non-diagnostic","ND1",1.75,1,1,1,1,0,"alex","diagnostic","NA",1,28,1,7,2
"R_6nd95VmEdibs46t",3,3,3,3,30,"sam","non-diagnostic","ND2",3,1,1,1,1,21,"robin","diagnostic","NA",1,4,4,4,4,50,"francis","non-diagnostic","ND1",4,1,1,1,1,0,"alex","diagnostic","NA",1,22,2,7,5
"R_3J4boQaj0m3iPBG",3,3,3,3,15,"sam","non-diagnostic","ND2",3,1,1,2,1,27,"robin","diagnostic","NA",1.25,2,2,4,3,15,"francis","non-diagnostic","ND1",2.75,1,1,4,3,15,"alex","diagnostic","NA",2.25,43,2,7,2
"R_297mHCVU4rhfg85",5,3,1,2,36,"sam","non-diagnostic","ND2",2.75,5,4,7,4,41,"robin","diagnostic","NA",5,5,3,7,3,56,"francis","non-diagnostic","ND1",4.5,2,2,4,2,26,"alex","diagnostic","NA",2.5,21,2,3,5
"R_3nqIptrAXLdnYcg",2,3,4,2,12,"sam","non-diagnostic","ND2",2.75,2,1,1,3,8,"robin","diagnostic","NA",1.75,3,2,4,3,13,"francis","non-diagnostic","ND1",3,1,1,4,4,8,"alex","diagnostic","NA",2.5,32,2,7,2
"R_1FCyHoFQDrqGaFi",2,2,3,2,15,"sam","non-diagnostic","ND2",2.25,4,3,2,2,20,"robin","diagnostic","NA",2.75,3,3,3,2,17,"francis","non-diagnostic","ND1",2.75,2,1,4,2,19,"alex","diagnostic","NA",2.25,18,1,2,2
"R_1nZoovroWRWr0t9",3,2,3,4,25,"sam","non-diagnostic","ND2",3,3,2,3,3,20,"robin","diagnostic","NA",2.75,3,3,5,4,35,"francis","non-diagnostic","ND1",3.75,3,3,3,2,20,"alex","diagnostic","NA",2.75,22,1,2,2
"R_1JPFiETKBiYcgPo",3,3,3,2,25,"sam","non-diagnostic","ND2",2.75,2,2,1,2,15,"robin","diagnostic","NA",1.75,4,3,4,2,33,"francis","non-diagnostic","ND1",3.25,3,3,5,3,25,"alex","diagnostic","NA",3.5,30,1,5,2
"R_Us9xIEBeRShnB4d",1,2,4,3,23,"sam","non-diagnostic","ND2",2.5,1,2,1,2,9,"robin","diagnostic","NA",1.5,2,2,3,3,15,"francis","non-diagnostic","ND1",2.5,1,1,4,3,12,"alex","diagnostic","NA",2.25,20,1,7,2
"R_28Gv3dBnS1PKXXa",3,4,3,2,27,"sam","non-diagnostic","ND2",3,2,2,1,1,10,"robin","diagnostic","NA",1.5,2,2,4,3,15,"francis","non-diagnostic","ND1",2.75,4,4,4,2,28,"alex","diagnostic","NA",3.5,44,2,7,2
"R_3ksQSSz2ZjevOVv",2,2,3,3,5,"sam","non-diagnostic","ND2",2.5,1,3,2,3,3,"robin","diagnostic","NA",2.25,3,3,4,2,36,"francis","non-diagnostic","ND1",3,2,1,4,2,5,"alex","diagnostic","NA",2.25,20,3,7,2
"R_2fCznrvmcfAGXLn",5,5,4,5,50,"sam","non-diagnostic","ND2",4.75,3,2,3,3,28,"robin","diagnostic","NA",2.75,4,4,3,4,50,"francis","non-diagnostic","ND1",3.75,3,3,6,4,50,"alex","diagnostic","NA",4,34,2,2,2
"R_2wLGrIouBZqr5IE",2,3,5,3,24,"sam","non-diagnostic","ND2",3.25,1,1,1,1,9,"robin","diagnostic","NA",1,4,2,5,3,33,"francis","non-diagnostic","ND1",3.5,2,3,2,2,16,"alex","diagnostic","NA",2.25,20,2,4,2
"R_3Lc12uLMk3eKzeH",4,3,3,3,46,"sam","non-diagnostic","ND2",3.25,4,3,2,2,35,"robin","diagnostic","NA",2.75,3,2,4,3,31,"francis","non-diagnostic","ND1",3,2,1,4,2,17,"alex","diagnostic","NA",2.25,22,2,7,5
"R_czG3ZwoVRzXZaJX",1,1,4,2,20,"sam","non-diagnostic","ND2",2,2,3,1,1,10,"robin","diagnostic","NA",1.75,3,4,4,3,29,"francis","non-diagnostic","ND1",3.5,1,2,2,2,20,"alex","diagnostic","NA",1.75,18,2,6,2
"R_2EA9Q6hC6mpFcZR",2,2,2,2,21,"sam","non-diagnostic","ND2",2,1,2,1,1,14,"robin","diagnostic","NA",1.25,1,2,3,2,15,"francis","non-diagnostic","ND1",2,3,2,3,2,17,"alex","diagnostic","NA",2.5,20,2,7,5
"R_3rH6ccNqC6Oe0Mi",2,2,2,2,33,"sam","non-diagnostic","ND2",2,3,3,3,3,39,"robin","diagnostic","NA",3,3,3,4,3,39,"francis","non-diagnostic","ND1",3.25,2,2,4,3,39,"alex","diagnostic","NA",2.75,19,1,7,2
"R_tSWt1euTS9bbCvv",2,2,6,2,1,"sam","non-diagnostic","ND2",3,2,3,2,4,7,"robin","diagnostic","NA",2.75,3,2,5,5,3,"francis","non-diagnostic","ND1",3.75,2,2,4,1,5,"alex","diagnostic","NA",2.25,24,2,3,5
"R_1lgDdTGbA2E7uzI",2,1,4,3,27,"sam","non-diagnostic","ND2",2.5,3,2,1,2,10,"robin","diagnostic","NA",2,4,2,5,3,30,"francis","non-diagnostic","ND1",3.5,2,2,4,3,22,"alex","diagnostic","NA",2.75,25,3,5,2
"R_exiFDbTcHbfwHPr",1,1,2,2,7,"sam","non-diagnostic","ND2",1.5,1,1,1,1,2,"robin","diagnostic","NA",1,2,1,1,1,14,"francis","non-diagnostic","ND1",1.25,1,1,1,1,6,"alex","diagnostic","NA",1,20,1,7,2
"R_3F4Nisdcl4L4Bf2",5,5,4,4,50,"sam","non-diagnostic","ND2",4.5,5,4,3,4,50,"robin","diagnostic","NA",4,5,4,4,4,50,"francis","non-diagnostic","ND1",4.25,4,3,4,3,50,"alex","diagnostic","NA",3.5,20,1,7,5
"R_22XqhYJQepmUHt5",1,1,4,4,47,"sam","non-diagnostic","ND2",2.5,1,1,1,1,8,"robin","diagnostic","NA",1,1,1,1,1,12,"francis","non-diagnostic","ND1",1,4,4,4,4,48,"alex","diagnostic","NA",4,26,2,7,5
"R_3jU7cVqnP8eJkGM",3,3,5,4,35,"sam","non-diagnostic","ND2",3.75,5,5,2,6,17,"robin","diagnostic","NA",4.5,5,4,3,4,30,"francis","non-diagnostic","ND1",4,2,2,4,2,15,"alex","diagnostic","NA",2.5,20,2,2,2
"R_UyzBIDjimxtXUdj",2,3,4,3,30,"sam","non-diagnostic","ND2",3,1,2,2,2,10,"robin","diagnostic","NA",1.75,3,3,4,4,38,"francis","non-diagnostic","ND1",3.5,2,2,4,3,25,"alex","diagnostic","NA",2.75,23,1,7,2
"R_10A6mBNGWiCxovk",3,1,3,2,15,"sam","non-diagnostic","ND2",2.25,1,1,1,1,1,"robin","diagnostic","NA",1,3,5,4,4,38,"francis","non-diagnostic","ND1",4,1,1,4,1,0,"alex","diagnostic","NA",1.75,19,1,7,5
"R_BMndffjuppqKsYF",2,3,3,3,25,"sam","non-diagnostic","ND2",2.75,2,2,2,2,21,"robin","diagnostic","NA",2,3,3,4,3,35,"francis","non-diagnostic","ND1",3.25,1,2,3,1,14,"alex","diagnostic","NA",1.75,18,2,7,2
