"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consentQ","PID","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_2ClhYS14H4E8stw","Robin",5,6,7,6,68,2022-03-13 10:41:46,2022-03-13 10:48:35,"IP Address","50.231.89.157",100,408,TRUE,2022-03-13 10:48:37,NA,NA,NA,NA,40.7156982421875,-74,"anonymous","EN","Yes","A141MR69BII54Y",25,"Male",NA,7,6,5,7,78,7,6,5,6,70,5,6,7,6,68,5,6,7,6,72,5,6,7,6,64,5,6,7,6,68,"Happy","Swimming","Diagnostic",6,68,-0.214274604138512
"R_25Lu9AHzSISjSsK","Sam",4,6,3,4,74,2022-03-13 10:46:32,2022-03-13 10:48:38,"IP Address","208.203.208.28",100,126,TRUE,2022-03-13 10:48:38,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A35LPAJXCVT0IE",33,"Female",NA,4,6,3,4,74,4,6,3,4,74,4,6,3,5,80,4,6,4,4,75,6,3,5,3,77,3,5,3,4,64,"None of the above","Swimming","Diagnostic",4.25,74,-0.973353904539999
"R_25Lu9AHzSISjSsK","Jackie",4,6,3,4,74,2022-03-13 10:46:32,2022-03-13 10:48:38,"IP Address","208.203.208.28",100,126,TRUE,2022-03-13 10:48:38,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A35LPAJXCVT0IE",33,"Female",NA,4,6,3,4,74,4,6,3,4,74,4,6,3,5,80,4,6,4,4,75,6,3,5,3,77,3,5,3,4,64,"None of the above","Swimming","Non-Diagnostic",4.25,74,-0.973353904539999
"R_25Lu9AHzSISjSsK","Charlie",4,6,3,5,80,2022-03-13 10:46:32,2022-03-13 10:48:38,"IP Address","208.203.208.28",100,126,TRUE,2022-03-13 10:48:38,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A35LPAJXCVT0IE",33,"Female",NA,4,6,3,4,74,4,6,3,4,74,4,6,3,5,80,4,6,4,4,75,6,3,5,3,77,3,5,3,4,64,"None of the above","Swimming","Non-Diagnostic",4.5,80,-0.618972440861607
"R_25Lu9AHzSISjSsK","Francis",4,6,4,4,75,2022-03-13 10:46:32,2022-03-13 10:48:38,"IP Address","208.203.208.28",100,126,TRUE,2022-03-13 10:48:38,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A35LPAJXCVT0IE",33,"Female",NA,4,6,3,4,74,4,6,3,4,74,4,6,3,5,80,4,6,4,4,75,6,3,5,3,77,3,5,3,4,64,"None of the above","Swimming","Diagnostic",4.5,75,-0.798304831001947
"R_25Lu9AHzSISjSsK","Alex",6,3,5,3,77,2022-03-13 10:46:32,2022-03-13 10:48:38,"IP Address","208.203.208.28",100,126,TRUE,2022-03-13 10:48:38,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A35LPAJXCVT0IE",33,"Female",NA,4,6,3,4,74,4,6,3,4,74,4,6,3,5,80,4,6,4,4,75,6,3,5,3,77,3,5,3,4,64,"None of the above","Swimming","Diagnostic",4.25,77,-0.865754470455796
"R_25Lu9AHzSISjSsK","Robin",3,5,3,4,64,2022-03-13 10:46:32,2022-03-13 10:48:38,"IP Address","208.203.208.28",100,126,TRUE,2022-03-13 10:48:38,NA,NA,NA,NA,40.7126007080078,-74.0065994262695,"anonymous","EN","Yes","A35LPAJXCVT0IE",33,"Female",NA,4,6,3,4,74,4,6,3,4,74,4,6,3,5,80,4,6,4,4,75,6,3,5,3,77,3,5,3,4,64,"None of the above","Swimming","Diagnostic",3.75,64,-1.61038387584065
"R_1E4NAOcAB98wgHm","Sam",6,7,7,6,71,2022-03-13 10:37:01,2022-03-13 10:48:39,"IP Address","99.46.141.120",100,698,TRUE,2022-03-13 10:48:40,NA,NA,NA,NA,37.347900390625,-122.035095214844,"anonymous","EN","Yes","A38JCRTTVX7EVE",31,"Female",NA,6,7,7,6,71,6,7,6,7,64,6,7,6,7,68,6,7,6,7,75,6,7,6,7,59,6,7,6,7,70,"Satisfied","Soccer","Diagnostic",6.5,71,0.171690020965661
"R_1E4NAOcAB98wgHm","Jackie",6,7,6,7,64,2022-03-13 10:37:01,2022-03-13 10:48:39,"IP Address","99.46.141.120",100,698,TRUE,2022-03-13 10:48:40,NA,NA,NA,NA,37.347900390625,-122.035095214844,"anonymous","EN","Yes","A38JCRTTVX7EVE",31,"Female",NA,6,7,7,6,71,6,7,6,7,64,6,7,6,7,68,6,7,6,7,75,6,7,6,7,59,6,7,6,7,70,"Satisfied","Soccer","Non-Diagnostic",6.5,64,-0.0793753252308141
"R_1E4NAOcAB98wgHm","Charlie",6,7,6,7,68,2022-03-13 10:37:01,2022-03-13 10:48:39,"IP Address","99.46.141.120",100,698,TRUE,2022-03-13 10:48:40,NA,NA,NA,NA,37.347900390625,-122.035095214844,"anonymous","EN","Yes","A38JCRTTVX7EVE",31,"Female",NA,6,7,7,6,71,6,7,6,7,64,6,7,6,7,68,6,7,6,7,75,6,7,6,7,59,6,7,6,7,70,"Satisfied","Soccer","Non-Diagnostic",6.5,68,0.0640905868814573
"R_1E4NAOcAB98wgHm","Francis",6,7,6,7,75,2022-03-13 10:37:01,2022-03-13 10:48:39,"IP Address","99.46.141.120",100,698,TRUE,2022-03-13 10:48:40,NA,NA,NA,NA,37.347900390625,-122.035095214844,"anonymous","EN","Yes","A38JCRTTVX7EVE",31,"Female",NA,6,7,7,6,71,6,7,6,7,64,6,7,6,7,68,6,7,6,7,75,6,7,6,7,59,6,7,6,7,70,"Satisfied","Soccer","Diagnostic",6.5,75,0.315155933077932
"R_1E4NAOcAB98wgHm","Alex",6,7,6,7,59,2022-03-13 10:37:01,2022-03-13 10:48:39,"IP Address","99.46.141.120",100,698,TRUE,2022-03-13 10:48:40,NA,NA,NA,NA,37.347900390625,-122.035095214844,"anonymous","EN","Yes","A38JCRTTVX7EVE",31,"Female",NA,6,7,7,6,71,6,7,6,7,64,6,7,6,7,68,6,7,6,7,75,6,7,6,7,59,6,7,6,7,70,"Satisfied","Soccer","Diagnostic",6.5,59,-0.258707715371153
"R_1E4NAOcAB98wgHm","Robin",6,7,6,7,70,2022-03-13 10:37:01,2022-03-13 10:48:39,"IP Address","99.46.141.120",100,698,TRUE,2022-03-13 10:48:40,NA,NA,NA,NA,37.347900390625,-122.035095214844,"anonymous","EN","Yes","A38JCRTTVX7EVE",31,"Female",NA,6,7,7,6,71,6,7,6,7,64,6,7,6,7,68,6,7,6,7,75,6,7,6,7,59,6,7,6,7,70,"Satisfied","Soccer","Diagnostic",6.5,70,0.135823542937593
"R_28BeFGxqdmXxghJ","Sam",6,5,6,5,65,2022-03-13 10:47:31,2022-03-13 10:49:07,"IP Address","134.195.104.21",100,95,TRUE,2022-03-13 10:49:07,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A297KYMJJJFP6N",36,"Male",NA,6,5,6,5,65,6,4,6,5,65,6,5,6,7,66,6,5,6,6,68,5,6,5,6,65,6,5,6,7,64,"None of the above","Soccer","Diagnostic",5.5,65,-0.600239229242686
"R_28BeFGxqdmXxghJ","Jackie",6,4,6,5,65,2022-03-13 10:47:31,2022-03-13 10:49:07,"IP Address","134.195.104.21",100,95,TRUE,2022-03-13 10:49:07,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A297KYMJJJFP6N",36,"Male",NA,6,5,6,5,65,6,4,6,5,65,6,5,6,7,66,6,5,6,6,68,5,6,5,6,65,6,5,6,7,64,"None of the above","Soccer","Non-Diagnostic",5.25,65,-0.739421824752671
"R_28BeFGxqdmXxghJ","Charlie",6,5,6,7,66,2022-03-13 10:47:31,2022-03-13 10:49:07,"IP Address","134.195.104.21",100,95,TRUE,2022-03-13 10:49:07,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A297KYMJJJFP6N",36,"Male",NA,6,5,6,5,65,6,4,6,5,65,6,5,6,7,66,6,5,6,6,68,5,6,5,6,65,6,5,6,7,64,"None of the above","Soccer","Non-Diagnostic",6,66,-0.286007560194648
"R_28BeFGxqdmXxghJ","Francis",6,5,6,6,68,2022-03-13 10:47:31,2022-03-13 10:49:07,"IP Address","134.195.104.21",100,95,TRUE,2022-03-13 10:49:07,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A297KYMJJJFP6N",36,"Male",NA,6,5,6,5,65,6,4,6,5,65,6,5,6,7,66,6,5,6,6,68,5,6,5,6,65,6,5,6,7,64,"None of the above","Soccer","Diagnostic",5.75,68,-0.353457199648497
"R_28BeFGxqdmXxghJ","Alex",5,6,5,6,65,2022-03-13 10:47:31,2022-03-13 10:49:07,"IP Address","134.195.104.21",100,95,TRUE,2022-03-13 10:49:07,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A297KYMJJJFP6N",36,"Male",NA,6,5,6,5,65,6,4,6,5,65,6,5,6,7,66,6,5,6,6,68,5,6,5,6,65,6,5,6,7,64,"None of the above","Soccer","Diagnostic",5.5,65,-0.600239229242686
"R_28BeFGxqdmXxghJ","Robin",6,5,6,7,64,2022-03-13 10:47:31,2022-03-13 10:49:07,"IP Address","134.195.104.21",100,95,TRUE,2022-03-13 10:49:07,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A297KYMJJJFP6N",36,"Male",NA,6,5,6,5,65,6,4,6,5,65,6,5,6,7,66,6,5,6,6,68,5,6,5,6,65,6,5,6,7,64,"None of the above","Soccer","Diagnostic",6,64,-0.357740516250784
"R_3kzgDxmmb8sa5nv","Sam",7,7,7,7,98,2022-03-13 10:46:09,2022-03-13 10:49:21,"IP Address","174.53.182.72",100,191,TRUE,2022-03-13 10:49:21,NA,NA,NA,NA,45.1280059814453,-93.4586029052734,"anonymous","EN","Yes","A2RREI7Z5EVR2X",42,"Male",NA,7,7,7,7,98,4,4,4,4,62,4,4,4,4,64,7,7,7,7,95,7,7,7,7,92,7,7,7,7,98,"None of the above","Soccer","Diagnostic",7,98,1.41845011874346
"R_3kzgDxmmb8sa5nv","Jackie",4,4,4,4,62,2022-03-13 10:46:09,2022-03-13 10:49:21,"IP Address","174.53.182.72",100,191,TRUE,2022-03-13 10:49:21,NA,NA,NA,NA,45.1280059814453,-93.4586029052734,"anonymous","EN","Yes","A2RREI7Z5EVR2X",42,"Male",NA,7,7,7,7,98,4,4,4,4,62,4,4,4,4,64,7,7,7,7,95,7,7,7,7,92,7,7,7,7,98,"None of the above","Soccer","Non-Diagnostic",4,62,-1.5429342363868
"R_3kzgDxmmb8sa5nv","Charlie",4,4,4,4,64,2022-03-13 10:46:09,2022-03-13 10:49:21,"IP Address","174.53.182.72",100,191,TRUE,2022-03-13 10:49:21,NA,NA,NA,NA,45.1280059814453,-93.4586029052734,"anonymous","EN","Yes","A2RREI7Z5EVR2X",42,"Male",NA,7,7,7,7,98,4,4,4,4,62,4,4,4,4,64,7,7,7,7,95,7,7,7,7,92,7,7,7,7,98,"None of the above","Soccer","Non-Diagnostic",4,64,-1.47120128033066
"R_3kzgDxmmb8sa5nv","Francis",7,7,7,7,95,2022-03-13 10:46:09,2022-03-13 10:49:21,"IP Address","174.53.182.72",100,191,TRUE,2022-03-13 10:49:21,NA,NA,NA,NA,45.1280059814453,-93.4586029052734,"anonymous","EN","Yes","A2RREI7Z5EVR2X",42,"Male",NA,7,7,7,7,98,4,4,4,4,62,4,4,4,4,64,7,7,7,7,95,7,7,7,7,92,7,7,7,7,98,"None of the above","Soccer","Diagnostic",7,95,1.31085068465926
"R_3kzgDxmmb8sa5nv","Alex",7,7,7,7,92,2022-03-13 10:46:09,2022-03-13 10:49:21,"IP Address","174.53.182.72",100,191,TRUE,2022-03-13 10:49:21,NA,NA,NA,NA,45.1280059814453,-93.4586029052734,"anonymous","EN","Yes","A2RREI7Z5EVR2X",42,"Male",NA,7,7,7,7,98,4,4,4,4,62,4,4,4,4,64,7,7,7,7,95,7,7,7,7,92,7,7,7,7,98,"None of the above","Soccer","Diagnostic",7,92,1.20325125057506
"R_3kzgDxmmb8sa5nv","Robin",7,7,7,7,98,2022-03-13 10:46:09,2022-03-13 10:49:21,"IP Address","174.53.182.72",100,191,TRUE,2022-03-13 10:49:21,NA,NA,NA,NA,45.1280059814453,-93.4586029052734,"anonymous","EN","Yes","A2RREI7Z5EVR2X",42,"Male",NA,7,7,7,7,98,4,4,4,4,62,4,4,4,4,64,7,7,7,7,95,7,7,7,7,92,7,7,7,7,98,"None of the above","Soccer","Diagnostic",7,98,1.41845011874346
"R_1hyWAxJuFiKW6fX","Sam",5,6,6,7,88,2022-03-13 10:40:37,2022-03-13 10:50:08,"IP Address","69.121.162.237",100,570,TRUE,2022-03-13 10:50:08,NA,NA,NA,NA,41.218994140625,-73.3722991943359,"anonymous","EN","Yes","A24QQ4XGPOBQDK",25,"Male",NA,5,6,6,7,88,6,7,7,6,84,6,5,6,5,83,5,6,6,7,77,5,6,5,6,88,5,6,6,6,83,"None of the above","Soccer","Diagnostic",6,88,0.503054956422845
"R_1hyWAxJuFiKW6fX","Jackie",6,7,7,6,84,2022-03-13 10:40:37,2022-03-13 10:50:08,"IP Address","69.121.162.237",100,570,TRUE,2022-03-13 10:50:08,NA,NA,NA,NA,41.218994140625,-73.3722991943359,"anonymous","EN","Yes","A24QQ4XGPOBQDK",25,"Male",NA,5,6,6,7,88,6,7,7,6,84,6,5,6,5,83,5,6,6,7,77,5,6,5,6,88,5,6,6,6,83,"None of the above","Soccer","Non-Diagnostic",6.5,84,0.637954235330543
"R_1hyWAxJuFiKW6fX","Charlie",6,5,6,5,83,2022-03-13 10:40:37,2022-03-13 10:50:08,"IP Address","69.121.162.237",100,570,TRUE,2022-03-13 10:50:08,NA,NA,NA,NA,41.218994140625,-73.3722991943359,"anonymous","EN","Yes","A24QQ4XGPOBQDK",25,"Male",NA,5,6,6,7,88,6,7,7,6,84,6,5,6,5,83,5,6,6,7,77,5,6,5,6,88,5,6,6,6,83,"None of the above","Soccer","Non-Diagnostic",5.5,83,0.0453573752625357
"R_1hyWAxJuFiKW6fX","Francis",5,6,6,7,77,2022-03-13 10:40:37,2022-03-13 10:50:08,"IP Address","69.121.162.237",100,570,TRUE,2022-03-13 10:50:08,NA,NA,NA,NA,41.218994140625,-73.3722991943359,"anonymous","EN","Yes","A24QQ4XGPOBQDK",25,"Male",NA,5,6,6,7,88,6,7,7,6,84,6,5,6,5,83,5,6,6,7,77,5,6,5,6,88,5,6,6,6,83,"None of the above","Soccer","Diagnostic",6,77,0.108523698114098
"R_1hyWAxJuFiKW6fX","Alex",5,6,5,6,88,2022-03-13 10:40:37,2022-03-13 10:50:08,"IP Address","69.121.162.237",100,570,TRUE,2022-03-13 10:50:08,NA,NA,NA,NA,41.218994140625,-73.3722991943359,"anonymous","EN","Yes","A24QQ4XGPOBQDK",25,"Male",NA,5,6,6,7,88,6,7,7,6,84,6,5,6,5,83,5,6,6,7,77,5,6,5,6,88,5,6,6,6,83,"None of the above","Soccer","Diagnostic",5.5,88,0.224689765402875
"R_1hyWAxJuFiKW6fX","Robin",5,6,6,6,83,2022-03-13 10:40:37,2022-03-13 10:50:08,"IP Address","69.121.162.237",100,570,TRUE,2022-03-13 10:50:08,NA,NA,NA,NA,41.218994140625,-73.3722991943359,"anonymous","EN","Yes","A24QQ4XGPOBQDK",25,"Male",NA,5,6,6,7,88,6,7,7,6,84,6,5,6,5,83,5,6,6,7,77,5,6,5,6,88,5,6,6,6,83,"None of the above","Soccer","Diagnostic",5.75,83,0.184539970772521
"R_1mE1ffGmouCE9Sa","Sam",6,6,6,6,80,2022-03-13 10:47:09,2022-03-13 10:50:37,"IP Address","173.19.24.213",100,208,TRUE,2022-03-13 10:50:38,NA,NA,NA,NA,41.3097991943359,-87.0362014770508,"anonymous","EN","Yes","A2M183CETUMR96",39,"Male",NA,6,6,6,6,80,4,4,4,4,50,4,4,4,4,50,5,5,5,5,75,5,5,5,5,75,6,6,6,6,85,"None of the above","Soccer","Diagnostic",6,80,0.216123132198302
"R_1mE1ffGmouCE9Sa","Jackie",4,4,4,4,50,2022-03-13 10:47:09,2022-03-13 10:50:37,"IP Address","173.19.24.213",100,208,TRUE,2022-03-13 10:50:38,NA,NA,NA,NA,41.3097991943359,-87.0362014770508,"anonymous","EN","Yes","A2M183CETUMR96",39,"Male",NA,6,6,6,6,80,4,4,4,4,50,4,4,4,4,50,5,5,5,5,75,5,5,5,5,75,6,6,6,6,85,"None of the above","Soccer","Non-Diagnostic",4,50,-1.97333197272361
"R_1mE1ffGmouCE9Sa","Charlie",4,4,4,4,50,2022-03-13 10:47:09,2022-03-13 10:50:37,"IP Address","173.19.24.213",100,208,TRUE,2022-03-13 10:50:38,NA,NA,NA,NA,41.3097991943359,-87.0362014770508,"anonymous","EN","Yes","A2M183CETUMR96",39,"Male",NA,6,6,6,6,80,4,4,4,4,50,4,4,4,4,50,5,5,5,5,75,5,5,5,5,75,6,6,6,6,85,"None of the above","Soccer","Non-Diagnostic",4,50,-1.97333197272361
"R_1mE1ffGmouCE9Sa","Francis",5,5,5,5,75,2022-03-13 10:47:09,2022-03-13 10:50:37,"IP Address","173.19.24.213",100,208,TRUE,2022-03-13 10:50:38,NA,NA,NA,NA,41.3097991943359,-87.0362014770508,"anonymous","EN","Yes","A2M183CETUMR96",39,"Male",NA,6,6,6,6,80,4,4,4,4,50,4,4,4,4,50,5,5,5,5,75,5,5,5,5,75,6,6,6,6,85,"None of the above","Soccer","Diagnostic",5,75,-0.519939639981977
"R_1mE1ffGmouCE9Sa","Alex",5,5,5,5,75,2022-03-13 10:47:09,2022-03-13 10:50:37,"IP Address","173.19.24.213",100,208,TRUE,2022-03-13 10:50:38,NA,NA,NA,NA,41.3097991943359,-87.0362014770508,"anonymous","EN","Yes","A2M183CETUMR96",39,"Male",NA,6,6,6,6,80,4,4,4,4,50,4,4,4,4,50,5,5,5,5,75,5,5,5,5,75,6,6,6,6,85,"None of the above","Soccer","Diagnostic",5,75,-0.519939639981977
"R_1mE1ffGmouCE9Sa","Robin",6,6,6,6,85,2022-03-13 10:47:09,2022-03-13 10:50:37,"IP Address","173.19.24.213",100,208,TRUE,2022-03-13 10:50:38,NA,NA,NA,NA,41.3097991943359,-87.0362014770508,"anonymous","EN","Yes","A2M183CETUMR96",39,"Male",NA,6,6,6,6,80,4,4,4,4,50,4,4,4,4,50,5,5,5,5,75,5,5,5,5,75,6,6,6,6,85,"None of the above","Soccer","Diagnostic",6,85,0.395455522338641
"R_3J9POpOdlhP31um","Sam",5,7,5,7,61,2022-03-13 10:38:07,2022-03-13 10:50:43,"IP Address","216.39.37.150",100,756,TRUE,2022-03-13 10:50:43,NA,NA,NA,NA,39.2841949462891,-76.6918029785156,"anonymous","EN","Yes","A6ULQNJYVC2GJ",30,"Male",NA,5,7,5,7,61,5,7,4,6,65,6,5,7,6,79,6,6,5,7,60,6,7,7,5,61,6,7,5,6,80,"None of the above","Baseball","Diagnostic",6,61,-0.465339950334987
"R_3J9POpOdlhP31um","Jackie",5,7,4,6,65,2022-03-13 10:38:07,2022-03-13 10:50:43,"IP Address","216.39.37.150",100,756,TRUE,2022-03-13 10:50:43,NA,NA,NA,NA,39.2841949462891,-76.6918029785156,"anonymous","EN","Yes","A6ULQNJYVC2GJ",30,"Male",NA,5,7,5,7,61,5,7,4,6,65,6,5,7,6,79,6,6,5,7,60,6,7,7,5,61,6,7,5,6,80,"None of the above","Baseball","Non-Diagnostic",5.5,65,-0.600239229242686
"R_3J9POpOdlhP31um","Charlie",6,5,7,6,79,2022-03-13 10:38:07,2022-03-13 10:50:43,"IP Address","216.39.37.150",100,756,TRUE,2022-03-13 10:50:43,NA,NA,NA,NA,39.2841949462891,-76.6918029785156,"anonymous","EN","Yes","A6ULQNJYVC2GJ",30,"Male",NA,5,7,5,7,61,5,7,4,6,65,6,5,7,6,79,6,6,5,7,60,6,7,7,5,61,6,7,5,6,80,"None of the above","Baseball","Non-Diagnostic",6,79,0.180256654170234
"R_3J9POpOdlhP31um","Francis",6,6,5,7,60,2022-03-13 10:38:07,2022-03-13 10:50:43,"IP Address","216.39.37.150",100,756,TRUE,2022-03-13 10:50:43,NA,NA,NA,NA,39.2841949462891,-76.6918029785156,"anonymous","EN","Yes","A6ULQNJYVC2GJ",30,"Male",NA,5,7,5,7,61,5,7,4,6,65,6,5,7,6,79,6,6,5,7,60,6,7,7,5,61,6,7,5,6,80,"None of the above","Baseball","Diagnostic",6,60,-0.501206428363055
"R_3J9POpOdlhP31um","Alex",6,7,7,5,61,2022-03-13 10:38:07,2022-03-13 10:50:43,"IP Address","216.39.37.150",100,756,TRUE,2022-03-13 10:50:43,NA,NA,NA,NA,39.2841949462891,-76.6918029785156,"anonymous","EN","Yes","A6ULQNJYVC2GJ",30,"Male",NA,5,7,5,7,61,5,7,4,6,65,6,5,7,6,79,6,6,5,7,60,6,7,7,5,61,6,7,5,6,80,"None of the above","Baseball","Diagnostic",6.25,61,-0.326157354825002
"R_3J9POpOdlhP31um","Robin",6,7,5,6,80,2022-03-13 10:38:07,2022-03-13 10:50:43,"IP Address","216.39.37.150",100,756,TRUE,2022-03-13 10:50:43,NA,NA,NA,NA,39.2841949462891,-76.6918029785156,"anonymous","EN","Yes","A6ULQNJYVC2GJ",30,"Male",NA,5,7,5,7,61,5,7,4,6,65,6,5,7,6,79,6,6,5,7,60,6,7,7,5,61,6,7,5,6,80,"None of the above","Baseball","Diagnostic",6,80,0.216123132198302
"R_308Ywk5DVkb6bvQ","Sam",6,7,6,7,73,2022-03-13 10:40:09,2022-03-13 10:51:09,"IP Address","196.16.109.111",100,659,TRUE,2022-03-13 10:51:09,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A2AAT632W67974",30,"Female",NA,6,7,6,7,73,7,6,7,7,99,7,6,7,6,97,7,6,5,7,87,6,7,6,7,95,7,6,7,6,86,"None of the above","Soccer","Diagnostic",6.5,73,0.243422977021797
"R_308Ywk5DVkb6bvQ","Jackie",7,6,7,7,99,2022-03-13 10:40:09,2022-03-13 10:51:09,"IP Address","196.16.109.111",100,659,TRUE,2022-03-13 10:51:09,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A2AAT632W67974",30,"Female",NA,6,7,6,7,73,7,6,7,7,99,7,6,7,6,97,7,6,5,7,87,6,7,6,7,95,7,6,7,6,86,"None of the above","Soccer","Non-Diagnostic",6.75,99,1.31513400126155
"R_308Ywk5DVkb6bvQ","Charlie",7,6,7,6,97,2022-03-13 10:40:09,2022-03-13 10:51:09,"IP Address","196.16.109.111",100,659,TRUE,2022-03-13 10:51:09,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A2AAT632W67974",30,"Female",NA,6,7,6,7,73,7,6,7,7,99,7,6,7,6,97,7,6,5,7,87,6,7,6,7,95,7,6,7,6,86,"None of the above","Soccer","Non-Diagnostic",6.5,97,1.10421844969543
"R_308Ywk5DVkb6bvQ","Francis",7,6,5,7,87,2022-03-13 10:40:09,2022-03-13 10:51:09,"IP Address","196.16.109.111",100,659,TRUE,2022-03-13 10:51:09,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A2AAT632W67974",30,"Female",NA,6,7,6,7,73,7,6,7,7,99,7,6,7,6,97,7,6,5,7,87,6,7,6,7,95,7,6,7,6,86,"None of the above","Soccer","Diagnostic",6.25,87,0.606371073904762
"R_308Ywk5DVkb6bvQ","Alex",6,7,6,7,95,2022-03-13 10:40:09,2022-03-13 10:51:09,"IP Address","196.16.109.111",100,659,TRUE,2022-03-13 10:51:09,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A2AAT632W67974",30,"Female",NA,6,7,6,7,73,7,6,7,7,99,7,6,7,6,97,7,6,5,7,87,6,7,6,7,95,7,6,7,6,86,"None of the above","Soccer","Diagnostic",6.5,95,1.03248549363929
"R_308Ywk5DVkb6bvQ","Robin",7,6,7,6,86,2022-03-13 10:40:09,2022-03-13 10:51:09,"IP Address","196.16.109.111",100,659,TRUE,2022-03-13 10:51:09,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A2AAT632W67974",30,"Female",NA,6,7,6,7,73,7,6,7,7,99,7,6,7,6,97,7,6,5,7,87,6,7,6,7,95,7,6,7,6,86,"None of the above","Soccer","Diagnostic",6.5,86,0.709687191386679
"R_1GHpoYua0D7DYAe","Sam",5,6,7,4,77,2022-03-13 10:47:31,2022-03-13 10:51:10,"IP Address","216.250.251.198",100,218,TRUE,2022-03-13 10:51:10,NA,NA,NA,NA,42.1472930908203,-71.0067977905274,"anonymous","EN","Yes","A182731SRNAI9K",35,"Female",NA,5,6,7,4,77,6,7,6,6,82,5,6,6,7,71,6,7,6,5,74,6,7,7,5,73,6,7,7,6,81,"None of the above","Soccer","Diagnostic",5.5,77,-0.169841492905871
"R_1GHpoYua0D7DYAe","Jackie",6,7,6,6,82,2022-03-13 10:47:31,2022-03-13 10:51:10,"IP Address","216.250.251.198",100,218,TRUE,2022-03-13 10:51:10,NA,NA,NA,NA,42.1472930908203,-71.0067977905274,"anonymous","EN","Yes","A182731SRNAI9K",35,"Female",NA,5,6,7,4,77,6,7,6,6,82,5,6,6,7,71,6,7,6,5,74,6,7,7,5,73,6,7,7,6,81,"None of the above","Soccer","Non-Diagnostic",6.25,82,0.427038683764422
"R_1GHpoYua0D7DYAe","Charlie",5,6,6,7,71,2022-03-13 10:47:31,2022-03-13 10:51:10,"IP Address","216.250.251.198",100,218,TRUE,2022-03-13 10:51:10,NA,NA,NA,NA,42.1472930908203,-71.0067977905274,"anonymous","EN","Yes","A182731SRNAI9K",35,"Female",NA,5,6,7,4,77,6,7,6,6,82,5,6,6,7,71,6,7,6,5,74,6,7,7,5,73,6,7,7,6,81,"None of the above","Soccer","Non-Diagnostic",6,71,-0.106675170054309
"R_1GHpoYua0D7DYAe","Francis",6,7,6,5,74,2022-03-13 10:47:31,2022-03-13 10:51:10,"IP Address","216.250.251.198",100,218,TRUE,2022-03-13 10:51:10,NA,NA,NA,NA,42.1472930908203,-71.0067977905274,"anonymous","EN","Yes","A182731SRNAI9K",35,"Female",NA,5,6,7,4,77,6,7,6,6,82,5,6,6,7,71,6,7,6,5,74,6,7,7,5,73,6,7,7,6,81,"None of the above","Soccer","Diagnostic",6,74,0.000924264029894734
