"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_3lYXY5trj4kmyfs",5,6,5,6,76,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,88,"robin","diagnostic","NA","good",6.5,3,3,2,3,59,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,57,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_29vpEyT5WcD1sDv",5,6,5,6,76,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,87,"robin","diagnostic","NA","good",6.5,3,3,2,3,54,"francis","diagnostic","NA","bad",2.75,4,3,2,3,56,"alex","non-diagnostic","ND1","bad",3,36,1,1,1
"R_2A0S0XmfNdLOvdp",5,6,5,6,81,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,93,"robin","diagnostic","NA","good",6.5,3,3,2,3,59,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,58,"alex","diagnostic","NA","bad",3,37,1,2,1
"R_24jUsMvVYY1xW1d",5,6,5,6,82,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,93,"robin","diagnostic","NA","good",6.5,3,3,2,3,58,"francis","diagnostic","NA","bad",2.75,4,3,2,3,59,"alex","non-diagnostic","ND1","bad",3,38,1,1,1
"R_3Du6W2JE157t0Fl",5,6,5,6,79,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,91,"robin","diagnostic","NA","good",6.5,3,3,2,3,59,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,59,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_1ImySObl7m8irUq",5,6,5,6,81,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,94,"robin","diagnostic","NA","good",6.5,3,3,2,3,59,"francis","diagnostic","NA","bad",2.75,4,3,2,3,57,"alex","non-diagnostic","ND1","bad",3,35,1,2,1
"R_2ZVKYybpc1e3jk0",5,6,5,6,79,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,88,"robin","diagnostic","NA","good",6.5,3,3,2,3,59,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,58,"alex","diagnostic","NA","bad",3,35,1,2,1
"R_9KSLmMBn6cDsKYN",5,6,5,6,79,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,92,"robin","diagnostic","NA","good",6.5,3,3,2,3,57,"francis","diagnostic","NA","bad",2.75,4,3,2,3,59,"alex","non-diagnostic","ND1","bad",3,35,1,1,1
"R_22Gn6IG5SlpDPHk",6,7,7,6,95,"sam","non-diagnostic","ND2","good",6.5,5,6,6,7,93,"robin","diagnostic","NA","good",6,2,2,1,2,13,"francis","diagnostic","NA","bad",1.75,2,1,2,1,11,"alex","non-diagnostic","ND1","bad",1.5,30,2,7,2
"R_1eOVs5c06sBoMtn",7,6,7,6,95,"sam","non-diagnostic","ND2","good",6.5,5,6,7,6,85,"robin","diagnostic","NA","good",6,3,1,2,2,13,"francis","non-diagnostic","ND1","bad",2,2,1,2,3,14,"alex","diagnostic","NA","bad",2,34,1,7,2
"R_1jxprqEvVojknUw",7,7,5,6,92,"sam","non-diagnostic","ND2","good",6.25,5,6,6,6,80,"robin","diagnostic","NA","good",5.75,1,2,1,2,9,"francis","diagnostic","NA","bad",1.5,3,1,2,2,15,"alex","non-diagnostic","ND1","bad",2,35,1,7,2
"R_tEWLkhoWQe18Qvv",6,7,6,6,93,"sam","non-diagnostic","ND2","good",6.25,6,7,7,6,93,"robin","diagnostic","NA","good",6.5,2,2,1,2,8,"francis","diagnostic","NA","bad",1.75,1,2,2,1,19,"alex","non-diagnostic","ND1","bad",1.5,37,1,7,2
"R_XFFdRNxPXygbCy5",6,6,1,7,79,"sam","non-diagnostic","ND2","good",5,6,6,6,6,81,"robin","diagnostic","NA","good",6,2,2,4,3,26,"francis","non-diagnostic","ND1","bad",2.75,1,1,3,1,13,"alex","diagnostic","NA","bad",1.5,32,2,6,2
"R_3kL1efEboIdC783",5,6,5,6,76,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,88,"robin","diagnostic","NA","good",6.5,3,3,2,3,58,"francis","non-diagnostic","ND1","bad",2.75,4,3,2,3,58,"alex","diagnostic","NA","bad",3,36,1,1,1
"R_1GxFtlmjSMieQUH",5,6,5,6,74,"sam","non-diagnostic","ND2","good",5.5,6,7,6,7,88,"robin","diagnostic","NA","good",6.5,3,3,2,3,53,"francis","diagnostic","NA","bad",2.75,4,3,2,3,56,"alex","non-diagnostic","ND1","bad",3,35,1,1,1
"R_yvFwW6RSxkTiD9n",6,7,5,6,96,"sam","non-diagnostic","ND2","good",6,5,6,6,6,89,"robin","diagnostic","NA","good",5.75,2,1,3,2,10,"francis","non-diagnostic","ND1","bad",2,3,1,2,3,13,"alex","diagnostic","NA","bad",2.25,35,1,7,5
"R_3F5bd1RAr8myi7x",6,5,5,6,60,"sam","non-diagnostic","ND2","good",5.5,5,5,5,5,65,"robin","diagnostic","NA","good",5,3,3,4,3,38,"francis","diagnostic","NA","bad",3.25,4,4,4,4,50,"alex","non-diagnostic","ND1","bad",4,33,2,7,5
"R_323fWmUkrPNj0c8",5,6,5,5,79,"sam","non-diagnostic","ND2","good",5.25,4,5,6,5,69,"robin","diagnostic","NA","good",5,3,1,3,2,19,"francis","diagnostic","NA","bad",2.25,4,4,4,4,50,"alex","non-diagnostic","ND1","bad",4,37,2,7,5
"R_5ulKnXGdO1vNxfj",4,4,4,5,50,"sam","non-diagnostic","ND2","good",4.25,4,4,4,5,50,"robin","diagnostic","NA","good",4.25,4,4,4,2,50,"francis","non-diagnostic","ND1","bad",3.5,4,4,4,3,50,"alex","diagnostic","NA","bad",3.75,43,2,7,2
"R_AnfqHEOItGmMI81",7,7,4,7,100,"sam","non-diagnostic","ND2","good",6.25,7,7,4,7,100,"robin","diagnostic","NA","good",6.25,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,4,4,20,"alex","non-diagnostic","ND1","bad",2.5,29,1,7,2
"R_3s6u7A9HUGFY8y0",7,6,6,6,80,"sam","non-diagnostic","ND2","good",6.25,7,6,5,6,83,"robin","diagnostic","NA","good",6,2,2,3,3,29,"francis","non-diagnostic","ND1","bad",2.5,2,2,3,3,19,"alex","diagnostic","NA","bad",2.5,48,2,7,5
"R_UiOXXuig1Y3TRqF",6,6,6,6,85,"sam","non-diagnostic","ND2","good",6,6,6,6,6,85,"robin","diagnostic","NA","good",6,2,2,4,3,35,"francis","diagnostic","NA","bad",2.75,3,3,4,3,30,"alex","non-diagnostic","ND1","bad",3.25,31,1,7,5
"R_3oFU1Q5Yann5Mom",7,7,7,7,90,"sam","non-diagnostic","ND2","good",7,6,7,7,7,89,"robin","diagnostic","NA","good",6.75,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,2,5,"alex","non-diagnostic","ND1","bad",1.25,19,1,7,5
"R_3suzWAumkB1KSp3",7,7,7,6,77,"sam","non-diagnostic","ND2","good",6.75,7,7,5,7,80,"robin","diagnostic","NA","good",6.5,1,1,3,1,21,"francis","non-diagnostic","ND1","bad",1.5,1,1,3,2,19,"alex","diagnostic","NA","bad",1.75,19,2,7,5
"R_1GZjbwNF73dAXsg",6,6,7,7,82,"sam","non-diagnostic","ND2","good",6.5,7,7,6,6,89,"robin","diagnostic","NA","good",6.5,1,2,2,2,23,"francis","non-diagnostic","ND1","bad",1.75,2,3,3,2,4,"alex","diagnostic","NA","bad",2.5,32,1,7,2
"R_3hfGhGIM1mWwD4A",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,2,3,3,41,"francis","diagnostic","NA","bad",2.25,7,6,2,3,82,"alex","non-diagnostic","ND1","bad",4.5,33,2,1,2
"R_1f3Er0wKRZqTMnn",5,5,4,4,51,"sam","non-diagnostic","ND2","good",4.5,6,6,6,5,87,"robin","diagnostic","NA","good",5.75,2,3,2,3,27,"francis","non-diagnostic","ND1","bad",2.5,2,2,4,3,21,"alex","diagnostic","NA","bad",2.75,20,2,7,2
"R_5prsXpW8kUqNbdn",6,6,4,6,80,"sam","non-diagnostic","ND2","good",5.5,6,6,4,6,80,"robin","diagnostic","NA","good",5.5,2,2,3,2,20,"francis","diagnostic","NA","bad",2.25,2,2,4,2,20,"alex","non-diagnostic","ND1","bad",2.5,30,1,5,2
"R_3qmPlXofv2LRIL2",6,7,7,7,92,"sam","non-diagnostic","ND2","good",6.75,7,7,6,7,100,"robin","diagnostic","NA","good",6.75,1,2,2,2,3,"francis","diagnostic","NA","bad",1.75,3,2,3,1,21,"alex","non-diagnostic","ND1","bad",2.25,18,2,7,2
"R_2aPOCMsxy8l160l",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,6,7,6,94,"robin","diagnostic","NA","good",6.5,2,2,3,1,14,"francis","diagnostic","NA","bad",2,1,1,1,1,7,"alex","non-diagnostic","ND1","bad",1,19,1,4,2
"R_4NhYgT6iWvTJ7Il",6,7,7,7,90,"sam","non-diagnostic","ND2","good",6.75,7,7,6,6,93,"robin","diagnostic","NA","good",6.5,2,2,2,2,11,"francis","non-diagnostic","ND1","bad",2,2,2,1,1,4,"alex","diagnostic","NA","bad",1.5,18,2,5,2
"R_Z3o2hPRjb1rDyXn",7,7,6,6,80,"sam","non-diagnostic","ND2","good",6.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,3,4,4,2,23,"francis","diagnostic","NA","bad",3.25,4,4,2,2,42,"alex","non-diagnostic","ND1","bad",3,18,2,6,5
"R_1CpQ56YKyluLBEH",6,5,6,6,65,"sam","non-diagnostic","ND2","good",5.75,6,6,4,6,69,"robin","diagnostic","NA","good",5.5,4,4,4,3,28,"francis","non-diagnostic","ND1","bad",3.75,3,4,3,2,20,"alex","diagnostic","NA","bad",3,19,1,7,2
"R_3MnEFmMrykn0LTR",6,6,7,6,94,"sam","non-diagnostic","ND2","good",6.25,7,7,7,7,95,"robin","diagnostic","NA","good",7,3,2,3,2,21,"francis","diagnostic","NA","bad",2.5,3,2,4,3,28,"alex","non-diagnostic","ND1","bad",3,19,2,2,2
"R_2AHIH2CF7OIEa62",5,4,5,4,50,"sam","non-diagnostic","ND2","good",4.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,3,4,4,3,50,"francis","non-diagnostic","ND1","bad",3.5,1,1,4,3,34,"alex","diagnostic","NA","bad",2.25,18,2,7,2
"R_116ZnqAKC7mzVgV",6,7,7,7,86,"sam","non-diagnostic","ND2","good",6.75,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,1,2,2,10,"francis","diagnostic","NA","bad",1.75,2,1,2,2,15,"alex","non-diagnostic","ND1","bad",1.75,21,1,7,5
"R_wZcAiRahAiXCg25",7,7,5,5,76,"sam","non-diagnostic","ND2","good",6,7,7,6,7,74,"robin","diagnostic","NA","good",6.75,3,2,1,2,29,"francis","diagnostic","NA","bad",2,1,2,2,2,22,"alex","non-diagnostic","ND1","bad",1.75,18,1,1,2
"R_2R54QHU8DEEsjty",5,5,6,6,80,"sam","non-diagnostic","ND2","good",5.5,7,7,5,6,91,"robin","diagnostic","NA","good",6.25,2,2,4,2,10,"francis","diagnostic","NA","bad",2.5,2,1,6,3,15,"alex","non-diagnostic","ND1","bad",3,19,1,2,2
"R_2VBzl0yBeQkJxEz",6,7,7,7,98,"sam","non-diagnostic","ND2","good",6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,10,"alex","diagnostic","NA","bad",1.5,NA,NA,NA,5
"R_AcFzRGyQgPryg8h",7,7,7,7,80,"sam","non-diagnostic","ND2","good",7,7,7,7,7,80,"robin","diagnostic","NA","good",7,2,2,3,2,30,"francis","non-diagnostic","ND1","bad",2.25,3,3,5,2,40,"alex","diagnostic","NA","bad",3.25,18,2,5,5
"R_0JqS4FzrjBgH9JL",7,7,7,7,86,"sam","non-diagnostic","ND2","good",7,5,6,7,7,83,"robin","diagnostic","NA","good",6.25,1,1,4,2,9,"francis","diagnostic","NA","bad",2,1,1,4,3,29,"alex","non-diagnostic","ND1","bad",2.25,19,2,7,2
"R_2D5eo99nxClz5uM",6,7,7,7,85,"sam","non-diagnostic","ND2","good",6.75,6,6,1,7,80,"robin","diagnostic","NA","good",5,2,3,2,2,16,"francis","non-diagnostic","ND1","bad",2.25,2,2,4,2,30,"alex","diagnostic","NA","bad",2.5,18,2,7,2
"R_3m9IK4XAyZSeDCU",6,6,7,7,95,"sam","non-diagnostic","ND2","good",6.5,6,6,7,7,95,"robin","diagnostic","NA","good",6.5,3,4,4,3,35,"francis","non-diagnostic","ND1","bad",3.5,3,3,4,3,29,"alex","diagnostic","NA","bad",3.25,20,2,7,5
"R_2gZKrRsSaM0WFtD",6,5,7,6,100,"sam","non-diagnostic","ND2","good",6,7,6,7,6,90,"robin","diagnostic","NA","good",6.5,2,3,5,1,25,"francis","diagnostic","NA","bad",2.75,3,3,4,2,30,"alex","non-diagnostic","ND1","bad",3,17,1,7,4
"R_1FJlXVpmm3QiH9h",6,6,6,6,80,"sam","non-diagnostic","ND2","good",6,6,7,7,7,90,"robin","diagnostic","NA","good",6.75,2,3,4,3,20,"francis","non-diagnostic","ND1","bad",3,2,2,4,2,15,"alex","diagnostic","NA","bad",2.5,18,2,6,2
"R_BJM0wgb8j9uenxn",5,6,7,5,65,"sam","non-diagnostic","ND2","good",5.75,6,6,6,7,75,"robin","diagnostic","NA","good",6.25,3,3,4,3,40,"francis","non-diagnostic","ND1","bad",3.25,3,3,4,3,40,"alex","diagnostic","NA","bad",3.25,19,1,7,2
"R_1q51BSF9Fzn9CWs",6,6,5,6,85,"sam","non-diagnostic","ND2","good",5.75,7,7,6,7,100,"robin","diagnostic","NA","good",6.75,1,1,1,1,0,"francis","diagnostic","NA","bad",1,2,2,3,2,12,"alex","non-diagnostic","ND1","bad",2.25,18,2,7,2
"R_2DTxeKEMOyDaaFs",6,6,6,7,75,"sam","non-diagnostic","ND2","good",6.25,6,6,7,7,90,"robin","diagnostic","NA","good",6.5,2,2,3,3,20,"francis","diagnostic","NA","bad",2.5,4,4,3,3,40,"alex","non-diagnostic","ND1","bad",3.5,18,1,7,5
"R_BJOjAD1alAPFaE1",7,6,7,7,81,"sam","non-diagnostic","ND2","good",6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R_3Jen0Yghiq73QbF",7,7,7,7,97,"sam","non-diagnostic","ND2","good",7,7,7,7,7,98,"robin","diagnostic","NA","good",7,2,2,2,2,10,"francis","non-diagnostic","ND1","bad",2,2,4,3,2,24,"alex","diagnostic","NA","bad",2.75,19,2,7,5
"R_vqaYJFAjDhQZ8c1",7,6,5,7,85,"sam","non-diagnostic","ND2","good",6.25,7,6,5,7,90,"robin","diagnostic","NA","good",6.25,2,3,3,1,10,"francis","non-diagnostic","ND1","bad",2.25,3,2,5,4,26,"alex","diagnostic","NA","bad",3.5,18,2,5,2
"R_2QDpxUrv3uN3mOX",6,7,7,6,93,"sam","non-diagnostic","ND2","good",6.5,6,7,7,7,93,"robin","diagnostic","NA","good",6.75,1,2,2,1,18,"francis","non-diagnostic","ND1","bad",1.5,2,2,3,3,30,"alex","diagnostic","NA","bad",2.5,18,2,7,5
"R_2SujjejkIJUfmd7",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,2,"alex","diagnostic","NA","bad",1,19,2,1,2
"R_2zzIQYVEzJke30i",7,7,7,7,100,"sam","non-diagnostic","ND2","good",7,7,7,5,7,100,"robin","diagnostic","NA","good",6.5,1,1,4,1,0,"francis","diagnostic","NA","bad",1.75,3,1,3,1,10,"alex","non-diagnostic","ND1","bad",2,19,2,7,2
"R_1IhrqzpxLIbpyYF",7,7,6,5,96,"sam","diagnostic","NA","good",6.25,6,6,6,2,79,"robin","non-diagnostic","ND2","good",5,1,5,2,2,8,"francis","diagnostic","NA","bad",2.5,4,6,4,2,24,"alex","non-diagnostic","ND1","bad",4,18,2,5,2
"R_2Eu8bIu7OGXOrXh",6,5,4,5,76,"sam","diagnostic","NA","good",5,6,7,7,7,87,"robin","non-diagnostic","ND1","good",6.75,3,2,3,2,30,"francis","non-diagnostic","ND2","bad",2.5,3,4,4,3,28,"alex","diagnostic","NA","bad",3.5,18,2,5,2
"R_1F55fnnVMccRojW",6,7,6,6,91,"sam","diagnostic","NA","good",6.25,5,6,6,4,76,"robin","non-diagnostic","ND2","good",5.25,5,4,4,2,52,"francis","non-diagnostic","ND1","bad",3.75,1,1,4,3,32,"alex","diagnostic","NA","bad",2.25,18,2,5,2
"R_1psClffHR1GZQjD",6,6,6,6,90,"sam","diagnostic","NA","good",6,6,6,4,6,83,"robin","non-diagnostic","ND2","good",5.5,2,2,3,2,14,"francis","diagnostic","NA","bad",2.25,2,2,3,2,12,"alex","non-diagnostic","ND1","bad",2.25,18,1,7,5
"R_3oHiVUAhJjjBBWY",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,20,"francis","diagnostic","NA","bad",1,1,1,1,1,15,"alex","non-diagnostic","ND2","bad",1,19,2,7,2
"R_Q6pTOekCdKipaHn",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,2,4,"francis","non-diagnostic","ND2","bad",1.25,1,1,1,1,0,"alex","diagnostic","NA","bad",1,19,1,4,2
"R_2qlr4vnk7lVRk5g",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,86,"robin","non-diagnostic","ND2","good",7,1,1,3,2,21,"francis","non-diagnostic","ND1","bad",1.75,1,1,1,1,18,"alex","diagnostic","NA","bad",1,19,2,7,2
"R_DqSmYOlKiebvyXT",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,18,2,1,2
"R_2akpN5sE1eA0hqc",5,6,6,7,59,"sam","diagnostic","NA","good",6,5,5,7,6,69,"robin","non-diagnostic","ND2","good",5.75,1,1,3,1,7,"francis","diagnostic","NA","bad",1.5,2,4,4,3,31,"alex","non-diagnostic","ND1","bad",3.25,19,2,7,5
"R_24Nq71EdvzB4dP0",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","non-diagnostic","ND2","bad",1,1,1,3,1,0,"alex","diagnostic","NA","bad",1.5,18,1,7,2
"R_278aHQOy6UzrVzT",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,4,1,25,"francis","diagnostic","NA","bad",1.75,4,3,4,4,30,"alex","non-diagnostic","ND1","bad",3.75,20,2,7,2
"R_1ItMTvAHxRjq4LE",7,7,7,7,80,"sam","diagnostic","NA","good",7,7,7,7,6,88,"robin","non-diagnostic","ND2","good",6.75,1,1,2,1,0,"francis","diagnostic","NA","bad",1.25,3,2,3,2,26,"alex","non-diagnostic","ND1","bad",2.5,18,2,7,2
"R_1DMuPt5tsa6Z3EX",6,6,6,6,84,"sam","diagnostic","NA","good",6,6,7,6,7,92,"robin","non-diagnostic","ND1","good",6.5,3,2,3,3,9,"francis","non-diagnostic","ND2","bad",2.75,4,4,6,5,40,"alex","diagnostic","NA","bad",4.75,20,2,7,5
"R_2ykGvsZgT9UxjNq",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,3,1,0,"alex","diagnostic","NA","bad",1.5,19,1,6,2
"R_POui6uN5xhUvDA5",6,6,5,6,86,"sam","diagnostic","NA","good",5.75,6,6,7,7,90,"robin","non-diagnostic","ND1","good",6.5,2,2,4,3,28,"francis","non-diagnostic","ND2","bad",2.75,2,2,3,3,18,"alex","diagnostic","NA","bad",2.5,18,1,7,5
"R_1joCAyJmDPCeXX0",6,6,6,6,89,"sam","diagnostic","NA","good",6,7,7,7,5,82,"robin","non-diagnostic","ND2","good",6.5,2,2,3,2,16,"francis","non-diagnostic","ND1","bad",2.25,3,2,4,3,27,"alex","diagnostic","NA","bad",3,20,2,7,2
"R_zea0DUPSibztjnX",6,6,5,6,86,"sam","diagnostic","NA","good",5.75,7,6,6,5,90,"robin","non-diagnostic","ND2","good",6,2,2,2,3,12,"francis","diagnostic","NA","bad",2.25,2,2,2,2,21,"alex","non-diagnostic","ND1","bad",2,20,2,7,2
"R_3exGAAT0V3f7n71",7,6,7,7,84,"sam","diagnostic","NA","good",6.75,7,7,7,7,90,"robin","non-diagnostic","ND1","good",7,1,1,4,3,17,"francis","non-diagnostic","ND2","bad",2.25,1,2,6,3,25,"alex","diagnostic","NA","bad",3,20,2,5,5
"R_Dr5I3eFADMZGIY9",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,3,1,10,"francis","diagnostic","NA","bad",1.5,2,1,3,1,28,"alex","non-diagnostic","ND2","bad",1.75,19,2,7,2
"R_2c2fDSYc9enlJ9h",7,1,7,7,0,"sam","diagnostic","NA","good",5.5,7,1,1,4,0,"robin","non-diagnostic","ND1","good",3.25,1,1,4,3,2,"francis","diagnostic","NA","bad",2.25,1,1,5,4,0,"alex","non-diagnostic","ND2","bad",2.75,18,2,7,2
"R_eEyIOCpJAItk11f",2,3,6,3,65,"sam","diagnostic","NA","good",3.5,2,4,4,4,53,"robin","non-diagnostic","ND1","good",3.5,1,4,5,4,38,"francis","diagnostic","NA","bad",3.5,4,4,3,6,53,"alex","non-diagnostic","ND2","bad",4.25,18,2,1,5
"R_3j6cOZOC7b5c5NX",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,6,7,7,90,"robin","non-diagnostic","ND2","good",6.75,1,1,2,2,4,"francis","diagnostic","NA","bad",1.5,4,3,3,4,35,"alex","non-diagnostic","ND1","bad",3.5,19,1,7,2
"R_3qpRyld0uUUuFCX",6,5,5,6,91,"sam","diagnostic","NA","good",5.5,6,6,6,6,97,"robin","non-diagnostic","ND2","good",6,2,2,3,2,6,"francis","non-diagnostic","ND1","bad",2.25,3,2,4,2,11,"alex","diagnostic","NA","bad",2.75,19,2,7,2
"R_xh07PftNvNaLagN",6,6,6,6,91,"sam","diagnostic","NA","good",6,7,7,6,7,95,"robin","non-diagnostic","ND1","good",6.75,2,2,3,3,25,"francis","diagnostic","NA","bad",2.5,2,2,3,3,25,"alex","non-diagnostic","ND2","bad",2.5,21,2,2,2
"R_2BaI2sSfhALR886",7,7,7,7,96,"sam","diagnostic","NA","good",7,6,6,6,6,99,"robin","non-diagnostic","ND2","good",6,2,2,2,2,8,"francis","diagnostic","NA","bad",2,3,3,3,3,15,"alex","non-diagnostic","ND1","bad",3,27,2,7,2
"R_31Sn3vCc8bc4IJY",6,6,6,5,76,"sam","diagnostic","NA","good",5.75,6,5,5,7,84,"robin","non-diagnostic","ND1","good",5.75,2,3,4,4,6,"francis","non-diagnostic","ND2","bad",3.25,3,2,3,3,6,"alex","diagnostic","NA","bad",2.75,22,1,7,2
"R_OBXbmJhQOHtLmrD",5,6,2,5,80,"sam","diagnostic","NA","good",4.5,6,6,2,2,85,"robin","non-diagnostic","ND2","good",4,3,3,4,4,37,"francis","diagnostic","NA","bad",3.5,2,3,4,3,35,"alex","non-diagnostic","ND1","bad",3,22,1,7,5
"R_R8ewbjbGhYEbHkl",7,6,6,6,80,"sam","diagnostic","NA","good",6.25,7,6,6,6,80,"robin","non-diagnostic","ND1","good",6.25,2,4,2,2,40,"francis","non-diagnostic","ND2","bad",2.5,4,3,3,4,40,"alex","diagnostic","NA","bad",3.5,35,2,7,5
"R_3fB6K4QZS0rJO0j",7,7,5,7,100,"sam","diagnostic","NA","good",6.5,7,7,5,7,100,"robin","non-diagnostic","ND1","good",6.5,1,1,3,1,0,"francis","diagnostic","NA","bad",1.5,1,1,4,1,0,"alex","non-diagnostic","ND2","bad",1.75,24,2,7,2
"R_a8W0j4eidn6uG4h",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,27,1,7,2
"R_O3WGgMqY7OyueDD",7,7,7,7,86,"sam","diagnostic","NA","good",7,7,7,7,7,96,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,3,3,3,3,17,"alex","non-diagnostic","ND2","bad",3,23,2,7,2
"R_1qfjwWrTrz7FRDn",7,7,5,6,90,"sam","diagnostic","NA","good",6.25,6,6,5,7,73,"robin","non-diagnostic","ND1","good",6,2,3,1,4,21,"francis","diagnostic","NA","bad",2.5,3,3,4,4,34,"alex","non-diagnostic","ND2","bad",3.5,22,2,7,5
"R_1mrzcOvjb2nxKmy",7,7,6,7,85,"sam","diagnostic","NA","good",6.75,7,6,6,7,97,"robin","non-diagnostic","ND2","good",6.5,4,3,4,3,40,"francis","diagnostic","NA","bad",3.5,3,2,2,4,20,"alex","non-diagnostic","ND1","bad",2.75,23,2,7,5
"R_22tvhHEB3gWN0XC",7,7,7,6,4,"sam","diagnostic","NA","good",6.75,7,6,6,6,15,"robin","non-diagnostic","ND2","good",6.25,2,2,1,4,16,"francis","non-diagnostic","ND1","bad",2.25,1,1,3,3,5,"alex","diagnostic","NA","bad",2,19,1,7,5
"R_2taqWgx9Lau9BU4",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,4,1,15,"francis","non-diagnostic","ND1","bad",1.75,1,1,4,4,25,"alex","diagnostic","NA","bad",2.5,20,1,7,5
"R_1IN8WKxQGdeAfJm",6,5,5,6,85,"sam","diagnostic","NA","good",5.5,6,5,5,7,91,"robin","non-diagnostic","ND2","good",5.75,2,3,2,2,13,"francis","diagnostic","NA","bad",2.25,2,2,1,2,14,"alex","non-diagnostic","ND1","bad",1.75,22,1,7,2
"R_2WN2mGA00Xc0EYU",5,6,5,4,69,"sam","diagnostic","NA","good",5,5,6,7,5,78,"robin","non-diagnostic","ND2","good",5.75,4,2,5,4,34,"francis","non-diagnostic","ND1","bad",3.75,4,3,4,4,71,"alex","diagnostic","NA","bad",3.75,19,2,6,2
"R_2zAaUbhomTpR5kG",5,4,4,6,70,"sam","diagnostic","NA","good",4.75,4,4,4,4,50,"robin","non-diagnostic","ND2","good",4,1,1,3,2,10,"francis","non-diagnostic","ND1","bad",1.75,1,3,4,3,30,"alex","diagnostic","NA","bad",2.75,18,1,2,2
