"ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q","R_tot","M1R_tot"
"R_2WYXugXRLsarhZK",7,7,7,5,100,"francis","non-diagnostic","ND1",31,1,"MTurk",7,2,6.5,1.10094724613472
"R_1EXnfdIZK1aoakg",6,6,6,6,86,"francis","non-diagnostic","ND1",65,2,"MTurk",7,5,6,0.245561584584543
"R_1NrhIeOzPcmuHxE",7,7,7,7,100,"francis","non-diagnostic","ND1",26,2,"MTurk",7,2,7,1.40416863987654
"R_2XiEG9hmVlrzNOQ",7,7,7,7,80,"francis","non-diagnostic","ND1",35,2,"MTurk",7,5,7,0.615362543007448
"R_28HUuCUfCJ5Vdbr",7,7,7,4,96,"francis","non-diagnostic","ND1",41,2,"MTurk",7,2,6.25,0.791575329889997
"R_2uWFGnFeaUpr368",5,5,6,6,73,"francis","non-diagnostic","ND1",47,2,"MTurk",1,2,5.5,-0.570383772122183
"R_3pnHXukYPI60lpV",6,5,6,6,71,"francis","non-diagnostic","ND1",34,1,"MTurk",1,2,5.75,-0.497653684938184
"R_3iDO2Y4YuxJravN",6,7,6,6,66,"francis","non-diagnostic","ND1",35,2,"MTurk",7,2,6.25,-0.391633815413641
"R_2fC0vKAZ3uXdeZH",7,7,7,7,100,"francis","non-diagnostic","ND1",37,2,"MTurk",7,5,7,1.40416863987654
"R_3QYPZyZFHuwdauH",6,6,7,4,67,"francis","non-diagnostic","ND1",30,2,"MTurk",2,2,5.75,-0.655414904312003
"R_31aUb8R09FgAd5I",5,6,6,5,62,"francis","non-diagnostic","ND1",32,1,"MTurk",7,2,5.5,-1.00422712540018
"R_3kCkSMttpNs1WiY",4,6,7,5,82,"francis","non-diagnostic","ND1",42,2,"MTurk",7,2,5.5,-0.215421028531092
"R_3lLHTsabcrGtaFZ",7,7,7,7,10,"francis","non-diagnostic","ND1",34,2,"MTurk",7,2,7,-2.14545879603437
"R_sYws1zsgcsgjwl3",6,6,6,6,80,"francis","non-diagnostic","ND1",54,2,"MTurk",7,5,6,0.00891975552381542
"R_1jJxU6c4GZFUrRg",7,7,5,6,88,"francis","non-diagnostic","ND1",44,1,"MTurk",7,5,6.25,0.476052891142361
"R_2xygYtCTonhf9nA",6,6,6,6,88,"francis","non-diagnostic","ND1",74,2,"MTurk",7,2,6,0.324442194271452
"R_25GzVi9XBI87WuA",7,6,7,6,92,"francis","non-diagnostic","ND1",84,2,"MTurk",7,2,6.5,0.785424807387087
"R_2dFqvxlHFAQud9o",1,3,5,7,62,"francis","non-diagnostic","ND1",30,1,"MTurk",1,2,4,-1.91389130662563
"R_To8NWuIP8omPBrr",6,7,6,7,82,"francis","non-diagnostic","ND1",25,2,"MTurk",7,2,6.5,0.391021758952541
"R_3LX2w3SK6tsOVTL",4,5,6,5,65,"francis","non-diagnostic","ND1",44,2,"MTurk",1,5,5,-1.18912760461164
"R_9yt1Ct9qus3Gjyp",7,6,5,6,84,"francis","non-diagnostic","ND2",44,2,"MTurk",7,3,6,0.166680974897634
"R_3DddgCAgpHvssQy",7,5,6,7,92,"francis","non-diagnostic","ND2",50,2,"MTurk",1,2,6.25,0.633814110516179
"R_12EH6pbBqaC9R9v",7,6,7,6,95,"francis","non-diagnostic","ND2",55,2,"MTurk",1,5,6.5,0.903745721917451
"R_3jTgARyOv10THZY",6,6,5,6,71,"francis","non-diagnostic","ND2",32,1,"MTurk",2,2,5.75,-0.497653684938184
"R_1mQ9D0oxMZppV6a",7,7,7,7,100,"francis","non-diagnostic","ND2",41,1,"MTurk",7,2,7,1.40416863987654
"R_1FSb7NgAlLdZsHy",5,6,7,6,78,"francis","non-diagnostic","ND2",48,1,"MTurk",7,3,6,-0.0699608541630938
"R_1CdWxEKQatVTRup",6,6,6,6,90,"francis","non-diagnostic","ND2",34,2,"MTurk",NA,5,6,0.403322803958361
"R_2thCrbDHGUldgWo",6,5,4,3,72,"francis","non-diagnostic","ND2",24,1,"MTurk",7,1,4.5,-1.21626686444927
"R_1r20cLyCCClOaxG",7,6,5,6,83,"francis","non-diagnostic","ND2",35,1,"MTurk",7,3,6,0.127240670054179
"R_2XhqxlEcfmjCYFj",7,6,6,6,68,"francis","non-diagnostic","ND2",30,1,"MTurk",NA,2,6.25,-0.312753205726732
"R_1r2pSBSTi8EvBDO",6,7,6,5,60,"francis","non-diagnostic","ND2",30,1,"MTurk",7,5,6,-0.779886341345277
"R_1IuBXHKAkUYxk5u",6,7,6,7,84,"francis","non-diagnostic","ND2",37,2,"MTurk",7,5,6.5,0.46990236863945
"R_WrjqOE2oFSmImzL",7,7,7,7,100,"francis","non-diagnostic","ND2",47,1,"MTurk",1,5,7,1.40416863987654
"R_3R7U97UHODf40jB",7,6,7,7,100,"francis","non-diagnostic","ND2",40,2,"MTurk",7,NA,6.75,1.25255794300563
"R_1pVx6JqcSwD36lJ",6,6,5,6,75,"francis","non-diagnostic","ND2",49,2,"MTurk",7,3,5.75,-0.339892465564366
"R_UVZIokjGxxMf4s1",7,7,7,6,100,"francis","non-diagnostic","ND2",40,1,"MTurk",7,2,6.75,1.25255794300563
"R_ABT89Qo9PmA3mDf",4,6,3,5,31,"francis","non-diagnostic","ND2",34,1,"MTurk",7,2,4.5,-2.83331936303091
"R_RQCGIbF24NzG3Ml",5,6,5,6,63,"francis","non-diagnostic","ND2",42,1,"MTurk",7,3,5.5,-0.96478682055673
"R_3CBdOP6gux3BjQN",6,7,6,5,71,"francis","non-diagnostic","ND2",53,2,"MTurk",7,2,6,-0.346042988067276
"R_2b3u6D6kKJSsA9d",6,6,5,5,95,"francis","non-diagnostic","ND2",37,2,"MTurk",7,1,5.5,0.297302934433818
"R_3LbuIPtnOLx4CbY",6,6,6,6,74,"francis","non-diagnostic","ND2",48,2,"MTurk",7,NA,6,-0.227722073536912
"R_3frSr43pSrnyhUd",7,6,5,6,61,"francis","non-diagnostic","ND2",27,1,"MTurk",7,2,6,-0.740446036501822
"R_0iiZdGTbHfUwGB3",6,6,6,6,79,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,6,-0.0305205493196392
"R_ODwZHpTeV8T8P17",6,5,6,5,82,"francis","non-diagnostic","ND2",53,2,"MTurk",7,2,5.5,-0.215421028531092
"R_PTLKxIUgpAl7oOJ",5,6,6,4,81,"francis","non-diagnostic","ND2",49,1,"MTurk",7,NA,5.25,-0.406472030245455
"R_2t5cxeCfDIvwCob",7,7,6,6,68,"francis","non-diagnostic","ND2",38,1,"MTurk",7,2,6.5,-0.161142508855823
"R_Y9LWvIfaScPbU7n",6,7,6,7,96,"francis","non-diagnostic","ND2",55,1,"MTurk",7,5,6.5,0.943186026760906
"R_28BACeqpDyMzew1",6,7,7,5,83,"francis","non-diagnostic","ND2",36,2,"MTurk",7,5,6.25,0.278851366925088
"R_sFEM9iZGtaVTrpL",7,7,7,7,100,"francis","non-diagnostic","ND2",40,1,"MTurk",7,2,7,1.40416863987654
"R_6oqTOSOPTNxlqDv",6,6,7,6,70,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,6.25,-0.233872596039822
"R_1pETmFbGavXo98Q",5,6,5,6,67,"francis","non-diagnostic","ND2",29,1,"MTurk",7,2,5.5,-0.807025601182911
"R_1E5n2eJsjXC7oVq",5,5,6,6,87,"francis","non-diagnostic","ND2",42,2,"MTurk",7,2,5.5,-0.0182195043138189
"R_3nkffLoiEpEpv7Y",7,7,7,7,78,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,7,0.536481933320539
"R_3LcmOa58JEBdlBk",6,4,5,3,64,"francis","non-diagnostic","ND2",29,1,"MTurk",7,2,4.5,-1.53178930319691
"R_OeOcydAydPFaVqN",6,7,6,7,82,"francis","non-diagnostic","ND2",55,1,"MTurk",NA,5,6.5,0.391021758952541
"R_1DYkQxoP5okMP8o",7,6,7,7,94,"francis","non-diagnostic","ND2",38,1,"MTurk",2,5,6.75,1.0159161139449
"R_2y4v1MGAg6mU4D3",5,6,5,4,80,"francis","non-diagnostic","ND2",29,2,"MTurk",7,2,5,-0.597523031959818
"R_8dZqGOlw80OKkTL",6,7,6,7,75,"francis","non-diagnostic","ND2",35,1,"MTurk",7,2,6.5,0.114939625048359
"R_8pq1dhapS3V3zVf",7,6,7,7,80,"francis","non-diagnostic","ND2",57,1,"MTurk",7,2,6.75,0.46375184613654
"R_2R4VADTEQGptD2T",7,7,7,4,80,"francis","non-diagnostic","ND2",34,1,"MTurk",7,2,6.25,0.160530452394724
"R_2wsNsAw2e50MQvm",4,7,7,6,65,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,6,-0.582684817128004
"R_1DP5Q47nhvMiqvX",4,4,3,5,57,"francis","non-diagnostic","ND2",29,1,"MTurk",7,5,4,-2.11109283084291
"R_2RPTcgR2VciZjfs",6,7,7,7,86,"francis","non-diagnostic","ND2",28,1,"MTurk",7,5,6.75,0.700393675197268
"R_2P0s6wSqaqbGAJl",6,6,6,6,82,"francis","non-diagnostic","ND2",35,2,"MTurk",7,5,6,0.0878003652107246
"R_1NwydnV8cNKl4wy",6,7,5,5,82,"francis","non-diagnostic","ND2",49,1,"MTurk",7,2,5.75,-0.0638103316601836
"R_qCLoC5Rkjiwx1Fn",6,6,7,7,85,"francis","non-diagnostic","ND2",35,1,"MTurk",NA,2,6.5,0.509342673482905
"R_3e3lRTrOcjNJ4Iz",7,6,6,7,71,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,6.5,-0.0428215943254595
"R_3mn3zDDzax7r6xW",7,6,7,6,94,"francis","non-diagnostic","ND2",31,2,"MTurk",7,5,6.5,0.864305417073996
"R_SUKj7MLsIbPrOMx",7,7,6,7,80,"francis","non-diagnostic","ND2",29,1,"MTurk",7,2,6.75,0.46375184613654
"R_10ooG4vGDBfz9uS",7,6,5,4,61,"francis","non-diagnostic","ND2",24,1,"MTurk",7,NA,5.5,-1.04366743024364
"R_1pRQRcae0QThxbO",7,7,7,7,92,"francis","non-diagnostic","ND2",52,2,"MTurk",7,2,7,1.0886462011289
"R_rpVCtGKTxKS0RhL",6,6,5,6,88,"francis","non-diagnostic","ND2",45,2,"MTurk",7,2,5.75,0.172831497400544
"R_2ALnPH5SjS8glvQ",6,4,7,5,71,"francis","non-diagnostic","ND2",26,1,"MTurk",7,2,5.5,-0.649264381809093
"R_spNjMOqtcRNJkf7",7,6,7,6,87,"francis","non-diagnostic","ND2",43,1,"MTurk",7,5,6.5,0.588223283169814
"R_PRL4JG3rMK765uF",7,7,7,7,100,"francis","non-diagnostic","ND2",38,1,"MTurk",7,2,7,1.40416863987654
"R_3n5WeYElSwPIaa9",7,5,4,5,80,"francis","non-diagnostic","ND2",24,1,"MTurk",7,2,5.25,-0.445912335088909
"R_PthrUPHBNIF6FKp",5,7,6,7,94,"francis","non-diagnostic","ND2",30,1,"MTurk",7,3,6.25,0.712694720203088
"R_1NsOuMlw9am3ejx",5,5,4,4,60,"francis","non-diagnostic","ND2",23,2,"MTurk",7,2,4.5,-1.68955052257073
"R_2BbRXGXnMcH9yns",7,7,7,7,100,"francis","non-diagnostic","ND2",25,2,"MTurk",7,2,7,1.40416863987654
"R_T60FgmleRupZjBn",6,2,3,5,88,"francis","non-diagnostic","ND2",30,1,"MTurk",1,2,4,-0.888443380695814
"R_r3mFZVXVi72KO3L",6,6,2,6,90,"francis","non-diagnostic","ND2",40,2,"MTurk",7,2,5,-0.203119983525272
"R_uelYTdyhrNhjz5D",7,7,7,7,100,"francis","non-diagnostic","ND2",31,1,"MTurk",7,2,7,1.40416863987654
"R_YWGNypgB1Tk6KEF",6,7,6,6,77,"francis","non-diagnostic","ND2",49,2,"MTurk",7,2,6.25,0.0422095378643599
"R_8Ikz440B5nPKLcZ",5,4,5,5,100,"francis","non-diagnostic","ND2",37,1,"MTurk",7,2,4.75,0.0396723680383662
"R_3G2PjHq4qk0W3Id",7,6,7,7,99,"francis","non-diagnostic","ND2",29,1,"MTurk",2,2,6.75,1.21311763816218
"R_sp84uJcwZrEgndv",7,7,7,7,100,"francis","non-diagnostic","ND2",39,1,"MTurk",7,2,7,1.40416863987654
"R_2anR5STIrq5vtBH",6,6,6,4,70,"francis","non-diagnostic","ND2",31,1,"MTurk",7,2,5.5,-0.688704686652547
"R_21AIGrbsYjv41tA",6,7,7,5,88,"francis","non-diagnostic","ND2",30,2,"MTurk",7,5,6.25,0.476052891142361
"R_2uCdKYR5SKI6SRV",7,6,7,7,100,"francis","non-diagnostic","ND2",30,1,"MTurk",7,3,6.75,1.25255794300563
"R_ZKlHDEnP76q5hpT",7,7,7,7,76,"francis","non-diagnostic","ND2",27,2,"MTurk",NA,2,7,0.45760132363363
"R_2zUziAObMzI2nRV",3,6,4,5,50,"francis","non-diagnostic","ND2",25,2,"MTurk",7,2,4.5,-2.08395357100527
"R_pfo6xsgwsnO3chb",7,7,7,7,94,"francis","non-diagnostic","ND2",27,1,"MTurk",7,5,7,1.16752681081581
"R_3KZvIYp83QhoRcF",5,5,5,6,58,"francis","non-diagnostic","ND2",29,1,"MTurk",7,5,5.25,-1.31359904164491
"R_20OrtUMcd7LjCWG",5,6,6,6,61,"francis","non-diagnostic","ND2",36,1,"MTurk",7,NA,5.75,-0.892056733372731
"R_3J3mUK54ANgjAzj",5,6,6,5,77,"francis","non-diagnostic","ND2",43,2,"MTurk",7,2,5.5,-0.412622552748365
"R_2qwML3Zv1N2a7i1",7,7,7,4,90,"francis","non-diagnostic","ND2",34,2,"MTurk",NA,2,6.25,0.55493350082927
"R_1jct98ZyziccpOl",7,6,6,7,80,"francis","non-diagnostic","ND2",31,2,"MTurk",2,2,6.5,0.312141149265632
"R_3qDlCOXztlryVAh",7,5,6,6,93,"francis","non-diagnostic","ND2",25,2,"MTurk",7,5,6,0.521643718488725
"R_Z3vOTiRc8aIqCpH",6,5,4,3,68,"francis","non-diagnostic","ND2",24,1,"MTurk",7,2,4.5,-1.37402808382309
"R_2gBg3C31EmqMZI5",1,7,7,6,97,"francis","non-diagnostic","ND2",30,1,"MTurk",1,2,5.25,0.224572847249819
"R_3PiQbFiPujrOXNk",7,7,7,7,100,"francis","non-diagnostic","ND2",62,1,"MTurk",7,5,7,1.40416863987654
"R_RFyakcp6rS5zgFr",7,7,7,7,100,"francis","non-diagnostic","ND2",45,2,"MTurk",NA,2,7,1.40416863987654
"R_1nZNmcnPNh2Lxm3",3,4,4,4,43,"francis","non-diagnostic","ND2",32,1,"MTurk",7,2,3.75,-2.81486779552218
"R_22WeVo5OrbZvT8D",5,6,5,6,92,"francis","non-diagnostic","ND2",35,1,"MTurk",7,3,5.5,0.178982019903454
"R_33pg8zV3cydOsST",7,7,7,7,54,"francis","non-diagnostic","ND2",33,2,"MTurk",NA,2,7,-0.410085382922371
"R_3J2zRzggCoRUzVA",7,6,7,6,80,"francis","non-diagnostic","ND2",34,2,"MTurk",7,3,6.5,0.312141149265632
"R_3MS8rXwIjZnCYsz",4,5,4,5,63,"francis","non-diagnostic","ND2",31,1,"MTurk",1,2,4.5,-1.57122960804036
"R_3qlgYF0DKilt9sU",6,6,6,6,85,"francis","non-diagnostic","ND2",34,2,"MTurk",7,2,6,0.206121279741088
"R_1OwZqMyu6QdH1LI",6,7,6,7,80,"francis","non-diagnostic","ND2",32,2,"MTurk",1,5,6.5,0.312141149265632
"R_2rqlfDriD6f9X4i",7,7,7,7,90,"francis","non-diagnostic","ND2",38,1,"MTurk",7,2,7,1.00976559144199
"R_24HHhODDjdodEBn",5,6,7,7,92,"francis","non-diagnostic","ND2",30,2,"MTurk",7,2,6.25,0.633814110516179
"R_322PkULn5qVmylk",4,5,7,6,75,"francis","non-diagnostic","ND2",45,1,"MTurk",7,2,5.5,-0.491503162435274
"R_2gFserzQKyqFHlD",7,6,7,7,100,"francis","non-diagnostic","ND2",30,1,"MTurk",NA,2,6.75,1.25255794300563
"R_sUzKhdBNLYUt68x",6,4,6,5,62,"francis","non-diagnostic","ND2",42,1,"MTurk",7,2,5.25,-1.15583782227109
"R_2tEw8qPjAe4BGUH",6,7,6,7,71,"francis","non-diagnostic","ND2",30,2,"MTurk",7,3,6.5,-0.0428215943254595
"R_wYv32wq7IR178Qh",7,6,7,6,94,"francis","non-diagnostic","ND2",47,2,"MTurk",1,5,6.5,0.864305417073996
"R_1qfX2j0DbubD7IR",7,7,6,6,72,"francis","non-diagnostic","ND2",25,2,"MTurk",7,2,6.5,-0.00338128948200493
"R_3FWCgoTijJvY7Zp",4,6,5,7,75,"francis","non-diagnostic","ND2",24,2,"MTurk",7,1,5.5,-0.491503162435274
"R_1jAQRLmtaMhy6az",6,4,2,7,77,"francis","non-diagnostic","ND2",24,1,"MTurk",7,4,4.75,-0.86745464336109
"R_01bQw6KHbVJJK5b",6,6,4,7,81,"francis","non-diagnostic","ND2",30,2,"MTurk",7,2,5.75,-0.103250636503638
"R_9oZm7TWw5ZZh7ep",4,5,6,7,77,"francis","non-diagnostic","ND2",25,1,"MTurk",7,5,5.5,-0.412622552748365
"R_2ASxhKuAjmbCNJG",5,6,7,6,79,"francis","non-diagnostic","ND2",25,1,"MTurk",7,5,6,-0.0305205493196392
"R_1Cl7lm6BxiwJ1U3",5,5,6,7,91,"francis","non-diagnostic","ND2",25,1,"MTurk",1,5,5.75,0.291152411930908
"R_1jDoHwG1vMZUBms",6,7,7,7,93,"francis","non-diagnostic","ND2",31,2,"MTurk",7,5,6.75,0.97647580910145
"R_1je1JiPgTxr6aK1",6,1,2,5,69,"francis","non-diagnostic","ND2",24,1,"MTurk",7,NA,3.5,-1.94103056646327
"R_2anlmd9MptVWkxy",7,7,7,7,90,"francis","non-diagnostic","ND2",52,1,"MTurk",7,2,7,1.00976559144199
"R_e9VQVRbfR5huWCB",7,5,7,6,94,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,6.25,0.712694720203088
"R_u1Am4AsWCh8407f",7,2,7,3,59,"francis","non-diagnostic","ND2",29,1,"MTurk",1,2,4.75,-1.57738013054327
"R_1gjxcNa4a17dwoo",6,5,6,5,77,"francis","non-diagnostic","ND2",25,1,"MTurk",7,NA,5.5,-0.412622552748365
"R_2npGB07MXdFRCEN",4,3,1,6,83,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,3.5,-1.3888662986549
"R_3I48P0k9O6qZgVt",3,3,4,2,100,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,3,-1.02160251005799
"R_u3uyS2iFR9uWZR7",7,6,6,6,82,"francis","non-diagnostic","ND2",61,2,"MTurk",7,2,6.25,0.239411062081633
"R_Rz67FOauslb2NrP",1,2,5,2,100,"francis","non-diagnostic","ND2",30,1,"MTurk",7,2,2.5,-1.32482390379981
"R_3NPNfL51aUaTqJC",4,5,6,7,77,"francis","non-diagnostic","ND2",25,1,"MTurk",1,5,5.5,-0.412622552748365
"R_3MDwyy4MBzd3Q4C",7,6,5,5,53,"francis","non-diagnostic","ND2",40,1,"MTurk",2,2,5.75,-1.20757917212037
"R_qVjISKVoFgbvD3P",6,4,5,5,81,"francis","non-diagnostic","ND2",25,1,"MTurk",7,5,5,-0.558082727116363
"R_2aCxQcSz4m8bvw7",6,6,5,6,71,"francis","non-diagnostic","ND2",25,2,"MTurk",NA,2,5.75,-0.497653684938184
"R_1IFoMitYaqHZvq0",4,5,6,5,85,"francis","non-diagnostic","ND2",25,1,"MTurk",7,5,5,-0.400321507742545
"R_1CkaZn7LLTMY5fu",7,7,7,7,100,"francis","non-diagnostic","ND2",48,1,"MTurk",7,2,7,1.40416863987654
"R_5hHgYWJbOCmjmBH",7,7,7,7,100,"francis","non-diagnostic","ND2",28,2,"MTurk",7,2,7,1.40416863987654
"R_3QLVtkgxajooLB8",6,6,6,6,98,"francis","non-diagnostic","ND2",49,2,"MTurk",7,2,6,0.718845242705998
"R_3flCiXKkUaOLC6X",6,6,7,7,85,"francis","non-diagnostic","ND2",29,1,"MTurk",7,2,6.5,0.509342673482905
"R_1PZysVLKwrJqGxD",4,5,4,4,25,"francis","non-diagnostic","ND2",33,2,"MTurk",7,2,4.25,-3.22157188896255
"R_1f7abUmtErdBIwk",6,3,5,4,69,"francis","non-diagnostic","ND2",44,2,"MTurk",4,2,4.5,-1.33458777897963
"R_1ffPs4AzIByteZt",4,5,3,4,58,"francis","non-diagnostic","ND2",28,2,"MTurk",7,2,4,-2.07165252599945
"R_1hNg29lhbaWlT8c",6,7,7,7,83,"francis","non-diagnostic","ND2",30,2,"MTurk",2,2,6.75,0.582072760666904
"R_879y8RmynP6Uykx",7,7,6,6,90,"francis","non-diagnostic","ND2",25,1,"MTurk",1,2,6.5,0.706544197700178
"R_u2PRHZcafAC9FLz",7,7,7,7,100,"francis","non-diagnostic","ND2",28,1,"MTurk",7,2,7,1.40416863987654
"R_2VapDdwUJtrrAld",6,7,7,5,70,"francis","non-diagnostic","ND2",26,1,"MTurk",7,5,6.25,-0.233872596039822
"R_3JDIdjPs5QXpQL7",7,7,6,7,86,"francis","non-diagnostic","ND2",45,1,"MTurk",NA,2,6.75,0.700393675197268
"R_2WwidygII9gOCoV",7,6,6,6,89,"francis","non-diagnostic","ND2",30,2,"MTurk",7,5,6.25,0.515493195985815
"R_2b3jnMoFQa9UJsr",7,7,7,7,88,"francis","non-diagnostic","ND2",28,2,"MTurk",3,2,7,0.930884981755085
"R_PLCBsEOScClStWx",5,6,6,6,82,"francis","non-diagnostic","ND2",29,1,"MTurk",7,2,5.75,-0.0638103316601836
"R_qCkTuPjvhBjeFkB",5,5,4,4,58,"francis","non-diagnostic","ND2",43,1,"MTurk",NA,2,4.5,-1.76843113225764
"R_2ZVOmz10h8MJi1f",7,5,6,4,72,"francis","non-diagnostic","ND2",41,1,"MTurk",7,2,5.5,-0.609824076965638
"R_1LbYi5mzKD1Kmrl",6,5,4,5,60,"francis","non-diagnostic","ND2",70,1,"MTurk",7,2,5,-1.38632912882891
"R_9oCCJksG7GjXuWB",7,7,7,7,98,"francis","non-diagnostic","ND2",38,1,"MTurk",7,2,7,1.32528803018963
"R_3nGlaJ0JvEgkjxV",6,7,6,6,96,"francis","non-diagnostic","ND2",65,2,"MTurk",7,2,6.25,0.791575329889997
"R_26apDyYV6YpfW7i",7,6,7,6,76,"francis","non-diagnostic","ND2",42,2,"MTurk",7,2,6.5,0.154379929891814
"R_1Nqsdf6Oq1aEyqY",6,5,3,5,80,"francis","non-diagnostic","ND2",28,1,"MTurk",1,5,4.75,-0.749133728830726
"R_2tm2rE6jZLEXnp7",7,6,6,7,93,"francis","non-diagnostic","ND2",60,2,"MTurk",7,3,6.5,0.824865112230542
"R_Y49ykISGGWqEMcV",1,1,1,1,73,"francis","non-diagnostic","ND2",33,1,"MTurk",7,2,1,-3.29937631579853
"R_1MQkBVYKZD8Eb4k",6,5,7,6,80,"francis","non-diagnostic","ND2",39,2,"MTurk",7,1,6,0.00891975552381542
"R_3h3X68fG6UYcrBi",6,6,6,5,84,"francis","non-diagnostic","ND2",44,1,"MTurk",7,NA,5.75,0.0150702780267256
"R_3OpgX3rcUo9LWnB",7,7,7,7,100,"francis","non-diagnostic","ND2",34,1,"MTurk",7,2,7,1.40416863987654
"R_pbWlL2aYYUL1YDT",6,6,6,6,100,"francis","non-diagnostic","ND2",31,1,"MTurk",NA,2,6,0.797725852392907
"R_sYJwqjl4ph5RcDn",6,5,6,7,55,"francis","non-diagnostic","ND2",25,1,"MTurk",7,2,6,-0.97708786556255
"R_1MQoxdNTgusu8o1",6,6,5,5,90,"francis","non-diagnostic","ND2",36,2,"MTurk",7,2,5.5,0.100101410216545
"R_3L0uxcnOiI4GTfM",7,7,7,6,89,"francis","non-diagnostic","ND2",26,1,"MTurk",7,2,6.75,0.818714589727632
"R_10AzSbE5bdCaDFa",6,3,5,4,72,"francis","non-diagnostic","ND2",34,2,"MTurk",1,2,4.5,-1.21626686444927
"R_2rpyXQKNoOY0AeT",4,5,4,4,59,"francis","non-diagnostic","ND2",33,1,"MTurk",7,NA,4.25,-1.88060152428509
"R_3LZmBDuc39rhqar",5,5,5,5,50,"francis","non-diagnostic","ND2",48,2,"MTurk",7,2,5,-1.78073217726346
"R_3lLdgaCN0FLOKjF",7,7,7,7,100,"francis","non-diagnostic","ND2",40,1,"MTurk",7,NA,7,1.40416863987654
"R_1DpszNUJe2Fen3R",6,7,7,6,92,"francis","non-diagnostic","ND2",25,2,"MTurk",7,2,6.5,0.785424807387087
"R_YQv4NIO2o9R9hm1",6,5,6,6,81,"francis","non-diagnostic","ND2",32,2,"MTurk",7,NA,5.75,-0.103250636503638
"R_24ukJGFHytvMIsV",6,6,6,6,70,"francis","non-diagnostic","ND2",47,2,"MTurk",7,2,6,-0.385483292910731
"R_2QohbpbPKf3Gj6F",6,6,5,5,75,"francis","non-diagnostic","ND2",28,1,"MTurk",NA,2,5.5,-0.491503162435274
"R_0ooAxU78aJMRuo1",7,6,5,5,86,"francis","non-diagnostic","ND2",25,1,"MTurk",7,NA,5.75,0.0939508877136348
"R_Qg3bP6ROB2ofGs9",4,7,6,5,64,"francis","non-diagnostic","ND2",44,1,"MTurk",2,2,5.5,-0.925346515713275
"R_paSUB5y0aY1bdU5",3,7,5,6,77,"francis","non-diagnostic","ND2",25,1,"MTurk",7,2,5.25,-0.564233249619273
"R_VON5Qnso2KPfiUN",7,7,7,7,97,"francis","non-diagnostic","ND2",21,1,"MTurk",7,5,7,1.28584772534618
"R_1M3RBJa3ZrhUkVj",7,6,7,7,79,"francis","non-diagnostic","ND2",32,1,"MTurk",7,2,6.75,0.424311541293086
"R_25uwg2mrgN77K3N",5,6,6,5,75,"francis","non-diagnostic","ND2",32,2,"MTurk",7,2,5.5,-0.491503162435274
"R_3izr3HhKmYKqgQO",5,7,5,6,82,"francis","non-diagnostic","ND2",30,2,"MTurk",7,NA,5.75,-0.0638103316601836
"R_DIV14hPSPUOlU9X",7,6,7,7,90,"francis","non-diagnostic","ND2",38,1,"MTurk",7,NA,6.75,0.858154894571086
"R_3nrsGxlsAtcWSe2",7,7,7,6,89,"francis","non-diagnostic","ND2",32,1,"MTurk",7,2,6.75,0.818714589727632
"R_2whvP2ytdsRDIk1",5,7,7,7,85,"francis","non-diagnostic","ND2",25,2,"MTurk",7,2,6.5,0.509342673482905
"R_1C0UsLqaMOSJaJP",7,6,7,6,91,"francis","non-diagnostic","ND2",39,2,"MTurk",1,2,6.5,0.745984502543632
"R_2dAxOBVZvSt9RA2",1,7,1,1,83,"francis","non-diagnostic","ND2",25,1,"MTurk",7,2,2.5,-1.99530908613854
"R_2bT4sQL7hq6ZYmF",6,6,7,6,81,"francis","non-diagnostic","ND2",59,1,"MTurk",NA,5,6.25,0.199970757238178
"R_p0j5TRVEmUqrnwt",5,6,5,6,78,"francis","non-diagnostic","ND2",33,1,"MTurk",7,2,5.5,-0.37318224790491
"R_2VCsoU47beQcrkQ",7,7,7,7,100,"francis","non-diagnostic","ND2",67,2,"MTurk",7,5,7,1.40416863987654
"R_3lDiM0wHODQggON",6,7,6,6,85,"francis","non-diagnostic","ND2",39,2,"MTurk",7,2,6.25,0.357731976611997
"R_eWHJqB94Rzr1dYZ",7,6,6,6,91,"francis","non-diagnostic","ND2",20,2,"MTurk",2,2,6.25,0.594373805672724
"R_1hLSIejFVEExKqg",5,6,6,5,70,"francis","non-diagnostic","ND2",53,1,"MTurk",7,3,5.5,-0.688704686652547
"R_z7pwJZsZLoWOfsJ",7,7,7,7,96,"francis","non-diagnostic","ND2",34,1,"MTurk",NA,2,7,1.24640742050272
"R_306rZmfGt6XjU59",5,5,5,5,71,"francis","non-diagnostic","ND2",41,1,"MTurk",7,2,5,-0.952485775550909
"R_2dgBw2Rrqsh47DR",6,7,6,7,90,"francis","non-diagnostic","ND2",36,2,"MTurk",7,2,6.5,0.706544197700178
