StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_G_M_R_1,S_G_M_R_2,S_G_M_R_3,S_G_M_R_4,S_G_M_M_1,R_G_ND1_R_1,R_G_ND1_R_2,R_G_ND1_R_3,R_G_ND1_R_4,R_G_ND1_M_1,A_B_M_R_1,A_B_M_R_2,A_B_M_R_3,A_B_M_R_4,A_B_M_M_1,F_B_ND2_R_1,F_B_ND2_R_2,F_B_ND2_R_3,F_B_ND2_R_4,F_B_ND2_M_1,attn_chk_1Q,attn_chk_2_Q,S_G_ND1_R_1,S_G_ND1_R_2,S_G_ND1_R_3,S_G_ND1_R_4,S_G_ND1_M_1,R_G_M_R_1,R_G_M_R_2,R_G_M_R_3,R_G_M_R_4,R_G_M_M_1,A_B_ND2_R_1,A_B_ND2_R_2,A_B_ND2_R_3,A_B_ND2_R_4,A_B_ND2_M_1,F_B_M_R_1,F_B_M_R_2,F_B_M_R_3,F_B_M_R_4,F_B_M_M_1,R_G_ND2_R_1,R_G_ND2_R_2,R_G_ND2_R_3,R_G_ND2_R_4,R_G_ND2_M_1,F_B_ND1_R_1,F_B_ND1_R_2,F_B_ND1_R_3,F_B_ND1_R_4,F_B_ND1_M_1,S_G_ND2_R_1,S_G_ND2_R_2,S_G_ND2_R_3,S_G_ND2_R_4,S_G_ND2_M_1,A_B_ND1_R_1,A_B_ND1_R_2,A_B_ND1_R_3,A_B_ND1_R_4,A_B_ND1_M_1,previous_version,FL_59_DO,FL_6_DO,FL_26_DO,FL_27_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_31_DO,FL_93_DO,FL_100_DO
2022-04-11 18:16:22,2022-04-11 18:18:01,0,100,98,1,2022-04-11 18:18:01,R_3sp2mB5kIMPzfTq,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,3,6,4,5,3,52,4,3,4,5,60,6,4,5,6,56,3,5,5,6,65,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,F_B_M|A_B_ND2|S_G_ND1|R_G_M|attn1|attn2,,,,,,
2022-04-11 18:10:57,2022-04-11 18:18:02,0,100,424,1,2022-04-11 18:18:02,R_s4GoQT2nnMkKWv7,,,,,anonymous,EN,1,65,1,,7,7,6,6,95,,,,,,1,2,2,2,15,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,7,6,7,98,2,1,1,3,10,,,,,,,,,,,2,FL_6,FL_30,,,,,attn2|attn1|A_B_M|S_G_M|R_G_ND2|F_B_ND1,,,
2022-04-11 17:50:54,2022-04-11 18:18:17,0,100,1642,1,2022-04-11 18:18:17,R_1OOJR2BjzBMLsRM,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,6,7,3,6,80,,,,,,7,6,7,7,86,,,,,,,,,,,7,7,6,5,76,7,6,6,7,88,2,FL_6,FL_31,,,,,,A_B_ND1|F_B_M|attn2|S_G_ND2|R_G_M|attn1,,
2022-04-11 18:15:20,2022-04-11 18:19:05,0,100,224,1,2022-04-11 18:19:06,R_AMZxWKEKRfx1b7X,,,,,anonymous,EN,1,25,1,,7,7,7,7,95,7,7,7,7,94,7,7,7,7,91,7,7,7,7,90,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,F_B_ND2|S_G_M|A_B_M|attn1|R_G_ND1|attn2,,,,,,,
2022-04-11 18:18:01,2022-04-11 18:19:35,0,100,93,1,2022-04-11 18:19:37,R_10Sg6Z1Y0kU51p7,,,,,anonymous,EN,1,32,1,,7,7,7,7,100,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,6,7,6,7,100,6,7,7,7,100,,,,,,,,,,,7,6,7,6,100,1,FL_6,FL_93,,,,,,,S_G_M|attn2|attn1|R_G_ND2|A_B_ND1|F_B_M,
2022-04-11 18:18:38,2022-04-11 18:20:17,0,100,98,1,2022-04-11 18:20:19,R_2fe4M4xMcesMnQd,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,3,4,3,3,74,,,,,,7,3,,,,,,3,4,3,4,78,,,,,,,,,,,,,,,,3,4,6,4,52,3,4,7,5,72,,,,,,1,FL_6,FL_100,,,,,,,,F_B_ND1|attn2|R_G_M|attn1|A_B_M|S_G_ND2
2022-04-11 18:18:22,2022-04-11 18:20:34,0,100,132,1,2022-04-11 18:20:35,R_32VoEtrhxkH2HZa,,,,,anonymous,EN,1,30,1,,3,6,4,5,63,3,4,3,5,63,,,,,,,,,,,7,3,,,,,,,,,,,3,2,4,3,63,3,5,7,3,63,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_28,,,S_G_M|attn2|F_B_M|A_B_ND2|R_G_ND1|attn1,,,,,
2022-04-11 18:18:02,2022-04-11 18:21:46,0,100,223,1,2022-04-11 18:21:46,R_2dZnDOH1LFkMQyC,,,,,anonymous,EN,1,60,2,,,,,,,,,,,,1,1,2,2,18,1,1,1,1,14,7,2,7,7,7,7,87,7,7,7,7,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,F_B_ND2|S_G_ND1|attn1|R_G_M|attn2|A_B_M,,,,
2022-04-11 18:21:09,2022-04-11 18:21:51,0,100,41,1,2022-04-11 18:21:52,R_1r96BV9UMgEPW9B,,,,,anonymous,EN,1,30,1,,5,6,5,4,55,,,,,,4,6,7,6,47,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,3,2,2,5,47,5,7,7,7,48,,,,,,,,,,,1,FL_6,FL_30,,,,,F_B_ND1|R_G_ND2|attn1|A_B_M|S_G_M|attn2,,,
2022-04-11 18:21:31,2022-04-11 18:22:39,0,100,67,1,2022-04-11 18:22:40,R_1OWiMbxEXNqRiGe,,,,,anonymous,EN,1,25,1,,5,7,6,6,66,6,7,5,7,74,5,7,6,5,84,7,6,5,6,79,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,attn2|R_G_ND1|F_B_ND2|A_B_M|attn1|S_G_M,,,,,,,
2022-04-11 18:16:51,2022-04-11 18:22:46,0,100,354,1,2022-04-11 18:22:46,R_2P5cjS2GKgpd8R0,,,,,anonymous,EN,1,33,1,,6,6,5,5,93,6,6,6,5,95,,,,,,,,,,,7,2,,,,,,,,,,,2,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,F_B_M|R_G_ND1|S_G_M|attn2|A_B_ND2|attn1,,,,,
2022-04-11 18:22:12,2022-04-11 18:23:00,0,100,47,1,2022-04-11 18:23:00,R_2EucpNctvjVDZqu,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,5,7,6,6,46,4,2,2,6,48,7,3,4,7,4,5,48,4,7,7,5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,A_B_M|attn2|F_B_ND2|attn1|R_G_M|S_G_ND1,,,,
2022-04-11 18:21:36,2022-04-11 18:23:00,0,100,83,1,2022-04-11 18:23:00,R_25z2FN9kAT6PVC2,,,,,anonymous,EN,1,30,1,,3,3,4,3,88,4,4,6,5,77,3,3,5,4,88,3,4,6,4,53,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,F_B_ND2|attn2|R_G_ND1|attn1|S_G_M|A_B_M,,,,,,,
2022-04-11 18:17:18,2022-04-11 18:23:17,0,100,358,1,2022-04-11 18:23:18,R_3L4zsfiMIh9eKIx,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,,,,,,,,,,,7,5,6,5,6,5,69,6,5,7,5,80,6,5,6,4,58,6,5,6,4,65,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,R_G_M|F_B_M|attn2|S_G_ND1|A_B_ND2|attn1,,,,,,
2022-04-11 18:24:13,2022-04-11 18:24:59,0,100,45,1,2022-04-11 18:24:59,R_2blA9hoCGo0pNx7,,,,,anonymous,EN,1,30,1,,4,2,2,7,54,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,5,6,6,7,48,6,7,6,5,48,,,,,,,,,,,2,3,3,2,54,1,FL_6,FL_93,,,,,,,R_G_ND2|attn1|F_B_M|A_B_ND1|S_G_M|attn2,
2022-04-11 18:23:57,2022-04-11 18:25:07,0,100,70,1,2022-04-11 18:25:08,R_06gb8djRmpUJxJv,,,,,anonymous,EN,1,25,1,,5,6,6,7,81,,,,,,5,6,6,5,71,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,6,6,5,6,86,5,6,5,5,65,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|F_B_ND1|attn2|attn1|S_G_M|R_G_ND2,,,
2022-04-11 18:24:12,2022-04-11 18:25:20,0,100,68,1,2022-04-11 18:25:21,R_3j8WG6f4fMjaQND,,,,,anonymous,EN,1,25,1,,5,6,5,6,74,6,5,6,4,70,,,,,,,,,,,7,5,,,,,,,,,,,6,5,7,5,63,6,5,6,5,67,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn2|attn1|R_G_ND1|S_G_M|F_B_M|A_B_ND2,,,,,
2022-04-11 18:24:40,2022-04-11 18:25:38,0,100,57,1,2022-04-11 18:25:38,R_29gnzkTiyIBQQLM,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,6,7,7,7,72,,,,,,6,7,7,6,79,,,,,,,,,,,6,6,7,6,81,7,7,6,7,73,3,FL_6,FL_31,,,,,,S_G_ND2|R_G_M|attn1|A_B_ND1|attn2|F_B_M,,
2022-04-11 18:22:01,2022-04-11 18:25:55,0,100,233,1,2022-04-11 18:25:55,R_BE6czklQqTWRDKF,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,1,3,6,7,1,7,100,7,7,7,7,88,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,A_B_ND2|S_G_ND1|attn1|F_B_M|R_G_M|attn2,,,,,,
2022-04-11 18:22:58,2022-04-11 18:26:03,0,100,184,1,2022-04-11 18:26:04,R_3DelChUK9qVOp9K,,,,,anonymous,EN,1,54,2,,,,,,,,,,,,5,6,5,6,67,,,,,,7,5,,,,,,6,5,6,5,72,,,,,,,,,,,,,,,,6,5,6,5,73,6,5,6,5,72,,,,,,1,FL_6,FL_100,,,,,,,,attn2|A_B_M|S_G_ND2|R_G_M|attn1|F_B_ND1
2022-04-11 18:18:55,2022-04-11 18:26:19,0,100,443,1,2022-04-11 18:26:20,R_3D2pUaebz9MS8xg,,,,,anonymous,EN,1,25,1,,5,7,6,5,83,,,,,,6,5,6,5,78,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,4,6,5,6,85,7,6,5,6,76,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|R_G_ND2|attn2|F_B_ND1|attn1|S_G_M,,,
2022-04-11 18:24:28,2022-04-11 18:27:05,0,100,156,1,2022-04-11 18:27:05,R_2uPxP9RJtWJeGKb,,,,,anonymous,EN,1,44,1,,5,7,3,5,79,5,4,5,7,74,,,,,,,,,,,4,3,,,,,,,,,,,6,3,5,7,68,5,7,5,3,76,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,R_G_ND1|S_G_M|attn2|F_B_M|A_B_ND2|attn1,,,,,
2022-04-11 18:25:53,2022-04-11 18:27:13,0,100,80,1,2022-04-11 18:27:14,R_3LhSa6OacrNdjoG,,,,,anonymous,EN,1,49,1,,6,5,4,7,75,7,4,7,5,73,5,6,6,4,66,7,4,5,7,76,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,S_G_M|R_G_ND1|attn2|F_B_ND2|A_B_M|attn1,,,,,,,
2022-04-11 18:15:36,2022-04-11 18:27:27,0,100,710,1,2022-04-11 18:27:27,R_1I63XUrNjRr3Y4I,,,,,anonymous,EN,1,28,2,,4,5,6,7,72,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,4,5,6,7,84,4,5,6,7,79,,,,,,,,,,,4,5,6,7,73,2,FL_6,FL_93,,,,,,,attn2|S_G_M|A_B_ND1|F_B_M|R_G_ND2|attn1,
2022-04-11 18:25:51,2022-04-11 18:27:47,0,100,115,1,2022-04-11 18:27:47,R_3etA9vkK7wXT758,,,,,anonymous,EN,1,30,2,,,,,,,,,,,,,,,,,,,,,,7,2,7,5,6,5,75,6,7,5,6,81,6,7,6,7,79,7,6,7,6,74,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,F_B_M|attn2|attn1|R_G_M|S_G_ND1|A_B_ND2,,,,,,
2022-04-11 17:58:27,2022-04-11 18:28:34,0,100,1806,1,2022-04-11 18:28:34,R_3fqSvDIIiKPYD0A,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,6,6,6,90,,,,,,2,2,2,2,15,,,,,,,,,,,6,6,6,6,90,3,3,3,3,30,2,FL_6,FL_31,,,,,,attn1|R_G_M|attn2|S_G_ND2|F_B_M|A_B_ND1,,
2022-04-11 18:25:40,2022-04-11 18:28:48,0,100,188,1,2022-04-11 18:28:49,R_3jflNS07c3cVUi0,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,6,6,6,5,73,6,5,4,6,63,7,5,5,6,5,6,71,6,5,7,5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,attn2|A_B_M|F_B_ND2|S_G_ND1|R_G_M|attn1,,,,
2022-04-11 18:27:34,2022-04-11 18:29:09,0,100,94,1,2022-04-11 18:29:09,R_2xDfbWRqyWu0gKP,,,,,anonymous,EN,1,48,1,,3,7,4,5,71,2,6,3,5,77,5,7,3,7,75,1,6,2,7,75,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,attn2|A_B_M|F_B_ND2|S_G_M|R_G_ND1|attn1,,,,,,,
2022-04-11 18:29:34,2022-04-11 18:31:02,0,100,88,1,2022-04-11 18:31:04,R_1pAsdb1kpLn1jXM,,,,,anonymous,EN,1,48,1,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,4,7,4,6,70,,,,,,2,6,4,6,68,,,,,,,,,,,4,7,3,4,75,5,6,5,7,77,2,FL_6,FL_31,,,,,,attn1|S_G_ND2|R_G_M|attn2|A_B_ND1|F_B_M,,
2022-04-11 18:28:51,2022-04-11 18:31:22,0,100,151,1,2022-04-11 18:31:22,R_vxI2HL18gNEcOYN,,,,,anonymous,EN,1,27,1,,,,,,,,,,,,,,,,,,,,,,7,2,6,7,7,6,85,5,6,5,6,60,2,2,1,2,9,1,1,1,1,14,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,F_B_M|attn2|R_G_M|S_G_ND1|attn1|A_B_ND2,,,,,,
2022-04-11 18:30:26,2022-04-11 18:32:15,0,100,108,1,2022-04-11 18:32:15,R_1r2Ky1xje4trexX,,,,,anonymous,EN,1,24,1,,6,6,6,6,87,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,2,2,2,2,15,6,6,6,6,84,,,,,,,,,,,3,3,3,3,30,2,FL_6,FL_93,,,,,,,F_B_M|attn1|R_G_ND2|A_B_ND1|attn2|S_G_M,
2022-04-11 18:29:19,2022-04-11 18:32:15,0,100,175,1,2022-04-11 18:32:16,R_3Jeh5CsOiphrhZu,,,,,anonymous,EN,1,36,2,,,,,,,,,,,,7,7,7,7,96,,,,,,3,3,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,93,,,,,,1,FL_6,FL_100,,,,,,,,attn1|attn2|F_B_ND1|R_G_M|S_G_ND2|A_B_M
2022-04-11 18:30:32,2022-04-11 18:33:05,0,100,152,1,2022-04-11 18:33:05,R_33ed3aR3PCALGAw,,,,,anonymous,EN,1,42,1,,6,6,6,6,88,,,,,,2,2,1,1,20,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,6,7,7,7,82,3,2,1,2,22,,,,,,,,,,,2,FL_6,FL_30,,,,,attn1|F_B_ND1|R_G_ND2|S_G_M|A_B_M|attn2,,,
2022-04-11 18:27:08,2022-04-11 18:33:22,0,100,374,1,2022-04-11 18:33:23,R_Rq9ZQodYrTEd5D3,,,,,anonymous,EN,1,31,2,,,,,,,,,,,,2,3,3,2,20,2,3,2,2,15,7,2,5,6,6,5,85,6,5,6,6,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,attn1|A_B_M|R_G_M|attn2|S_G_ND1|F_B_ND2,,,,
2022-04-11 18:30:31,2022-04-11 18:33:40,0,100,188,1,2022-04-11 18:33:40,R_p4wTPficAt7Kkwh,,,,,anonymous,EN,1,31,1,,7,7,7,7,100,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,7,7,7,7,89,7,7,7,7,92,,,,,,,,,,,7,7,7,7,92,2,FL_6,FL_93,,,,,,,S_G_M|F_B_M|R_G_ND2|attn1|A_B_ND1|attn2,
2022-04-11 18:30:33,2022-04-11 18:33:49,0,100,195,1,2022-04-11 18:33:49,R_2B40bAIG1IuLvg2,,,,,anonymous,EN,1,42,1,,,,,,,,,,,,,,,,,,,,,,7,5,6,5,4,4,73,4,6,5,6,79,7,6,5,4,71,5,4,4,6,81,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,R_G_M|attn1|F_B_M|A_B_ND2|attn2|S_G_ND1,,,,,,
2022-04-11 18:28:59,2022-04-11 18:34:07,0,100,307,1,2022-04-11 18:34:07,R_3OlbV7oO6TeI0I8,,,,,anonymous,EN,1,47,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,5,5,7,5,96,,,,,,7,6,7,5,86,,,,,,,,,,,6,4,3,3,95,7,6,7,6,88,1,FL_6,FL_31,,,,,,attn1|A_B_ND1|attn2|F_B_M|R_G_M|S_G_ND2,,
2022-04-11 18:30:39,2022-04-11 18:34:07,0,100,207,1,2022-04-11 18:34:07,R_232m6zwT2HBlkHF,,,,,anonymous,EN,1,33,1,,6,6,6,6,93,6,6,6,6,95,,,,,,,,,,,7,2,,,,,,,,,,,2,2,3,2,20,2,2,2,2,11,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_28,,,A_B_ND2|attn1|attn2|F_B_M|R_G_ND1|S_G_M,,,,,
2022-04-11 18:31:52,2022-04-11 18:34:59,0,100,186,1,2022-04-11 18:34:59,R_OcLnEyUHPdy0rdL,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,1,1,3,3,25,1,4,1,4,39,7,2,5,6,6,5,68,7,7,7,7,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,A_B_M|R_G_M|F_B_ND2|attn1|attn2|S_G_ND1,,,,
2022-04-11 18:31:52,2022-04-11 18:35:19,0,100,206,1,2022-04-11 18:35:20,R_10qFmpOQeitQsPH,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,1,1,2,2,20,3,3,4,3,30,7,2,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,S_G_ND1|attn1|R_G_M|A_B_M|attn2|F_B_ND2,,,,
2022-04-11 18:32:30,2022-04-11 18:35:30,0,100,179,1,2022-04-11 18:35:31,R_DqTlg8g6hnSXodj,,,,,anonymous,EN,1,40,2,,,,,,,,,,,,,,,,,,,,,,7,2,7,7,7,7,100,7,7,7,7,100,1,1,3,3,10,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,attn2|R_G_M|attn1|S_G_ND1|A_B_ND2|F_B_M,,,,,,
2022-04-11 18:33:06,2022-04-11 18:36:12,0,100,186,1,2022-04-11 18:36:14,R_yDska4gUbt8q3Yt,,,,,anonymous,EN,1,30,1,,6,7,6,5,73,5,6,5,5,42,,,,,,,,,,,7,5,,,,,,,,,,,5,4,6,5,59,5,6,5,5,61,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,S_G_M|attn1|F_B_M|A_B_ND2|attn2|R_G_ND1,,,,,
2022-04-11 18:30:57,2022-04-11 18:37:02,0,100,364,1,2022-04-11 18:37:02,R_3lKqLFPqXEoQDXF,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,1,1,1,1,0,,,,,,2,2,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,1,1,1,1,0,7,7,7,7,100,,,,,,2,FL_6,FL_100,,,,,,,,A_B_M|F_B_ND1|S_G_ND2|R_G_M|attn1|attn2
2022-04-11 18:34:45,2022-04-11 18:37:02,0,100,137,1,2022-04-11 18:37:03,R_2S7cz5xYVEhhBCD,,,,,anonymous,EN,1,22,2,,6,6,6,6,85,,,,,,2,2,2,2,25,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,6,6,6,6,85,2,2,2,2,25,,,,,,,,,,,2,FL_6,FL_30,,,,,F_B_ND1|A_B_M|S_G_M|R_G_ND2|attn1|attn2,,,
2022-04-11 18:29:42,2022-04-11 18:37:08,0,100,446,1,2022-04-11 18:37:09,R_3kj1O8qKeyxq6pG,,,,,anonymous,EN,1,41,1,,7,7,7,7,100,7,6,7,7,100,,,,,,,,,,,7,2,,,,,,,,,,,7,5,6,6,96,3,2,1,5,12,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,F_B_M|R_G_ND1|attn1|A_B_ND2|attn2|S_G_M,,,,,
2022-04-11 18:33:09,2022-04-11 18:37:39,0,100,270,1,2022-04-11 18:37:40,R_RLaCLEKsg4TFl29,,,,,anonymous,EN,1,65,1,,7,7,7,6,100,7,7,7,7,100,,,,,,,,,,,7,5,,,,,,,,,,,1,1,4,4,0,1,1,2,4,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,A_B_ND2|attn1|S_G_M|attn2|F_B_M|R_G_ND1,,,,,
2022-04-11 18:33:25,2022-04-11 18:37:44,0,100,258,1,2022-04-11 18:37:45,R_RKaOXn8XC1El2Mx,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,,,,,,,,,,,1,1,7,7,7,7,100,7,7,7,7,99,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,attn2|attn1|F_B_M|A_B_ND2|R_G_M|S_G_ND1,,,,,,
2022-04-11 18:35:52,2022-04-11 18:37:49,0,100,117,1,2022-04-11 18:37:49,R_1jPzY1Nag1yjgou,,,,,anonymous,EN,1,30,2,,5,5,5,6,61,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,5,6,5,5,74,5,5,6,6,63,,,,,,,,,,,5,5,6,6,62,3,FL_6,FL_93,,,,,,,A_B_ND1|S_G_M|attn1|R_G_ND2|attn2|F_B_M,
2022-04-11 18:32:32,2022-04-11 18:38:46,0,100,373,1,2022-04-11 18:38:46,R_3G1G1mq6OZecRQt,,,,,anonymous,EN,1,36,1,,,,,,,,,,,,2,2,2,1,16,,,,,,7,2,,,,,,6,6,7,7,90,,,,,,,,,,,,,,,,4,1,2,2,19,7,7,7,7,92,,,,,,3,FL_6,FL_100,,,,,,,,F_B_ND1|R_G_M|attn2|A_B_M|attn1|S_G_ND2
2022-04-11 18:31:03,2022-04-11 18:39:35,0,100,512,1,2022-04-11 18:39:35,R_2RWIxtIZ7menU91,,,,,anonymous,EN,1,25,1,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,96,7,7,7,7,99,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,S_G_M|attn2|attn1|R_G_ND1|F_B_ND2|A_B_M,,,,,,,
2022-04-11 18:38:12,2022-04-11 18:39:52,0,100,100,1,2022-04-11 18:39:53,R_1g1rZyRwFSm1Rte,,,,,anonymous,EN,1,47,1,,,,,,,,,,,,1,1,1,1,0,,,,,,7,2,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,1,1,1,1,0,7,7,7,7,100,,,,,,2,FL_6,FL_100,,,,,,,,attn2|S_G_ND2|A_B_M|F_B_ND1|attn1|R_G_M
2022-04-11 18:37:06,2022-04-11 18:40:17,0,100,190,1,2022-04-11 18:40:17,R_2cAPDiHSKRYYCqs,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,7,6,6,90,,,,,,4,5,3,4,55,,,,,,,,,,,6,6,6,6,84,3,2,3,4,35,2,FL_6,FL_31,,,,,,attn2|S_G_ND2|attn1|F_B_M|R_G_M|A_B_ND1,,
2022-04-11 18:38:17,2022-04-11 18:40:20,0,100,123,1,2022-04-11 18:40:21,R_2aKWJSBCx2lUOWh,,,,,anonymous,EN,1,51,1,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,1,3,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_29,,,,R_G_M|F_B_ND2|S_G_ND1|attn1|attn2|A_B_M,,,,
2022-04-11 18:38:37,2022-04-11 18:41:26,0,100,168,1,2022-04-11 18:41:26,R_bIVRyhBzvBGR5QZ,,,,,anonymous,EN,1,25,1,,7,7,7,7,100,7,7,7,7,97,7,7,7,7,100,7,7,7,7,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,attn1|S_G_M|A_B_M|F_B_ND2|attn2|R_G_ND1,,,,,,,
2022-04-11 18:40:54,2022-04-11 18:43:05,0,100,131,1,2022-04-11 18:43:05,R_3ez5q4EJK6C7vAj,,,,,anonymous,EN,1,21,1,,6,5,5,6,78,,,,,,6,5,6,5,77,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,5,6,4,5,67,6,5,6,5,69,,,,,,,,,,,3,FL_6,FL_30,,,,,attn2|R_G_ND2|attn1|A_B_M|S_G_M|F_B_ND1,,,
2022-04-11 18:38:43,2022-04-11 18:43:47,0,100,303,1,2022-04-11 18:43:48,R_x4bUssR486PKhC9,,,,,anonymous,EN,1,25,1,,7,7,7,7,97,7,7,7,7,97,7,7,7,7,100,7,7,7,7,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,attn1|R_G_ND1|S_G_M|attn2|A_B_M|F_B_ND2,,,,,,,
2022-04-11 18:42:06,2022-04-11 18:44:26,0,100,139,1,2022-04-11 18:44:26,R_12ilrf9uhoJTAk8,,,,,anonymous,EN,1,43,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,7,5,7,100,,,,,,6,6,7,6,100,,,,,,,,,,,7,5,7,6,98,5,7,6,7,100,2,FL_6,FL_31,,,,,,attn2|S_G_ND2|F_B_M|R_G_M|attn1|A_B_ND1,,
2022-04-11 18:44:01,2022-04-11 18:46:26,0,100,144,1,2022-04-11 18:46:26,R_1lyucgvqFcVPSeL,,,,,anonymous,EN,1,45,1,,7,7,7,7,80,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,7,7,7,7,71,7,7,7,7,82,,,,,,,,,,,7,7,7,7,81,1,FL_6,FL_93,,,,,,,F_B_M|S_G_M|R_G_ND2|A_B_ND1|attn1|attn2,
