"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_sclVw2BVnmql1Fn",4,4,4,4,73,"sam","diagnostic","NA","good",4,5,5,5,5,73,"robin","non-diagnostic","ND2","good",5,3,3,2,3,39,"francis","diagnostic","NA","bad",2.75,3,3,4,4,41,"alex","non-diagnostic","ND1","bad",3.5,29,2,7,2
"R_0HxMVVSMrwT5IZ3",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,0,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,45,1,7,2
"R_3oHBpGg58iJ53xN",6,6,6,6,90,"sam","diagnostic","NA","good",6,6,6,6,6,80,"robin","non-diagnostic","ND2","good",6,2,2,2,2,10,"francis","diagnostic","NA","bad",2,2,2,2,2,10,"alex","non-diagnostic","ND1","bad",2,34,1,7,2
"R_2SJljD4RsmX1tis",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,2,2,9,"francis","diagnostic","NA","bad",1.5,1,1,2,2,10,"alex","non-diagnostic","ND2","bad",1.5,30,2,7,2
"R_2VJFnOxcI7uxNfE",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,7,7,86,"robin","non-diagnostic","ND2","good",7,1,1,1,1,9,"francis","diagnostic","NA","bad",1,1,2,3,2,22,"alex","non-diagnostic","ND1","bad",2,25,2,7,2
"R_2Pig0JGX7mMk8Uv",6,6,6,6,85,"sam","diagnostic","NA","good",6,6,6,6,6,90,"robin","non-diagnostic","ND1","good",6,3,3,3,3,27,"francis","non-diagnostic","ND2","bad",3,2,2,2,2,19,"alex","diagnostic","NA","bad",2,52,1,7,2
"R_2waIvEynDk4KEON",4,5,6,7,70,"sam","diagnostic","NA","good",5.5,4,5,6,7,82,"robin","non-diagnostic","ND1","good",5.5,4,5,6,7,100,"francis","non-diagnostic","ND2","bad",5.5,4,5,6,7,84,"alex","diagnostic","NA","bad",5.5,28,2,2,2
"R_1XLZlkIA13xygut",7,7,6,7,95,"sam","diagnostic","NA","good",6.75,6,7,6,7,90,"robin","non-diagnostic","ND2","good",6.5,2,2,1,2,15,"francis","non-diagnostic","ND1","bad",1.75,1,1,2,1,10,"alex","diagnostic","NA","bad",1.25,54,2,7,2
"R_1LvAljCKMTWz3g2",7,7,7,7,95,"sam","diagnostic","NA","good",7,7,7,7,7,95,"robin","non-diagnostic","ND1","good",7,1,1,1,1,9,"francis","diagnostic","NA","bad",1,1,1,2,2,10,"alex","non-diagnostic","ND2","bad",1.5,51,1,7,2
"R_1giQnce0fTHrC44",7,7,7,7,95,"sam","diagnostic","NA","good",7,7,7,6,7,95,"robin","non-diagnostic","ND1","good",6.75,2,2,2,1,10,"francis","diagnostic","NA","bad",1.75,3,3,4,3,35,"alex","non-diagnostic","ND2","bad",3.25,27,1,7,2
"R_1ONNowqAq2remDz",6,7,4,6,92,"sam","diagnostic","NA","good",5.75,7,5,7,6,81,"robin","non-diagnostic","ND1","good",6.25,6,4,7,6,85,"francis","diagnostic","NA","bad",5.75,7,4,6,5,72,"alex","non-diagnostic","ND2","bad",5.5,28,2,7,4
"R_31gukCyIjzYVMnm",7,7,7,7,100,"sam","diagnostic","NA","good",7,6,7,6,7,87,"robin","non-diagnostic","ND2","good",6.5,3,2,1,2,4,"francis","non-diagnostic","ND1","bad",2,2,1,3,1,5,"alex","diagnostic","NA","bad",1.75,38,2,7,2
"R_yK4uIzQTS9Y6QKt",7,7,6,6,88,"sam","diagnostic","NA","good",6.5,6,7,7,5,90,"robin","non-diagnostic","ND2","good",6.25,2,3,2,1,18,"francis","diagnostic","NA","bad",2,2,3,2,2,26,"alex","non-diagnostic","ND1","bad",2.25,28,2,7,2
"R_29b5i8MT6fWzKoR",5,4,4,4,73,"sam","diagnostic","NA","good",4.25,4,4,4,4,88,"robin","non-diagnostic","ND2","good",4,5,4,5,4,80,"francis","non-diagnostic","ND1","bad",4.5,4,5,4,4,86,"alex","diagnostic","NA","bad",4.25,25,2,2,5
"R_2OJ6hwJcvPmzP5u",5,6,4,3,71,"sam","diagnostic","NA","good",4.5,7,7,2,4,67,"robin","non-diagnostic","ND2","good",5,6,6,5,4,66,"francis","diagnostic","NA","bad",5.25,5,6,1,2,69,"alex","non-diagnostic","ND1","bad",3.5,33,1,1,5
"R_2v7yzBdSeVtCFI0",7,7,7,7,96,"sam","diagnostic","NA","good",7,7,7,7,7,98,"robin","non-diagnostic","ND1","good",7,1,1,1,1,6,"francis","diagnostic","NA","bad",1,1,1,1,1,3,"alex","non-diagnostic","ND2","bad",1,31,1,7,2
"R_3iqAlKJDcMqdTqp",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,3,2,1,1,17,"francis","non-diagnostic","ND2","bad",1.75,1,1,1,1,0,"alex","diagnostic","NA","bad",1,28,1,7,2
"R_28OGBxwpOY1Jcik",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,2,1,1,11,"alex","non-diagnostic","ND2","bad",1.25,26,1,7,2
"R_3RsvPGi2z2I2KO6",5,4,6,4,53,"sam","diagnostic","NA","good",4.75,5,4,6,4,64,"robin","non-diagnostic","ND1","good",4.75,6,4,5,4,55,"francis","diagnostic","NA","bad",4.75,5,4,6,5,59,"alex","non-diagnostic","ND2","bad",5,45,2,7,2
"R_2fg44ZY5oopcOml",4,6,4,3,53,"sam","diagnostic","NA","good",4.25,5,3,4,6,44,"robin","non-diagnostic","ND2","good",4.5,3,6,4,3,54,"francis","diagnostic","NA","bad",4,4,3,5,4,57,"alex","non-diagnostic","ND1","bad",4,33,2,1,5
"R_2aD2KiUEopLj38o",5,6,6,7,78,"sam","diagnostic","NA","good",6,4,5,6,6,65,"robin","non-diagnostic","ND1","good",5.25,2,3,2,3,8,"francis","diagnostic","NA","bad",2.5,3,4,3,2,32,"alex","non-diagnostic","ND2","bad",3,64,1,7,5
"R_1r1APRMlldKR7Rz",6,6,5,6,90,"sam","diagnostic","NA","good",5.75,6,6,6,6,80,"robin","non-diagnostic","ND2","good",6,3,2,1,2,20,"francis","diagnostic","NA","bad",2,3,2,2,2,20,"alex","non-diagnostic","ND1","bad",2.25,53,2,7,2
"R_1Nb1ql3hJuoRPAh",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,1,1,1,1,1,"francis","non-diagnostic","ND1","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,59,2,7,2
"R_AO0iSqIoNfbVJ29",7,7,7,7,96,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,2,1,1,2,11,"francis","diagnostic","NA","bad",1.5,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,30,1,7,2
"R_2tchnN8oERw5Qc1",6,6,6,6,85,"sam","diagnostic","NA","good",6,4,4,5,4,75,"robin","non-diagnostic","ND2","good",4.25,3,4,3,3,30,"francis","non-diagnostic","ND1","bad",3.25,2,2,2,2,10,"alex","diagnostic","NA","bad",2,39,2,7,2
"R_3iOycmy116GnZur",6,6,6,6,82,"sam","diagnostic","NA","good",6,6,6,6,7,85,"robin","non-diagnostic","ND1","good",6.25,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,3,1,13,"alex","non-diagnostic","ND2","bad",1.5,36,1,7,2
"R_1GwBi9r0HgTtaJf",7,7,7,7,77,"sam","diagnostic","NA","good",7,7,7,7,7,83,"robin","non-diagnostic","ND2","good",7,5,4,3,4,76,"francis","diagnostic","NA","bad",4,4,6,5,7,79,"alex","non-diagnostic","ND1","bad",5.5,60,1,2,2
"R_2ZOK0GbgdjQYPhO",6,6,7,6,88,"sam","diagnostic","NA","good",6.25,5,6,6,7,85,"robin","non-diagnostic","ND2","good",6,2,3,3,2,20,"francis","non-diagnostic","ND1","bad",2.5,3,2,3,3,27,"alex","diagnostic","NA","bad",2.75,55,1,7,2
"R_2YrB5MXVWdvV5MN",6,6,7,7,82,"sam","diagnostic","NA","good",6.5,5,6,5,5,72,"robin","non-diagnostic","ND2","good",5.25,3,2,2,3,16,"francis","diagnostic","NA","bad",2.5,1,1,2,2,14,"alex","non-diagnostic","ND1","bad",1.5,36,1,7,2
"R_BPA1supAIvsL44h",6,6,6,6,72,"sam","diagnostic","NA","good",6,6,6,6,6,78,"robin","non-diagnostic","ND1","good",6,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,17,"alex","non-diagnostic","ND2","bad",1,41,2,7,2
"R_22XnfZK3Af63slV",6,6,6,6,87,"sam","diagnostic","NA","good",6,6,6,6,6,92,"robin","non-diagnostic","ND2","good",6,2,2,2,2,8,"francis","non-diagnostic","ND1","bad",2,2,2,2,2,13,"alex","diagnostic","NA","bad",2,29,2,7,2
"R_3hGEpfuWBLF8G1G",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,5,"francis","non-diagnostic","ND2","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,56,1,7,2
"R_3n9uBIR9v9s58kV",6,6,2,2,75,"sam","diagnostic","NA","good",4,6,6,6,6,90,"robin","non-diagnostic","ND1","good",6,2,2,2,2,15,"francis","diagnostic","NA","bad",2,2,2,4,3,25,"alex","non-diagnostic","ND2","bad",2.75,54,1,7,2
"R_3G8OawUzve2JnTA",6,7,6,6,62,"sam","diagnostic","NA","good",6.25,7,5,6,6,55,"robin","non-diagnostic","ND1","good",6,7,6,2,7,62,"francis","non-diagnostic","ND2","bad",5.5,7,5,5,5,56,"alex","diagnostic","NA","bad",5.5,30,1,7,3
"R_9HMwJgtq9dihZ1n",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,10,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,34,2,7,2
"R_3ipUiffi4PGkPOL",7,5,6,7,87,"sam","diagnostic","NA","good",6.25,5,6,5,6,80,"robin","non-diagnostic","ND2","good",5.5,6,5,7,6,83,"francis","non-diagnostic","ND1","bad",6,5,6,4,5,75,"alex","diagnostic","NA","bad",5,57,2,7,2
"R_3EHbivio89T276W",5,7,6,5,67,"sam","diagnostic","NA","good",5.75,5,7,6,5,68,"robin","non-diagnostic","ND1","good",5.75,7,6,6,7,67,"francis","diagnostic","NA","bad",6.5,5,6,6,5,77,"alex","non-diagnostic","ND2","bad",5.5,46,1,7,5
"R_rpVPgipDP9cAhPz",6,6,7,7,88,"sam","diagnostic","NA","good",6.5,5,6,5,5,67,"robin","non-diagnostic","ND2","good",5.25,2,1,1,2,13,"francis","diagnostic","NA","bad",1.5,1,2,1,1,17,"alex","non-diagnostic","ND1","bad",1.25,40,1,7,2
"R_xEeYEN3ba00AG41",6,7,7,7,92,"sam","diagnostic","NA","good",6.75,7,6,6,7,100,"robin","non-diagnostic","ND2","good",6.5,2,1,2,1,17,"francis","non-diagnostic","ND1","bad",1.5,1,1,1,2,6,"alex","diagnostic","NA","bad",1.25,30,1,7,2
"R_5jOUyP3k3pTHbeV",7,7,7,7,80,"sam","diagnostic","NA","good",7,7,7,7,7,92,"robin","non-diagnostic","ND2","good",7,1,1,1,1,9,"francis","diagnostic","NA","bad",1,1,2,3,1,24,"alex","non-diagnostic","ND1","bad",1.75,32,1,7,2
"R_3e8hexNxr5gTejD",3,6,1,1,83,"sam","diagnostic","NA","good",2.75,5,6,4,7,61,"robin","non-diagnostic","ND1","good",5.5,4,5,7,3,67,"francis","non-diagnostic","ND2","bad",4.75,7,1,5,1,64,"alex","diagnostic","NA","bad",3.5,30,1,7,2
"R_11aAcTtuL0ubzFL",7,6,5,6,80,"sam","diagnostic","NA","good",6,5,7,6,5,75,"robin","non-diagnostic","ND2","good",5.75,7,5,7,5,65,"francis","diagnostic","NA","bad",6,5,7,6,5,88,"alex","non-diagnostic","ND1","bad",5.75,46,2,7,5
"R_pJXxNEYxMYSr8Ax",7,6,7,6,61,"sam","diagnostic","NA","good",6.5,7,6,5,7,69,"robin","non-diagnostic","ND1","good",6.25,7,6,7,7,53,"francis","diagnostic","NA","bad",6.75,6,7,6,7,65,"alex","non-diagnostic","ND2","bad",6.5,30,1,7,3
"R_2ZChj5FFvp5Autj",7,4,7,5,54,"sam","diagnostic","NA","good",5.75,5,4,6,5,54,"robin","non-diagnostic","ND1","good",5,6,5,7,6,68,"francis","diagnostic","NA","bad",6,5,7,6,7,55,"alex","non-diagnostic","ND2","bad",6.25,43,1,1,5
"R_2rIuVL1Jx6LWI7J",4,5,5,6,76,"sam","diagnostic","NA","good",5,5,5,3,6,84,"robin","non-diagnostic","ND1","good",4.75,4,5,6,5,73,"francis","diagnostic","NA","bad",5,3,5,6,6,88,"alex","non-diagnostic","ND2","bad",5,35,1,7,2
"R_2Bs5EADHOtcgIlw",6,7,5,6,80,"sam","diagnostic","NA","good",6,6,7,5,6,85,"robin","non-diagnostic","ND2","good",6,6,7,5,6,87,"francis","non-diagnostic","ND1","bad",6,6,7,5,6,80,"alex","diagnostic","NA","bad",6,30,2,7,2
"R_SAJoIJb6PDn5CMx",7,6,7,7,80,"sam","diagnostic","NA","good",6.75,5,6,7,7,61,"robin","non-diagnostic","ND1","good",6.25,7,6,7,6,68,"francis","diagnostic","NA","bad",6.5,6,6,7,7,77,"alex","non-diagnostic","ND2","bad",6.5,30,1,7,3
"R_3rYuQ9QmixoTOig",7,6,4,5,77,"sam","diagnostic","NA","good",5.5,6,6,5,7,54,"robin","non-diagnostic","ND2","good",6,3,5,4,3,32,"francis","non-diagnostic","ND1","bad",3.75,3,3,3,2,20,"alex","diagnostic","NA","bad",2.75,56,2,7,2
"R_2B3BQtfF9eZHpAj",4,4,6,4,54,"sam","diagnostic","NA","good",4.5,5,4,5,5,53,"robin","non-diagnostic","ND2","good",4.75,5,4,6,5,54,"francis","diagnostic","NA","bad",5,6,4,6,5,54,"alex","non-diagnostic","ND1","bad",5.25,37,1,7,5
"R_2dAc7tQcYk25M3V",6,6,7,6,76,"sam","diagnostic","NA","good",6.25,6,6,5,6,78,"robin","non-diagnostic","ND2","good",5.75,6,7,6,6,79,"francis","diagnostic","NA","bad",6.25,7,6,6,7,87,"alex","non-diagnostic","ND1","bad",6.5,29,1,7,2
"R_2SuzhI81qIDO54h",7,6,7,6,90,"sam","diagnostic","NA","good",6.5,7,7,7,7,100,"robin","non-diagnostic","ND2","good",7,7,7,7,7,100,"francis","non-diagnostic","ND1","bad",7,7,7,7,7,96,"alex","diagnostic","NA","bad",7,30,1,7,2
"R_31pkw0obsomwa95",7,7,7,7,90,"sam","diagnostic","NA","good",7,7,7,6,7,90,"robin","non-diagnostic","ND1","good",6.75,2,2,2,2,15,"francis","non-diagnostic","ND2","bad",2,2,2,3,2,15,"alex","diagnostic","NA","bad",2.25,45,2,7,2
"R_3g8NqTRcJhf9puh",6,3,4,6,74,"sam","diagnostic","NA","good",4.75,6,3,5,6,81,"robin","non-diagnostic","ND2","good",5,5,2,5,4,79,"francis","diagnostic","NA","bad",4,5,3,5,5,52,"alex","non-diagnostic","ND1","bad",4.5,44,2,7,2
"R_3MtFx48DEhI4bgn",6,6,7,5,68,"sam","diagnostic","NA","good",6,6,5,7,7,73,"robin","non-diagnostic","ND2","good",6.25,7,6,7,6,81,"francis","diagnostic","NA","bad",6.5,6,6,6,6,89,"alex","non-diagnostic","ND1","bad",6,29,1,7,2
"R_1rD2kpcCAUx4qpU",7,7,7,7,63,"sam","diagnostic","NA","good",7,6,7,6,7,72,"robin","non-diagnostic","ND1","good",6.5,4,7,7,6,49,"francis","diagnostic","NA","bad",6,7,7,6,5,48,"alex","non-diagnostic","ND2","bad",6.25,30,1,7,3
"R_yqiGaQNPlFy1y5b",6,4,5,7,65,"sam","diagnostic","NA","good",5.5,4,5,7,6,89,"robin","non-diagnostic","ND2","good",5.5,4,6,7,4,83,"francis","diagnostic","NA","bad",5.25,6,4,6,7,73,"alex","non-diagnostic","ND1","bad",5.75,37,2,7,5
"R_2Tod21NzZAsmBb0",6,6,6,5,88,"sam","diagnostic","NA","good",5.75,5,6,5,5,92,"robin","non-diagnostic","ND2","good",5.25,3,2,1,2,21,"francis","non-diagnostic","ND1","bad",2,3,2,2,2,24,"alex","diagnostic","NA","bad",2.25,59,1,7,2
"R_3MyUpa7CnISjGWJ",7,7,7,7,80,"sam","diagnostic","NA","good",7,5,6,7,5,70,"robin","non-diagnostic","ND1","good",5.75,7,6,7,6,60,"francis","non-diagnostic","ND2","bad",6.5,7,6,7,6,80,"alex","diagnostic","NA","bad",6.5,22,1,7,5
"R_2wERezpsOHx2s6L",7,6,7,7,67,"sam","diagnostic","NA","good",6.75,7,7,6,7,73,"robin","non-diagnostic","ND1","good",6.75,7,6,7,7,71,"francis","diagnostic","NA","bad",6.75,1,6,7,6,70,"alex","non-diagnostic","ND2","bad",5,30,1,7,3
"R_1LAI19vxTZF46Eh",3,5,4,2,76,"sam","diagnostic","NA","good",3.5,3,5,2,4,79,"robin","non-diagnostic","ND1","good",3.5,2,4,7,4,84,"francis","non-diagnostic","ND2","bad",4.25,3,2,6,2,78,"alex","diagnostic","NA","bad",3.25,30,1,7,3
"R_2ePCZPKOOKJRZxn",6,7,6,6,92,"sam","diagnostic","NA","good",6.25,5,5,6,6,89,"robin","non-diagnostic","ND1","good",5.5,1,1,1,2,5,"francis","diagnostic","NA","bad",1.25,3,2,3,3,14,"alex","non-diagnostic","ND2","bad",2.75,28,1,7,2
"R_YY1mJYA1WWSrk7T",5,3,6,4,43,"sam","diagnostic","NA","good",4.5,4,3,6,4,45,"robin","non-diagnostic","ND2","good",4.25,4,5,2,3,43,"francis","diagnostic","NA","bad",3.5,2,4,7,4,53,"alex","non-diagnostic","ND1","bad",4.25,46,2,1,2
"R_26asKGfkFNfRGsh",7,7,7,7,97,"sam","diagnostic","NA","good",7,7,7,7,7,87,"robin","non-diagnostic","ND2","good",7,7,7,7,7,100,"francis","diagnostic","NA","bad",7,7,7,7,7,86,"alex","non-diagnostic","ND1","bad",7,30,1,1,2
"R_d4OJWKN7ohOL1D3",6,5,4,6,68,"sam","diagnostic","NA","good",5.25,7,3,6,7,56,"robin","non-diagnostic","ND2","good",5.75,6,3,2,7,66,"francis","non-diagnostic","ND1","bad",4.5,4,5,4,4,69,"alex","diagnostic","NA","bad",4.25,29,1,7,2
"R_1IYFhtarz810Wma",5,6,3,5,51,"sam","diagnostic","NA","good",4.75,4,2,7,7,61,"robin","non-diagnostic","ND2","good",5,6,6,3,6,51,"francis","non-diagnostic","ND1","bad",5.25,1,3,3,2,64,"alex","diagnostic","NA","bad",2.25,25,1,7,2
"R_2wntJSejrmkBgpb",5,6,7,7,89,"sam","diagnostic","NA","good",6.25,5,6,7,7,88,"robin","non-diagnostic","ND2","good",6.25,5,6,7,6,89,"francis","non-diagnostic","ND1","bad",6,6,7,5,6,91,"alex","diagnostic","NA","bad",6,40,2,7,2
"R_88JIIeJc2EOnmy5",7,7,6,6,93,"sam","diagnostic","NA","good",6.5,7,6,6,7,89,"robin","non-diagnostic","ND2","good",6.5,2,1,1,2,3,"francis","diagnostic","NA","bad",1.5,2,2,1,2,11,"alex","non-diagnostic","ND1","bad",1.75,31,1,7,2
"R_bPFimqLwy8A4BON",7,7,7,7,74,"sam","diagnostic","NA","good",7,7,7,7,7,69,"robin","non-diagnostic","ND2","good",7,7,7,7,7,93,"francis","non-diagnostic","ND1","bad",7,7,7,7,7,82,"alex","diagnostic","NA","bad",7,30,1,1,2
"R_vlz9SWTZvJIZk77",3,4,6,4,82,"sam","diagnostic","NA","good",4.25,3,4,5,5,76,"robin","non-diagnostic","ND1","good",4.25,3,4,3,3,78,"francis","diagnostic","NA","bad",3.25,3,3,7,3,86,"alex","non-diagnostic","ND2","bad",4,32,1,7,3
"R_3MzjAEbJsEKO5p7",7,4,2,4,62,"sam","diagnostic","NA","good",4.25,6,5,2,5,71,"robin","non-diagnostic","ND1","good",4.5,1,7,5,7,67,"francis","diagnostic","NA","bad",5,6,1,4,7,50,"alex","non-diagnostic","ND2","bad",4.5,24,1,7,2
"R_1DTnq5c3jRGS2M3",3,2,2,6,46,"sam","diagnostic","NA","good",3.25,7,6,7,2,47,"robin","non-diagnostic","ND1","good",5.5,6,7,3,7,54,"francis","non-diagnostic","ND2","bad",5.75,7,6,7,5,46,"alex","diagnostic","NA","bad",6.25,30,1,7,1
"R_3htNGAYqc9yUoly",6,6,6,6,81,"sam","diagnostic","NA","good",6,5,5,5,5,75,"robin","non-diagnostic","ND2","good",5,2,2,2,2,3,"francis","diagnostic","NA","bad",2,2,2,4,2,10,"alex","non-diagnostic","ND1","bad",2.5,44,1,7,2
"R_9vjOuUXB2kSCxX3",6,5,6,6,90,"sam","diagnostic","NA","good",5.75,1,5,6,7,100,"robin","non-diagnostic","ND1","good",4.75,7,6,6,7,75,"francis","diagnostic","NA","bad",6.5,5,7,2,6,100,"alex","non-diagnostic","ND2","bad",5,25,1,7,2
"R_4HC8knYUcSXcqiJ",6,4,5,7,76,"sam","diagnostic","NA","good",5.5,5,6,6,6,77,"robin","non-diagnostic","ND2","good",5.75,6,4,7,1,75,"francis","non-diagnostic","ND1","bad",4.5,3,2,2,3,85,"alex","diagnostic","NA","bad",2.5,25,1,7,2
"R_ZsBDg70sHTkFV7j",7,2,5,6,47,"sam","diagnostic","NA","good",5,7,5,1,6,40,"robin","non-diagnostic","ND1","good",4.75,1,5,6,6,46,"francis","diagnostic","NA","bad",4.5,3,1,1,5,59,"alex","non-diagnostic","ND2","bad",2.5,25,1,7,5
"R_3fIUNpUvDc85MP9",6,6,6,6,82,"sam","diagnostic","NA","good",6,5,5,5,5,71,"robin","non-diagnostic","ND1","good",5,2,2,2,2,16,"francis","non-diagnostic","ND2","bad",2,3,3,3,3,33,"alex","diagnostic","NA","bad",3,31,1,7,2
"R_31WscT2D2dKv0jn",6,7,6,6,95,"sam","diagnostic","NA","good",6.25,6,7,6,6,93,"robin","non-diagnostic","ND1","good",6.25,3,2,1,2,6,"francis","non-diagnostic","ND2","bad",2,2,2,3,2,10,"alex","diagnostic","NA","bad",2.25,31,1,7,2
"R_3M9TueOjxrCbOpL",2,7,3,7,89,"sam","diagnostic","NA","good",4.75,1,4,3,7,78,"robin","non-diagnostic","ND2","good",3.75,5,6,5,4,92,"francis","diagnostic","NA","bad",5,6,7,1,5,95,"alex","non-diagnostic","ND1","bad",4.75,26,1,7,2
"R_1HkT8djpSjOuA6t",6,6,5,5,80,"sam","diagnostic","NA","good",5.5,6,6,5,5,70,"robin","non-diagnostic","ND1","good",5.5,2,3,2,2,20,"francis","diagnostic","NA","bad",2.25,3,2,3,3,30,"alex","non-diagnostic","ND2","bad",2.75,56,1,7,2
"R_2z8SXHyvpVBoSP3",7,7,4,6,80,"sam","diagnostic","NA","good",6,6,3,7,5,70,"robin","non-diagnostic","ND1","good",5.25,6,4,7,5,80,"francis","non-diagnostic","ND2","bad",5.5,5,6,4,7,76,"alex","diagnostic","NA","bad",5.5,36,1,7,5
"R_2aPSPDFF50IMhYc",6,7,6,7,80,"sam","diagnostic","NA","good",6.5,6,7,7,7,71,"robin","non-diagnostic","ND2","good",6.75,1,1,1,1,13,"francis","diagnostic","NA","bad",1,1,1,1,1,7,"alex","non-diagnostic","ND1","bad",1,47,1,7,2
"R_vpixfvxumRZR0Pv",6,7,6,6,100,"sam","diagnostic","NA","good",6.25,7,6,7,7,87,"robin","non-diagnostic","ND2","good",6.75,7,5,7,7,93,"francis","non-diagnostic","ND1","bad",6.5,7,6,7,7,93,"alex","diagnostic","NA","bad",6.75,30,1,7,2
"R_31SOLJMOFFve6f2",7,6,7,7,97,"sam","diagnostic","NA","good",6.75,7,6,6,7,96,"robin","non-diagnostic","ND1","good",6.5,6,7,6,7,98,"francis","non-diagnostic","ND2","bad",6.5,7,6,7,7,84,"alex","diagnostic","NA","bad",6.75,30,1,7,2
"R_XtUotNQTAHn0maJ",3,6,7,3,46,"sam","diagnostic","NA","good",4.75,3,7,4,5,46,"robin","non-diagnostic","ND1","good",4.75,1,6,1,4,45,"francis","non-diagnostic","ND2","bad",3,5,7,6,7,45,"alex","diagnostic","NA","bad",6.25,30,1,7,3
"R_DoDhQ2lVp5yst6V",6,6,6,5,94,"sam","diagnostic","NA","good",5.75,5,6,6,7,75,"robin","non-diagnostic","ND2","good",6,6,7,6,6,85,"francis","non-diagnostic","ND1","bad",6.25,6,6,7,6,67,"alex","diagnostic","NA","bad",6.25,39,2,1,2
"R_ezKfGXzL5GnCsyl",6,5,6,7,73,"sam","diagnostic","NA","good",6,5,6,6,5,86,"robin","non-diagnostic","ND1","good",5.5,6,7,5,6,75,"francis","diagnostic","NA","bad",6,7,5,6,5,86,"alex","non-diagnostic","ND2","bad",5.75,53,1,7,1
"R_2vYqQEabMxaCeX2",7,7,7,7,100,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,0,"francis","diagnostic","NA","bad",1,1,1,1,1,0,"alex","non-diagnostic","ND2","bad",1,30,2,1,5
"R_1Ojj1uk2WBKNCvH",7,7,7,7,95,"sam","diagnostic","NA","good",7,7,7,7,7,95,"robin","non-diagnostic","ND1","good",7,1,1,1,1,4,"francis","diagnostic","NA","bad",1,1,2,1,1,10,"alex","non-diagnostic","ND2","bad",1.25,25,2,7,2
"R_eDV0LWhtSIyXHt7",7,6,7,7,95,"sam","diagnostic","NA","good",6.75,7,7,7,7,98,"robin","non-diagnostic","ND1","good",7,2,1,2,2,10,"francis","non-diagnostic","ND2","bad",1.75,1,1,1,1,0,"alex","diagnostic","NA","bad",1,38,1,7,2
"R_1LAlPDkGasVH1aw",7,7,7,7,98,"sam","diagnostic","NA","good",7,7,7,7,7,100,"robin","non-diagnostic","ND1","good",7,1,1,1,1,8,"francis","non-diagnostic","ND2","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,35,1,7,2
"R_3GrB8IyPs22azDl",4,3,3,3,47,"sam","diagnostic","NA","good",3.25,5,2,7,6,48,"robin","non-diagnostic","ND2","good",5,5,7,6,4,54,"francis","non-diagnostic","ND1","bad",5.5,7,4,6,6,45,"alex","diagnostic","NA","bad",5.75,30,1,7,3
"R_3PicL6TwFN6xf0A",3,4,3,4,74,"sam","diagnostic","NA","good",3.5,3,7,4,4,100,"robin","non-diagnostic","ND2","good",4.5,4,2,5,5,89,"francis","non-diagnostic","ND1","bad",4,3,6,4,4,81,"alex","diagnostic","NA","bad",4.25,30,1,7,3
"R_3iJwrvBgk5ah5mp",6,6,5,6,80,"sam","diagnostic","NA","good",5.75,5,6,5,5,70,"robin","non-diagnostic","ND2","good",5.25,2,3,2,3,20,"francis","diagnostic","NA","bad",2.5,2,2,3,3,25,"alex","non-diagnostic","ND1","bad",2.5,32,1,7,2
