"","ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot"
"1759","R_tKEUYNNi4QTiiZ3",6,4,6,6,73,"francis","non-diagnostic","ND2",20,1,7,5,5.5
"1760","R_YQdeUXw3n1FQAIF",4,2,4,2,14,"francis","non-diagnostic","ND2",24,2,7,5,3
"1761","R_1FPAKY9FmOjP7S6",3,2,2,3,29,"francis","non-diagnostic","ND2",37,2,7,2,2.5
"1762","R_740zTljtP230Nep",4,2,6,5,41,"francis","non-diagnostic","ND2",34,2,7,2,4.25
"1763","R_3maxwf7WPvFcCDW",3,1,5,2,21,"francis","non-diagnostic","ND2",22,2,7,5,2.75
"1764","R_1HeEIRzGnOSqHSx",3,4,4,3,65,"francis","non-diagnostic","ND2",19,2,2,5,3.5
"1765","R_1rc81dd8tZhEG1e",3,3,3,3,35,"francis","non-diagnostic","ND2",25,2,7,2,3
"1766","R_2RQzWOhpDAB2BOV",2,2,3,1,17,"francis","non-diagnostic","ND2",21,1,7,2,2
"1767","R_2S6la8V5E1Bf6Qy",4,4,4,4,50,"francis","non-diagnostic","ND2",20,2,7,5,4
"1768","R_1opCfVivzCwhl1R",4,4,4,4,50,"francis","non-diagnostic","ND2",19,1,7,2,4
"1769","R_yPTu0gC6zDhm04V",3,3,4,3,21,"francis","non-diagnostic","ND2",29,2,7,2,3.25
"1770","R_3s5jM8KEBh0T5vk",1,1,3,2,20,"francis","non-diagnostic","ND2",20,2,7,5,1.75
"1771","R_23fctR8hmsJxSpl",4,4,7,5,57,"francis","non-diagnostic","ND2",21,1,7,2,5
"1772","R_3CTsex57gcrXn73",2,3,4,3,40,"francis","non-diagnostic","ND2",21,2,7,2,3
"1773","R_3hH1IO5bssbuElV",1,1,3,3,25,"francis","non-diagnostic","ND2",42,1,5,2,2
"1774","R_2YKPwkVgu7zEfDT",3,3,6,3,35,"francis","non-diagnostic","ND2",32,1,2,2,3.75
"1775","R_3DhbczaZsG0oMfM",3,3,4,3,30,"francis","non-diagnostic","ND2",26,1,7,5,3.25
"1776","R_20lOKJnCTBvwc93",4,4,6,4,43,"francis","non-diagnostic","ND2",24,2,2,5,4.5
"1777","R_3GDiX6uziiQcPBY",4,4,3,4,51,"francis","non-diagnostic","ND2",42,2,7,2,3.75
"1778","R_Ai0ovnKbhSidONj",2,3,2,2,25,"francis","non-diagnostic","ND2",18,2,6,5,2.25
"1779","R_3G2PeBUDXX19Jmo",2,1,4,2,14,"francis","non-diagnostic","ND2",53,1,7,5,2.25
"1780","R_C2GhP3AzjzQXEqZ",2,4,4,3,50,"francis","non-diagnostic","ND2",48,2,7,5,3.25
"1781","R_21ndakg6eEGxR9h",2,2,4,3,30,"francis","non-diagnostic","ND2",21,2,2,2,2.75
"1782","R_pEu9tN3tXNVd2cV",3,2,5,4,27,"francis","non-diagnostic","ND2",18,2,7,2,3.5
"1783","R_1DT05mFZIJ9mO6L",4,3,4,1,32,"francis","non-diagnostic","ND2",20,2,2,2,3
"1784","R_29nyMuRvKLaMrqP",1,1,1,1,0,"francis","non-diagnostic","ND2",18,2,7,2,1
"1785","R_2VD5jqOsLPxm1Yx",3,4,5,3,38,"francis","non-diagnostic","ND2",19,2,5,2,3.75
"1786","R_O9hRMip0eJsczQd",4,3,5,3,23,"francis","non-diagnostic","ND2",27,2,7,2,3.75
"1787","R_2WG388auznr4lIh",5,5,5,4,46,"francis","non-diagnostic","ND2",20,2,5,2,4.75
"1788","R_cAqUM3odLXoJ79L",2,2,4,2,19,"francis","non-diagnostic","ND2",21,1,7,2,2.5
"1789","R_ZCqyjs0wj9iKdot",2,2,2,2,15,"francis","non-diagnostic","ND2",19,2,7,2,2
"1790","R_3GxKX9fnTgGSayY",1,4,4,4,50,"francis","non-diagnostic","ND2",27,2,7,2,3.25
"1791","R_2zRY5uSQLeHrJu8",4,4,4,4,50,"francis","non-diagnostic","ND2",52,1,7,5,4
"1792","R_2OPFQ7LykO2p3f2",4,3,6,2,30,"francis","non-diagnostic","ND2",54,2,7,5,3.75
"1793","R_vf7Ra4AQDs4wPBL",3,3,4,3,29,"francis","non-diagnostic","ND2",20,2,4,2,3.25
"1794","R_2xFPg1uHDctsGIy",3,3,4,4,44,"francis","non-diagnostic","ND2",33,2,2,2,3.5
"1795","R_2wKtSCjjjeQCstR",2,2,4,2,14,"francis","non-diagnostic","ND2",18,1,7,2,2.5
"1796","R_1fiJYHUXTnsNQFe",3,3,4,2,20,"francis","non-diagnostic","ND2",26,2,1,2,3
"1797","R_2P1HHKCP2oINBmj",1,1,4,2,0,"francis","non-diagnostic","ND2",19,1,7,2,2
"1798","R_5mN80NJUYNykt6F",2,2,5,2,19,"francis","non-diagnostic","ND2",22,2,7,5,2.75
"1799","R_2DZcnalmBk1g5zY",3,2,3,3,26,"francis","non-diagnostic","ND2",35,1,7,2,2.75
"1800","R_2eaia8UgoA0gMRp",3,3,5,4,46,"francis","non-diagnostic","ND2",42,2,7,2,3.75
"1801","R_ZIdRZ8Cd7AKrNbX",2,2,5,2,4,"francis","non-diagnostic","ND2",26,1,1,5,2.75
"1802","R_2EbeJAoJLr1hgFp",4,4,5,5,64,"francis","non-diagnostic","ND2",22,2,7,5,4.5
"1803","R_2zYcOdZ7g7bNhxN",2,2,3,3,20,"francis","non-diagnostic","ND2",20,1,7,2,2.5
"1804","R_3JfJgOKfRdsxgQw",4,3,4,4,50,"francis","non-diagnostic","ND2",23,1,7,2,3.75
"1805","R_ZKa0g5ovNe3NylH",3,3,3,3,37,"francis","non-diagnostic","ND2",22,2,7,5,3
"1806","R_1NlYv2OV6nh9huu",2,3,3,2,5,"francis","non-diagnostic","ND2",21,1,5,2,2.5
"1807","R_cJcSoyw3y8yt9S1",4,3,3,2,27,"francis","non-diagnostic","ND2",19,2,7,5,3
"1808","R_2R1D7uMg8Acnkhs",3,3,4,2,30,"francis","non-diagnostic","ND2",27,1,7,5,3
"1809","R_Dot2BuaEtEufIJP",6,7,3,3,60,"francis","non-diagnostic","ND2",76,4,7,2,4.75
"1810","R_piMZOo5w61BCabv",4,3,4,4,50,"francis","non-diagnostic","ND2",51,2,7,5,3.75
"1811","R_1rGkRjrUyYNPvPv",1,1,1,1,6,"francis","non-diagnostic","ND2",33,1,7,2,1
"1812","R_3qfLNOmZiRBfIP1",2,3,6,3,7,"francis","non-diagnostic","ND2",27,2,7,5,3.5
"1813","R_qRz0jTmq8Kxjh61",2,2,2,2,25,"francis","non-diagnostic","ND2",21,2,7,2,2
"1814","R_33d4Bau94BpFfhc",4,4,3,2,45,"francis","non-diagnostic","ND2",19,1,7,2,3.25
"1815","R_1KkJw9YUkGYFcRu",2,2,4,4,24,"francis","non-diagnostic","ND2",46,1,7,5,3
"1816","R_1LLr4lMSWo8pprd",3,2,4,3,24,"francis","non-diagnostic","ND2",50,2,1,2,3
"1817","R_239sAuBJ7IpPlv0",3,3,5,4,30,"francis","non-diagnostic","ND2",20,2,7,5,3.75
"1818","R_5uW8q3ossHdSvG9",3,3,4,3,14,"francis","non-diagnostic","ND2",26,2,7,5,3.25
"1819","R_3019Ujwpf5iRrVr",3,3,4,4,35,"francis","non-diagnostic","ND2",19,2,7,5,3.5
"1820","R_3m4VeYNwZ0fOEqi",3,4,4,2,40,"francis","non-diagnostic","ND2",27,2,7,5,3.25
"1821","R_3qO1udAahxmuiof",4,4,4,4,50,"francis","non-diagnostic","ND2",41,1,7,2,4
"1822","R_6sckwKAbLNfrLuV",2,2,4,2,20,"francis","non-diagnostic","ND2",23,1,7,2,2.5
"1823","R_214HG4yurChGCmA",3,3,5,4,17,"francis","non-diagnostic","ND2",34,2,1,2,3.75
"1824","R_OvcoAblKUO2Xelr",1,1,1,1,21,"francis","non-diagnostic","ND2",19,2,1,2,1
"1825","R_2b35ikfJv6jfi2u",3,3,4,3,10,"francis","non-diagnostic","ND2",43,2,7,5,3.25
"1826","R_2toh6WB5atSoeoi",3,3,5,2,35,"francis","non-diagnostic","ND2",20,2,7,2,3.25
"1827","R_1IN5MLwGIjKW3rm",3,2,4,4,25,"francis","non-diagnostic","ND2",23,2,7,2,3.25
"1828","R_1291xHDTgsDZsUe",5,5,5,5,51,"francis","non-diagnostic","ND2",47,2,2,2,5
"1829","R_1irFPYYuSuo8JEx",2,2,4,2,13,"francis","non-diagnostic","ND2",42,1,7,5,2.5
"1830","R_C95fLG8Jocqvrm9",4,3,3,4,34,"francis","non-diagnostic","ND2",21,2,7,2,3.5
"1831","R_TcoSfCEF3a72FTr",2,3,5,2,11,"francis","non-diagnostic","ND2",20,2,2,2,3
"1832","R_u7EibYliOpURx2V",1,1,3,2,6,"francis","non-diagnostic","ND2",41,2,7,2,1.75
"1833","R_RE44VweJ2sLxSWB",3,3,4,4,40,"francis","non-diagnostic","ND2",43,1,7,5,3.5
"1834","R_07mZyew97CuSiD7",3,4,4,3,50,"francis","non-diagnostic","ND2",41,2,7,2,3.5
"1835","R_3fduXED54L7LKRK",3,3,4,3,35,"francis","non-diagnostic","ND2",22,1,7,5,3.25
"1836","R_3KpzhferKhWUs0s",2,1,1,1,5,"francis","non-diagnostic","ND2",19,1,2,2,1.25
"1837","R_dmadc8jVgcs5czL",3,4,5,3,23,"francis","non-diagnostic","ND2",18,2,1,2,3.75
"1838","R_1lAhvyIxrYEOnUz",4,3,6,5,41,"francis","non-diagnostic","ND2",18,2,7,5,4.5
"1839","R_R99Rcqpr98DHL7H",3,3,4,4,17,"francis","non-diagnostic","ND2",18,2,7,2,3.5
"1840","R_3PdeyHTiHak3Fmv",3,3,4,4,41,"francis","non-diagnostic","ND2",21,2,7,5,3.5
"1841","R_2aafWeAnrVqFDAt",3,3,4,3,30,"francis","non-diagnostic","ND2",18,1,7,2,3.25
"1842","R_1OTAIzBEMG88UxQ",3,2,4,4,20,"francis","non-diagnostic","ND2",35,2,7,2,3.25
"1843","R_1o5ffhB13jYIh4X",3,2,4,2,24,"francis","non-diagnostic","ND2",43,2,7,2,2.75
"1844","R_1Q3dqDoccDut3n9",3,5,5,4,38,"francis","non-diagnostic","ND2",32,2,7,2,4.25
"1845","R_2EntBk3zFYpjiLU",5,5,4,3,57,"francis","non-diagnostic","ND2",18,2,7,5,4.25
"1846","R_2s6jsE0WuRjiVg8",4,4,5,4,47,"francis","non-diagnostic","ND2",28,1,2,5,4.25
"1847","R_56EXTLhSdlKOjC1",3,3,4,4,50,"francis","non-diagnostic","ND2",21,4,7,5,3.5
"1848","R_3nkksXSPuGRpdQn",5,4,5,4,50,"francis","non-diagnostic","ND2",23,2,5,5,4.5
"1849","R_XGloloNlFJUugXT",2,1,3,3,9,"francis","non-diagnostic","ND2",18,2,7,5,2.25
"1850","R_3lKdQmb4B04xH4n",2,2,2,2,30,"francis","non-diagnostic","ND2",62,1,7,5,2
"1851","R_s84WMropaHw8FXz",4,2,4,2,20,"francis","non-diagnostic","ND2",46,2,7,5,3
"1852","R_1pWiXBi41QnPoU6",3,4,4,3,28,"francis","non-diagnostic","ND2",19,1,7,2,3.5
"1853","R_3q9fqW85SnCrDSJ",1,2,4,3,3,"francis","non-diagnostic","ND2",19,1,3,2,2.5
"1854","R_3Kwnug0t3xHJhX3",2,4,7,4,24,"francis","non-diagnostic","ND2",36,2,2,2,4.25
"1855","R_cTn544x6Ic6GD17",1,1,4,4,11,"francis","non-diagnostic","ND2",30,1,7,5,2.5
"1856","R_2WO3Hpzdjk6mI6H",2,3,2,3,30,"francis","non-diagnostic","ND2",19,2,7,5,2.5
"1857","R_6Fhg0vHNMHLdQB3",4,4,4,4,50,"francis","non-diagnostic","ND2",18,4,7,5,4
"1858","R_3KqeEWSrBw8Zy4p",3,3,3,3,21,"francis","non-diagnostic","ND2",26,1,7,2,3
"1859","R_30bEf6tJp7rO1H7",3,4,4,4,27,"francis","non-diagnostic","ND2",20,2,1,2,3.75
"1860","R_3MzKbKsLJqOQFTZ",3,3,3,2,50,"francis","non-diagnostic","ND2",20,2,5,2,2.75
"1861","R_3O8rBfJkEXll1X8",2,3,3,3,26,"francis","non-diagnostic","ND2",18,2,2,5,2.75
"1862","R_1EizchdpSl6fmz8",2,2,2,2,20,"francis","non-diagnostic","ND2",21,1,7,2,2
"1863","R_1KvGQMN2bbAObPg",2,1,2,2,15,"francis","non-diagnostic","ND2",50,1,3,2,1.75
"1864","R_1P5dTc5eVPGinNG",4,4,3,3,50,"francis","non-diagnostic","ND2",35,1,7,5,3.5
"1865","R_2pKwAeIfl4Y4FnS",1,1,3,3,30,"francis","non-diagnostic","ND2",20,1,3,2,2
"1866","R_10Au4KzqVVCurUa",1,1,1,1,0,"francis","non-diagnostic","ND2",19,1,7,5,1
"1867","R_1PRfk4HvX1JHe28",1,1,1,1,37,"francis","non-diagnostic","ND2",20,2,7,5,1
"1868","R_29binoGthDwgUPK",4,4,3,3,40,"francis","non-diagnostic","ND2",20,1,6,5,3.5
"1869","R_r8P3QfxBBjJS2EV",4,2,6,4,35,"francis","non-diagnostic","ND2",20,1,7,2,4
"1870","R_1DUOMqJFyyapsaq",4,3,5,3,33,"francis","non-diagnostic","ND2",20,2,7,2,3.75
"1871","R_1hRT7jjdElQn9VQ",2,1,6,2,1,"francis","non-diagnostic","ND2",18,2,7,5,2.75
"1872","R_3Esywm3ngfrCxEg",3,3,3,3,25,"francis","non-diagnostic","ND2",20,2,2,2,3
"1873","R_3OD6JK8yvgeIlIR",3,3,4,4,35,"francis","non-diagnostic","ND2",21,1,7,2,3.5
"1874","R_2wyODcZpq47A6Bz",2,2,1,1,9,"francis","non-diagnostic","ND2",45,2,6,5,1.5
"1875","R_9oyadTTWRpPIsW5",2,2,5,3,41,"francis","non-diagnostic","ND2",22,2,3,2,3
"1876","R_1OqzFxY13MK3qAI",2,1,2,2,2,"francis","non-diagnostic","ND2",23,2,7,2,1.75
"1877","R_AsuiLkYmsVggs2B",3,2,4,4,19,"francis","non-diagnostic","ND2",42,2,7,2,3.25
"1878","R_2DUmVoousDxNkwo",3,3,4,3,40,"francis","non-diagnostic","ND2",42,2,7,2,3.25
"1879","R_29J7uKMHuzoJBWp",1,1,1,1,12,"francis","non-diagnostic","ND2",26,2,7,2,1
"1880","R_1GPKeXKa1LT5uSw",4,3,4,3,35,"francis","non-diagnostic","ND2",21,2,1,2,3.5
"1881","R_yyIiv2H9urGsBXP",3,1,4,4,39,"francis","non-diagnostic","ND2",50,2,7,2,3
"1882","R_pmAgFLkjvX3py2B",3,4,5,4,39,"francis","non-diagnostic","ND2",27,2,7,5,4
"1883","R_2dYFsy1WZSxAx65",3,4,5,4,42,"francis","non-diagnostic","ND2",19,1,2,5,4
"1884","R_1dMGvCRLZVb94AW",3,3,3,4,39,"francis","non-diagnostic","ND2",22,2,7,5,3.25
"1885","R_w5agyx8fF1kV11n",2,1,1,1,5,"francis","non-diagnostic","ND2",19,2,7,2,1.25
"1886","R_5ALGl9HljBBO0Br",3,1,3,3,12,"francis","non-diagnostic","ND2",21,3,3,2,2.5
"1887","R_8fcvcF0GvbMZPln",2,3,4,3,15,"francis","non-diagnostic","ND2",19,2,7,2,3
"1888","R_r8tcw7vQkwpBHCF",2,2,2,2,10,"francis","non-diagnostic","ND2",20,1,7,2,2
"1889","R_2zx7KJ7XJfJJ2M1",3,3,5,2,30,"francis","non-diagnostic","ND2",52,1,7,2,3.25
"1890","R_r7q7ZGfpbfijKIF",2,3,5,4,40,"francis","non-diagnostic","ND2",47,2,7,2,3.5
"1891","R_6XMTiO8nSM7JUv7",4,3,4,3,38,"francis","non-diagnostic","ND2",19,2,2,5,3.5
"1892","R_1lrERrdGKN4BOW0",3,4,4,2,38,"francis","non-diagnostic","ND2",20,2,7,2,3.25
"1893","R_d4qKBg9DcRDPsWZ",4,4,5,4,50,"francis","non-diagnostic","ND2",21,2,7,2,4.25
"1894","R_1diqYtNZnQ0LvMp",3,3,1,3,30,"francis","non-diagnostic","ND2",27,2,7,5,2.5
"1895","R_3hAqMZNKCzoZhyZ",2,1,2,3,8,"francis","non-diagnostic","ND2",55,1,7,2,2
"1896","R_3HjdjJeakAjJIfS",2,2,4,3,20,"francis","non-diagnostic","ND2",48,2,7,2,2.75
"1897","R_eDUFSEvsUILVtT3",6,5,4,4,61,"francis","non-diagnostic","ND2",45,2,7,5,4.75
"1898","R_3MbR4D1nCw5MCuZ",4,3,4,3,35,"francis","non-diagnostic","ND2",24,2,7,2,3.5
"1899","R_2f1FDScvwkzXrj6",4,4,4,4,50,"francis","non-diagnostic","ND2",19,1,2,2,4
"1900","R_3PYwayyAgFKJBet",4,2,5,3,40,"francis","non-diagnostic","ND2",18,1,7,2,3.5
"1901","R_1M6gV0oIkqQe7eP",3,4,1,4,40,"francis","non-diagnostic","ND2",54,1,4,5,3
"1902","R_OqZvl9DSXYdxc9b",4,4,4,4,44,"francis","non-diagnostic","ND2",43,2,7,2,4
"1903","R_DMleufMNtsfo6Zz",1,1,4,3,9,"francis","non-diagnostic","ND2",23,2,7,5,2.25
"1904","R_1jUJ5L9pHKJJLSV",3,2,4,4,12,"francis","non-diagnostic","ND2",51,2,7,5,3.25
"1905","R_7OhSeawc8v3aCo9",3,3,3,3,28,"francis","non-diagnostic","ND2",19,1,2,2,3
"1906","R_3KBfL1VSzblkama",3,3,4,3,37,"francis","non-diagnostic","ND2",18,2,2,2,3.25
"1907","R_29gNvJwI1e53XJk",2,2,3,3,23,"francis","non-diagnostic","ND2",21,1,7,2,2.5
"1908","R_2YneZK4NJXHV4ZK",2,2,4,2,28,"francis","non-diagnostic","ND2",22,2,7,2,2.5
"1909","R_RlgujOS14hohFa9",2,2,5,4,23,"francis","non-diagnostic","ND2",20,2,7,2,3.25
"1910","R_25yFfxuflrVxapt",3,3,4,4,35,"francis","non-diagnostic","ND2",22,2,4,5,3.5
"1911","R_1GCziE1xl1YW4qK",4,3,3,2,30,"francis","non-diagnostic","ND2",54,2,7,5,3
"1912","R_3g10xco5e9UujHS",4,3,5,4,32,"francis","non-diagnostic","ND2",32,1,2,2,4
"1913","R_10VntjbwFOX8dtC",2,2,4,4,25,"francis","non-diagnostic","ND2",38,2,7,2,3
"1914","R_1FETAK5Nwvim5IR",2,2,3,3,30,"francis","non-diagnostic","ND2",21,2,7,5,2.5
"1915","R_3rS4qUHZceeyV80",1,1,1,1,0,"francis","non-diagnostic","ND2",23,2,7,2,1
"1916","R_2xRxndKJNX7BYOk",2,3,4,4,31,"francis","non-diagnostic","ND2",40,1,4,5,3.25
"1917","R_1NEyrQ3WhpEx5HJ",3,3,5,3,40,"francis","non-diagnostic","ND2",18,1,2,5,3.5
"1918","R_ulAfx3eem2BY3Id",1,1,1,2,7,"francis","non-diagnostic","ND2",22,2,5,5,1.25
"1919","R_1DM4ZnLBOFVN6yE",4,3,4,4,30,"francis","non-diagnostic","ND2",23,2,2,2,3.75
"1920","R_1UoIsTMuMJQjoRP",1,1,2,1,9,"francis","non-diagnostic","ND2",22,2,7,5,1.25
"1921","R_279ASOHPHIUoqrs",5,5,4,4,70,"francis","non-diagnostic","ND2",19,2,7,5,4.5
"1922","R_3EinHUFAkmw3you",4,4,6,5,65,"francis","non-diagnostic","ND2",21,2,7,2,4.75
"1923","R_1pLqhhzKfKz64xc",2,2,3,3,11,"francis","non-diagnostic","ND2",19,1,7,5,2.5
"1924","R_1gUu2EPFZdjIFQf",3,3,5,2,23,"francis","non-diagnostic","ND2",20,1,7,2,3.25
"1925","R_1f0XqfG9VLXlVq2",3,5,1,5,21,"francis","non-diagnostic","ND2",19,1,2,2,3.5
"1926","R_2wpOE78FeSTQxSU",3,5,3,3,45,"francis","non-diagnostic","ND2",19,1,7,2,3.5
"1927","R_2Yy6BK86aXPrADI",1,1,3,3,10,"francis","non-diagnostic","ND2",19,2,7,2,2
"1928","R_ZajaHs6ng4V7gMV",1,1,7,3,10,"francis","non-diagnostic","ND2",20,2,7,2,3
"1929","R_1QcoTw8jS04jd9x",3,3,6,3,30,"francis","non-diagnostic","ND2",20,1,2,5,3.75
"1930","R_893EVhxIvzTW1Lb",2,2,4,2,29,"francis","non-diagnostic","ND2",31,2,7,5,2.5
"1931","R_SMITmA8Mp82K2Hf",4,4,2,5,41,"francis","non-diagnostic","ND2",21,2,6,2,3.75
"1932","R_0D6MLUqvjrsawHT",3,3,4,2,30,"francis","non-diagnostic","ND2",21,2,2,2,3
"1933","R_qPbZV8C6VYtRycp",3,2,5,4,41,"francis","non-diagnostic","ND2",29,2,7,2,3.5
"1934","R_3emjqDFsESDK7kf",2,3,3,3,22,"francis","non-diagnostic","ND2",21,2,6,5,2.75
"1935","R_3IZbpujtKFvX3q4",2,2,3,2,25,"francis","non-diagnostic","ND2",18,1,2,5,2.25
"1936","R_Y6pwiemwT6bXDoJ",3,2,3,2,13,"francis","non-diagnostic","ND2",20,2,7,5,2.5
"1937","R_2SIbXofyY1DRPZ9",1,1,3,1,4,"francis","non-diagnostic","ND2",19,2,7,5,1.5
"1938","R_ac7UXIMHXfNgTaV",2,2,3,2,25,"francis","non-diagnostic","ND2",25,1,7,2,2.25
"1939","R_3e9syvR1OiZl926",2,2,4,3,35,"francis","non-diagnostic","ND2",23,2,7,5,2.75
"1940","R_3oMeMTpvXsj3a41",3,3,3,3,31,"francis","non-diagnostic","ND2",18,2,7,5,3
"1941","R_27r0LJ6FjIS0ctL",4,4,5,4,40,"francis","non-diagnostic","ND2",39,2,7,2,4.25
"1942","R_pcPKboGEEpRRZkt",2,5,6,2,49,"francis","non-diagnostic","ND2",19,1,5,2,3.75
"1943","R_C1gzVuovhIPfj8Z",3,4,4,5,40,"francis","non-diagnostic","ND2",20,1,1,2,4
"1944","R_1HpXnRZ4GXwmtGi",2,4,4,4,52,"francis","non-diagnostic","ND2",27,2,7,2,3.5
"1945","R_21Ag9VubgPJAD9c",3,3,4,3,30,"francis","non-diagnostic","ND2",19,2,7,2,3.25
"1946","R_QfW5VHCSKVbD81X",3,3,4,4,20,"francis","non-diagnostic","ND2",18,2,7,2,3.5
"1947","R_2Ysx2IEyYsjcDho",4,3,5,4,60,"francis","non-diagnostic","ND2",20,1,7,5,4
"1948","R_ONnJcl6vJLar92F",3,4,4,4,30,"francis","non-diagnostic","ND2",28,2,1,5,3.75
"1949","R_1LTmRcuNvn6V7ly",4,4,4,4,49,"francis","non-diagnostic","ND2",20,1,2,5,4
"1950","R_3dXmdjFknMCHkUn",3,3,4,3,38,"francis","non-diagnostic","ND2",22,1,7,5,3.25
"1951","R_0cbkPkmGTqUm4p3",2,2,4,3,25,"francis","non-diagnostic","ND2",28,2,7,2,2.75
"1952","R_2f8TisKlfvjKlWe",3,3,4,3,40,"francis","non-diagnostic","ND2",40,2,5,5,3.25
"1953","R_12A7fPU7s2xkYQ3",3,3,4,3,23,"francis","non-diagnostic","ND2",19,2,4,5,3.25
"1954","R_pzpI5NqNfCM0cQF",4,4,5,4,63,"francis","non-diagnostic","ND2",20,2,7,2,4.25
"1955","R_dj9ucIMUHnH0ym5",3,3,4,4,40,"francis","non-diagnostic","ND2",21,1,7,2,3.5
"1956","R_26hGlIqidGJ3XSg",4,3,3,3,29,"francis","non-diagnostic","ND2",24,2,1,2,3.25
"1957","R_pcn2vkr0nDYmFod",4,4,5,5,50,"francis","non-diagnostic","ND2",21,2,7,2,4.5
"1958","R_2vitwKXcR65e2mk",3,4,2,3,73,"francis","non-diagnostic","ND2",33,1,6,5,3
"1959","R_Zsrv7AdLk6f0lPj",3,3,4,3,29,"francis","non-diagnostic","ND2",24,1,2,5,3.25
"1960","R_3GrXlwpIxEidYf4",5,4,5,4,57,"francis","non-diagnostic","ND2",22,2,3,2,4.5
"1961","R_2XmIs5ZVlNgtiap",4,4,4,4,61,"francis","non-diagnostic","ND2",35,1,2,2,4
"1962","R_1HdHYgoTf9OA3IJ",3,3,4,3,42,"francis","non-diagnostic","ND2",19,2,5,5,3.25
"1963","R_2XoMwudoVDJeFsU",2,2,3,2,19,"francis","non-diagnostic","ND2",19,2,7,2,2.25
"1964","R_3KDvaLQUGNR3U4d",4,5,5,3,62,"francis","non-diagnostic","ND2",25,2,7,2,4.25
"1965","R_ReiM9kJKJPZQAAp",6,6,4,4,74,"francis","non-diagnostic","ND2",33,2,7,2,5
"1966","R_2z93aWSvX6pNhO9",3,4,4,3,29,"francis","non-diagnostic","ND2",25,2,7,2,3.5
"1967","R_3oXgg3cYIscJhTw",1,1,4,3,1,"francis","non-diagnostic","ND2",18,2,2,2,2.25
"1968","R_3P7WB8jF3j6zMg0",2,2,2,1,20,"francis","non-diagnostic","ND2",19,2,7,2,1.75
"1969","R_cNDjVOEXDAISL7P",1,1,4,1,0,"francis","non-diagnostic","ND2",48,2,1,5,1.75
"1970","R_8BOyuSuxTczDXjP",2,2,2,2,10,"francis","non-diagnostic","ND2",19,1,7,2,2
"1971","R_1onkwHr0Ghpv7cm",4,4,4,3,40,"francis","non-diagnostic","ND2",47,2,2,5,3.75
"1972","R_vIGvLpNcrHnPksx",3,3,2,3,43,"francis","non-diagnostic","ND2",23,2,7,2,2.75
"1973","R_10T2uoqYbcYigmm",4,4,4,3,33,"francis","non-diagnostic","ND2",43,2,7,2,3.75
"1974","R_XsS8SCmxrjgmfBf",3,3,4,4,30,"francis","non-diagnostic","ND2",21,2,7,5,3.5
"1975","R_2zSKFtFhfJcxITH",2,3,2,2,18,"francis","non-diagnostic","ND2",22,2,7,5,2.25
"1976","R_1ITcXqisVTgfngE",2,2,4,3,20,"francis","non-diagnostic","ND2",18,2,2,5,2.75
"1977","R_2PC0MUmP0OL1ofh",3,1,4,3,30,"francis","non-diagnostic","ND2",19,1,7,2,2.75
"1978","R_333xjw6jWame2Hx",1,1,1,1,0,"francis","non-diagnostic","ND2",28,1,2,2,1
"1979","R_A0x8uz5ZKQL1nDX",4,3,4,4,43,"francis","non-diagnostic","ND2",22,1,7,5,3.75
"1980","R_25zuz4q8KNIw8F5",3,4,6,5,70,"francis","non-diagnostic","ND2",22,2,2,5,4.5
"1981","R_tMsa1GoCLYoVNId",2,2,4,3,9,"francis","non-diagnostic","ND2",27,2,7,5,2.75
"1982","R_27j4K1XRjPon1Rc",4,1,1,1,10,"francis","non-diagnostic","ND2",28,2,7,2,1.75
"1983","R_2zLVQR5ljEQEO8q",4,4,7,4,40,"francis","non-diagnostic","ND2",20,2,7,2,4.75
"1984","R_3HjL5ghy9tQE53M",4,4,4,4,50,"francis","non-diagnostic","ND2",20,1,7,2,4
"1985","R_29bGr7KY1rLPJiZ",1,1,1,1,24,"francis","non-diagnostic","ND2",20,1,2,2,1
"1986","R_2gy7Sbf9yR4va6J",1,1,2,2,5,"francis","non-diagnostic","ND2",23,2,7,5,1.5
"1987","R_pAiD1wS4SsK8tqh",2,3,5,3,25,"francis","non-diagnostic","ND2",23,2,7,5,3.25
"1988","R_30jcyXQmK5xDhby",2,3,5,2,16,"francis","non-diagnostic","ND2",27,2,7,2,3
"1989","R_2DUgU6RooxgPNBo",2,3,4,3,30,"francis","non-diagnostic","ND2",20,1,7,5,3
"1990","R_Dohe9c2g131HZ3H",4,3,6,4,33,"francis","non-diagnostic","ND2",19,2,7,2,4.25
"1991","R_1Nh3UPMAnUcoQnx",1,1,1,1,0,"francis","non-diagnostic","ND2",18,1,7,2,1
"1992","R_2SiskkQfSy5CYg7",2,2,3,3,17,"francis","non-diagnostic","ND2",46,2,1,2,2.5
"1993","R_3I6Ulx1X6uwwCI5",6,4,4,3,40,"francis","non-diagnostic","ND2",19,2,6,2,4.25
"1994","R_SPOFownHDS9iEdH",4,3,4,6,40,"francis","non-diagnostic","ND2",20,2,7,5,4.25
"1995","R_UGce5ihdb1Xl9O9",2,2,2,2,9,"francis","non-diagnostic","ND2",47,2,1,2,2
