StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1
2022-02-04 10:41:27,2022-02-04 10:44:01,0,100,153,1,2022-02-04 10:44:01,R_RlgujOS14hohFa9,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,1,1,1,2,,,,,,,,,,,2,2,3,3,12,,,,,,2,2,5,4,23,1,2,2,1,16
2022-02-04 11:12:17,2022-02-04 11:18:59,0,100,402,1,2022-02-04 11:18:59,R_3lGOU0oRlY5UL6y,,,,,anonymous,EN,1,37,5,,2,2,3,2,20,1,1,1,2,0,4,4,3,2,35,1,1,1,1,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-04 16:40:04,2022-02-04 16:42:48,0,100,163,1,2022-02-04 16:42:48,R_25yFfxuflrVxapt,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,3,2,4,4,28,4,5,,,,,,,,,,,,,,,,,,,,,3,3,4,4,40,3,3,2,4,24,3,3,4,4,35,,,,,
2022-02-05 07:20:43,2022-02-05 07:29:23,0,100,519,1,2022-02-05 07:29:25,R_bdRlb5WJevjnp1T,,,,,anonymous,EN,1,35,2,,,,,,,,,,,,,,,,,1,1,1,1,0,7,5,4,1,3,2,10,2,2,1,1,0,5,5,5,3,40,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-05 10:09:54,2022-02-05 10:17:49,0,100,474,1,2022-02-05 10:17:49,R_1GCziE1xl1YW4qK,,,,,anonymous,EN,1,54,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,4,3,4,4,30,,,,,,,,,,,3,3,4,4,29,,,,,,4,3,3,2,30,3,3,4,4,19
2022-02-05 15:19:40,2022-02-05 15:31:50,0,100,729,1,2022-02-05 15:31:51,R_3sp52ai2P0MyiUu,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,3,2,4,2,30,,,,,,7,2,,,,,,,,,,,,,,,,3,3,4,2,30,3,3,5,2,38,3,2,2,2,25,,,,,,,,,,
2022-02-06 01:45:33,2022-02-06 01:58:37,0,100,783,1,2022-02-06 01:58:38,R_1M6BBeY56G5xvKU,,,,,anonymous,EN,1,48,1,,3,3,4,3,50,,,,,,5,5,7,6,76,,,,,,7,2,,,,,,2,1,2,2,9,,,,,,2,2,4,3,9,,,,,,,,,,,,,,,,,,,,
2022-02-06 09:22:40,2022-02-06 09:26:00,0,100,200,1,2022-02-06 09:26:01,R_2EuiE4idUdI24mT,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,2,3,4,3,15,,,,,,7,5,,,,,,,,,,,,,,,,4,3,4,3,19,3,3,3,3,17,2,2,2,2,5,,,,,,,,,,
2022-02-07 06:22:11,2022-02-07 06:24:26,0,100,135,1,2022-02-07 06:24:27,R_At8xWikpf5gHUGt,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,1,1,3,2,8,2,2,3,3,4,4,28,1,1,1,1,3,3,2,4,4,20,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-07 06:22:28,2022-02-07 06:25:50,0,100,202,1,2022-02-07 06:25:50,R_3g10xco5e9UujHS,,,,,anonymous,EN,,32,1,,,,,,,,,,,,,,,,,4,3,5,3,29,2,2,,,,,,,,,,,,,,,,,,,,,3,2,4,3,9,5,4,3,4,30,4,3,5,4,32,,,,,
2022-02-07 06:21:28,2022-02-07 06:36:23,0,100,895,1,2022-02-07 06:36:25,R_10VntjbwFOX8dtC,,,,,anonymous,EN,1,38,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,2,2,2,4,17,,,,,,,,,,,1,1,2,2,13,,,,,,2,2,4,4,25,1,1,4,4,15
2022-02-07 07:47:59,2022-02-07 07:55:53,0,100,474,1,2022-02-07 07:55:53,R_2fJVAmjIxqTPC4S,,,,,anonymous,EN,1,53,1,,,,,,,,,,,,3,4,4,4,80,,,,,,2,2,,,,,,,,,,,,,,,,2,3,4,3,85,2,3,3,4,85,2,3,2,3,85,,,,,,,,,,
2022-02-07 10:14:54,2022-02-07 10:18:30,0,100,216,1,2022-02-07 10:18:31,R_1FETAK5Nwvim5IR,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,3,2,2,2,20,,,,,,,,,,,3,3,4,2,25,,,,,,2,2,3,3,30,1,1,2,1,10
2022-02-07 12:47:18,2022-02-07 12:52:20,0,100,301,1,2022-02-07 12:52:22,R_2uy2yln0Fi8S0kE,,,,,anonymous,EN,1,50,2,,4,4,4,5,50,5,5,5,5,65,4,5,5,4,63,2,3,3,4,49,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 08:09:11,2022-02-08 08:14:37,0,100,325,1,2022-02-08 08:14:37,R_3rS4qUHZceeyV80,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,1,1,1,5,,,,,,,,,,,2,1,2,2,6,,,,,,1,1,1,1,0,2,2,3,2,10
2022-02-08 10:26:11,2022-02-08 10:28:49,0,100,158,1,2022-02-08 10:28:50,R_2xRxndKJNX7BYOk,,,,,anonymous,EN,1,40,1,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,1,1,1,2,8,,,,,,,,,,,3,3,5,3,30,,,,,,2,3,4,4,31,1,2,4,3,11
2022-02-08 10:26:30,2022-02-08 10:29:19,0,100,169,1,2022-02-08 10:29:20,R_1Cf1qaAgwCtZfm7,,,,,anonymous,EN,1,21,1,,3,3,3,3,7,2,2,1,2,6,2,2,4,3,11,1,1,3,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:07,2022-02-08 10:29:21,0,100,193,1,2022-02-08 10:29:21,R_d7r2CHQcggbi9tD,,,,,anonymous,EN,1,18,2,,2,3,3,3,11,,,,,,1,1,3,2,18,,,,,,2,2,,,,,,2,2,2,2,4,,,,,,3,2,4,4,17,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:33,2022-02-08 10:29:22,0,100,168,1,2022-02-08 10:29:22,R_2uKesz2Rj28TTYw,,,,,anonymous,EN,1,21,2,,3,2,3,2,28,3,2,2,3,29,3,4,5,4,55,2,1,4,1,24,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:24,2022-02-08 10:29:28,0,100,183,1,2022-02-08 10:29:28,R_1NEyrQ3WhpEx5HJ,,,,,anonymous,EN,1,18,1,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,3,3,1,4,35,,,,,,,,,,,1,2,3,2,30,,,,,,3,3,5,3,40,3,3,2,3,35
2022-02-08 10:26:01,2022-02-08 10:29:32,0,100,210,1,2022-02-08 10:29:32,R_ulAfx3eem2BY3Id,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,2,1,3,2,0,5,5,,,,,,,,,,,,,,,,,,,,,1,1,4,1,0,1,1,1,1,5,1,1,1,2,7,,,,,
2022-02-08 10:26:09,2022-02-08 10:29:32,0,100,203,1,2022-02-08 10:29:33,R_2P5OJaZXXLQIkq4,,,,,anonymous,EN,1,22,1,,,,,,,,,,,,,,,,,1,1,1,1,0,2,2,2,2,4,1,22,1,2,2,2,12,3,3,4,4,36,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:33,2022-02-08 10:29:43,0,100,190,1,2022-02-08 10:29:44,R_1C8sQjfcenQOaQY,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,2,3,4,4,25,,,,,,4,5,,,,,,,,,,,,,,,,2,2,3,3,20,1,1,1,1,4,1,1,2,2,14,,,,,,,,,,
2022-02-08 10:26:02,2022-02-08 10:29:57,0,100,234,1,2022-02-08 10:29:57,R_1gHgq0wRJEC39Vw,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,1,2,3,3,8,,,,,,7,2,,,,,,,,,,,,,,,,1,3,1,2,33,3,3,3,3,23,1,2,1,2,7,,,,,,,,,,
2022-02-08 10:26:00,2022-02-08 10:30:05,0,100,244,1,2022-02-08 10:30:05,R_1DM4ZnLBOFVN6yE,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,,,,,,2,2,2,2,7,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,10,2,2,2,2,5,4,3,4,4,30,,,,,
2022-02-08 10:26:20,2022-02-08 10:30:10,0,100,230,1,2022-02-08 10:30:12,R_2z5vl1SWiU45m1u,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,4,4,7,4,80,,,,,,2,2,,,,,,,,,,,,,,,,1,1,2,2,0,1,1,3,2,19,1,1,1,1,0,,,,,,,,,,
2022-02-08 10:27:39,2022-02-08 10:30:14,0,100,154,1,2022-02-08 10:30:14,R_1UoIsTMuMJQjoRP,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,3,2,1,1,20,,,,,,,,,,,1,1,2,1,9,,,,,,1,1,2,1,9,1,1,2,1,5
2022-02-08 10:26:20,2022-02-08 10:30:16,0,100,235,1,2022-02-08 10:30:16,R_279ASOHPHIUoqrs,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,2,2,2,2,10,7,5,,,,,,,,,,,,,,,,,,,,,1,2,2,2,10,1,2,1,2,16,5,5,4,4,70,,,,,
2022-02-08 10:26:15,2022-02-08 10:30:20,0,100,245,1,2022-02-08 10:30:21,R_3JlYjKnLetQcN9G,,,,,anonymous,EN,1,21,2,,4,4,5,4,51,,,,,,3,3,4,2,40,,,,,,2,2,,,,,,2,2,2,2,25,,,,,,3,3,4,3,40,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:22,2022-02-08 10:30:24,0,100,241,1,2022-02-08 10:30:24,R_2SelVDTRQFclsvr,,,,,anonymous,EN,1,22,2,,2,1,3,1,22,,,,,,2,2,4,3,29,,,,,,2,3,,,,,,2,2,1,2,23,,,,,,2,1,4,2,17,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:27:57,2022-02-08 10:30:32,0,100,155,1,2022-02-08 10:30:33,R_2DM65nWhkg2mujg,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,4,4,4,4,42,,,,,,5,2,,,,,,,,,,,,,,,,4,4,4,4,41,4,4,4,4,30,4,4,4,4,34,,,,,,,,,,
2022-02-08 10:27:16,2022-02-08 10:30:34,0,100,198,1,2022-02-08 10:30:35,R_V45qKULLVodnKg1,,,,,anonymous,EN,1,19,1,,2,2,4,4,19,2,2,3,3,5,3,2,4,2,25,2,2,3,2,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:27:00,2022-02-08 10:30:41,0,100,221,1,2022-02-08 10:30:42,R_3EinHUFAkmw3you,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,4,3,2,3,35,,,,,,,,,,,3,3,4,4,41,,,,,,4,4,6,5,65,3,2,3,3,25
2022-02-08 10:26:46,2022-02-08 10:30:53,0,100,246,1,2022-02-08 10:30:53,R_1pLqhhzKfKz64xc,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,1,1,2,1,6,7,5,,,,,,,,,,,,,,,,,,,,,1,1,2,1,0,1,1,1,1,0,2,2,3,3,11,,,,,
2022-02-08 10:26:11,2022-02-08 10:30:53,0,100,282,1,2022-02-08 10:30:54,R_1Kp6xGkRAuQtDnL,,,,,anonymous,EN,1,20,2,,2,2,2,2,25,,,,,,3,4,3,3,30,,,,,,7,5,,,,,,1,1,1,1,13,,,,,,2,2,4,1,16,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:27:09,2022-02-08 10:31:00,0,100,230,1,2022-02-08 10:31:00,R_3PcnD6zfnmZ41R0,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,1,2,4,3,18,7,5,2,1,4,2,9,1,1,7,2,0,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:27:24,2022-02-08 10:31:06,0,100,222,1,2022-02-08 10:31:07,R_a4BOpgnmZQcEoo1,,,,,anonymous,EN,1,21,2,,1,1,4,4,22,1,1,1,3,25,1,1,1,1,0,2,3,6,3,26,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:28:08,2022-02-08 10:31:08,0,100,180,1,2022-02-08 10:31:08,R_6VBSDVvOfYMiKt3,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,1,4,4,1,0,2,2,1,1,4,2,0,1,1,1,1,0,4,5,4,4,38,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:27:15,2022-02-08 10:31:25,0,100,250,1,2022-02-08 10:31:25,R_2YM3JLYJze6m2Op,,,,,anonymous,EN,1,22,2,,1,1,1,1,2,,,,,,1,1,1,2,30,,,,,,1,2,,,,,,4,2,3,3,22,,,,,,3,3,3,3,40,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:45,2022-02-08 10:31:57,0,100,311,1,2022-02-08 10:31:57,R_27KJWZYqETXwst6,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,2,2,3,4,20,,,,,,7,5,,,,,,,,,,,,,,,,2,1,1,2,8,2,2,3,3,25,1,1,1,1,5,,,,,,,,,,
2022-02-08 10:26:26,2022-02-08 10:32:05,0,100,338,1,2022-02-08 10:32:05,R_33lgEQistJT0IJW,,,,,anonymous,EN,1,22,2,,2,4,4,3,23,2,2,1,2,14,3,4,4,1,18,2,3,3,1,18,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:29:13,2022-02-08 10:32:19,0,100,185,1,2022-02-08 10:32:19,R_T1JxAtuvyRdwPqF,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,2,2,2,2,17,5,2,4,3,3,2,46,3,3,2,2,32,2,3,2,3,11,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:35,2022-02-08 10:32:21,0,100,345,1,2022-02-08 10:32:21,R_1gUu2EPFZdjIFQf,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,3,2,3,1,12,7,2,,,,,,,,,,,,,,,,,,,,,1,3,3,2,15,2,3,2,2,17,3,3,5,2,23,,,,,
2022-02-08 10:29:33,2022-02-08 10:32:27,0,100,174,1,2022-02-08 10:32:27,R_1f0XqfG9VLXlVq2,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,3,1,1,1,37,,,,,,,,,,,1,1,6,1,27,,,,,,3,5,1,5,21,4,1,3,3,32
2022-02-08 10:27:29,2022-02-08 10:32:34,0,100,304,1,2022-02-08 10:32:34,R_2BxnaeIB982Zixe,,,,,anonymous,EN,1,27,2,,1,1,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,3,1,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:29,2022-02-08 10:32:37,0,100,368,1,2022-02-08 10:32:37,R_2V4oxkuLSzb0Fg4,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,1,2,2,2,20,7,2,3,2,3,4,31,3,2,2,2,16,5,6,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:40,2022-02-08 10:33:21,0,100,400,1,2022-02-08 10:33:21,R_2wpOE78FeSTQxSU,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,2,2,2,3,30,,,,,,,,,,,2,2,2,3,20,,,,,,3,5,3,3,45,4,4,5,5,45
2022-02-08 10:27:46,2022-02-08 10:33:56,0,100,370,1,2022-02-08 10:33:56,R_eycES3jb9gp9JrH,,,,,anonymous,EN,1,26,1,,4,3,4,3,45,4,3,4,4,50,4,3,4,3,50,4,3,3,2,30,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:26:32,2022-02-08 10:34:10,0,100,458,1,2022-02-08 10:34:11,R_2Yy6BK86aXPrADI,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,1,1,1,0,,,,,,,,,,,1,1,1,1,0,,,,,,1,1,3,3,10,1,1,1,1,0
2022-02-08 10:27:14,2022-02-08 10:34:30,0,100,435,1,2022-02-08 10:34:30,R_3mmfHmEhLksXEeZ,,,,,anonymous,EN,1,21,1,,,,,,,,,,,,5,4,5,6,53,,,,,,7,2,,,,,,,,,,,,,,,,2,2,2,1,10,2,1,3,2,30,2,1,2,1,10,,,,,,,,,,
2022-02-08 10:29:33,2022-02-08 10:34:30,0,100,296,1,2022-02-08 10:34:31,R_26mOF9c8JPQCu2C,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,3,3,4,3,40,,,,,,7,2,,,,,,,,,,,,,,,,2,2,3,3,27,2,2,2,2,21,2,3,2,3,35,,,,,,,,,,
2022-02-08 10:29:24,2022-02-08 10:34:49,0,100,324,1,2022-02-08 10:34:49,R_ZajaHs6ng4V7gMV,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,1,1,1,1,2,7,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,1,4,1,1,7,3,10,,,,,
2022-02-08 10:26:50,2022-02-08 10:34:52,0,100,481,1,2022-02-08 10:34:52,R_2xW6By8FeC1S5Wo,,,,,anonymous,EN,1,20,1,,1,1,2,2,22,,,,,,1,1,3,3,25,,,,,,7,2,,,,,,1,2,1,1,10,,,,,,1,1,3,2,22,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:30:01,2022-02-08 10:34:56,0,100,294,1,2022-02-08 10:34:57,R_2aD2oXSbNI30PgU,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,2,1,2,1,9,2,5,2,2,6,4,30,1,1,1,1,1,1,1,4,2,19,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:30:32,2022-02-08 10:35:52,0,100,319,1,2022-02-08 10:35:52,R_1JEHCFVBeiW5tON,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,1,1,3,1,21,7,5,2,2,4,2,25,2,2,1,2,21,3,2,4,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:28:56,2022-02-08 10:35:54,0,100,417,1,2022-02-08 10:35:54,R_ZgXo3UqnUgtKlGh,,,,,anonymous,EN,1,19,2,,3,4,3,4,51,,,,,,2,3,4,3,30,,,,,,7,5,,,,,,1,2,1,1,30,,,,,,1,2,3,2,28,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:27:49,2022-02-08 10:36:04,0,100,495,1,2022-02-08 10:36:04,R_1QcoTw8jS04jd9x,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,1,1,3,2,11,2,5,,,,,,,,,,,,,,,,,,,,,3,3,2,2,25,3,2,1,1,35,3,3,6,3,30,,,,,
2022-02-08 10:30:15,2022-02-08 10:37:18,0,100,423,1,2022-02-08 10:37:19,R_2dMxcAuhk5rCiN8,,,,,anonymous,EN,1,34,1,,4,5,3,3,33,3,3,2,2,22,2,2,4,2,21,3,2,4,2,21,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 13:17:38,2022-02-08 10:37:49,0,100,595211,1,2022-02-08 10:37:49,R_02Q19AoTYoWtq7v,,,,,anonymous,EN,1,19,2,,3,2,4,3,50,,,,,,3,2,5,3,66,,,,,,5,2,,,,,,2,3,1,2,13,,,,,,3,1,3,2,70,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:31:42,2022-02-08 10:38:29,0,100,407,1,2022-02-08 10:38:29,R_3plrl95XTIT1DM0,,,,,anonymous,EN,1,40,2,,,,,,,,,,,,3,3,5,4,41,,,,,,5,2,,,,,,,,,,,,,,,,2,2,5,3,30,2,2,3,3,35,2,2,1,1,20,,,,,,,,,,
2022-02-08 10:31:49,2022-02-08 10:38:33,0,100,403,1,2022-02-08 10:38:33,R_893EVhxIvzTW1Lb,,,,,anonymous,EN,1,31,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,2,2,2,2,20,,,,,,,,,,,2,2,4,1,20,,,,,,2,2,4,2,29,2,2,4,2,20
2022-02-08 10:33:59,2022-02-08 10:39:20,0,100,320,1,2022-02-08 10:39:20,R_2sdUTUFj7ViNk5e,,,,,anonymous,EN,1,19,2,,4,3,4,3,32,,,,,,3,2,3,3,28,,,,,,7,5,,,,,,2,2,1,3,25,,,,,,2,2,4,2,30,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:35:26,2022-02-08 10:39:39,0,100,253,1,2022-02-08 10:39:40,R_3fJJVQhvQAuXNhE,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,2,1,4,2,10,,,,,,2,5,,,,,,,,,,,,,,,,2,1,1,1,5,3,3,5,4,15,2,1,1,2,10,,,,,,,,,,
2022-02-08 10:33:01,2022-02-08 10:39:54,0,100,413,1,2022-02-08 10:39:54,R_SMITmA8Mp82K2Hf,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,3,3,3,3,33,6,2,,,,,,,,,,,,,,,,,,,,,4,3,3,3,41,4,4,3,3,41,4,4,2,5,41,,,,,
2022-02-08 10:37:08,2022-02-08 10:40:33,0,100,205,1,2022-02-08 10:40:33,R_2pPsE9C26XjRVfC,,,,,anonymous,EN,1,20,2,,2,2,3,3,32,,,,,,3,3,4,4,44,,,,,,2,5,,,,,,4,4,2,3,50,,,,,,3,3,4,3,41,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:34:19,2022-02-08 10:41:09,0,100,409,1,2022-02-08 10:41:10,R_1jVaSECVxi6H9Ex,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,1,1,2,1,5,7,2,2,2,2,2,20,2,2,1,2,10,3,2,4,2,23,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:37:45,2022-02-08 10:42:00,0,100,255,1,2022-02-08 10:42:01,R_3fdc65bTafMR7jd,,,,,anonymous,EN,1,21,2,,2,2,6,3,21,,,,,,3,2,5,4,14,,,,,,5,5,,,,,,1,1,1,1,4,,,,,,2,2,4,2,16,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:31:45,2022-02-08 10:43:27,0,100,701,1,2022-02-08 10:43:27,R_3pm1H1IIaPvzQYk,,,,,anonymous,EN,1,22,1,,1,1,3,1,20,,,,,,1,1,3,3,30,,,,,,7,2,,,,,,1,1,2,2,20,,,,,,1,2,2,2,18,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:40:23,2022-02-08 10:44:06,0,100,223,1,2022-02-08 10:44:06,R_0D6MLUqvjrsawHT,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,3,2,3,22,,,,,,,,,,,2,3,4,3,21,,,,,,3,3,4,2,30,2,3,4,3,22
2022-02-08 10:37:39,2022-02-08 10:45:09,0,100,449,1,2022-02-08 10:45:09,R_qPbZV8C6VYtRycp,,,,,anonymous,EN,1,29,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,2,2,2,2,21,,,,,,,,,,,2,2,4,4,41,,,,,,3,2,5,4,41,3,3,5,3,26
2022-02-08 10:41:26,2022-02-08 10:45:58,0,100,271,1,2022-02-08 10:45:59,R_1CCLU0Pvtx5Bk0a,,,,,anonymous,EN,1,23,2,,,,,,,,,,,,4,3,3,3,40,,,,,,7,5,,,,,,,,,,,,,,,,2,3,2,2,25,3,2,4,3,40,3,3,2,3,30,,,,,,,,,,
2022-02-08 10:41:28,2022-02-08 10:46:10,0,100,282,1,2022-02-08 10:46:10,R_cBnjhsxyXIaPiIV,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,1,2,3,1,23,4,2,2,2,3,1,27,2,2,2,2,21,2,3,4,3,37,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:42:37,2022-02-08 10:46:44,0,100,247,1,2022-02-08 10:46:45,R_3emjqDFsESDK7kf,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,3,4,5,4,22,6,5,,,,,,,,,,,,,,,,,,,,,2,3,3,4,22,3,3,4,3,22,2,3,3,3,22,,,,,
2022-02-08 10:40:12,2022-02-08 10:47:44,0,100,451,1,2022-02-08 10:47:44,R_1MNdpw639cE8Tg7,,,,,anonymous,EN,1,22,2,,3,3,4,1,25,4,4,1,3,35,4,2,5,4,30,2,3,2,1,20,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:45:22,2022-02-08 10:49:13,0,100,230,1,2022-02-08 10:49:13,R_22VaPsv0YIlW6O7,,,,,anonymous,EN,1,32,2,,2,2,2,2,16,2,2,2,2,15,2,2,2,2,16,2,2,2,2,15,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:46:05,2022-02-08 10:51:42,0,100,337,1,2022-02-08 10:51:42,R_9GjYI0Oz2zufG37,,,,,anonymous,EN,1,22,1,,,,,,,,,,,,1,1,4,1,0,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,2,1,0,1,1,1,1,0,,,,,,,,,,
2022-02-08 10:50:55,2022-02-08 10:54:28,0,100,213,1,2022-02-08 10:54:29,R_3PZUuJ22Dl19knD,,,,,anonymous,EN,1,19,3,,,,,,,,,,,,,,,,,3,2,5,1,20,5,5,3,4,5,3,29,3,4,1,3,22,2,2,4,3,11,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-08 10:51:57,2022-02-08 10:55:37,0,100,219,1,2022-02-08 10:55:37,R_3rTiUgcY9mViod4,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,4,1,3,3,37,,,,,,2,5,,,,,,,,,,,,,,,,3,4,4,3,33,3,3,4,4,54,3,3,3,4,50,,,,,,,,,,
2022-02-08 10:53:31,2022-02-08 10:56:15,0,100,163,1,2022-02-08 10:56:15,R_eVSyAktTERpW6UF,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,3,2,3,3,20,,,,,,1,5,,,,,,,,,,,,,,,,3,3,5,6,57,2,1,2,1,27,3,3,2,3,39,,,,,,,,,,
